age,eduyrs,home,skills,daily,inc4
43,14,Yes,5,1,Highest
68,12,Yes,8,1,Highest
59,11,Yes,10,1,Mid-high
61,18,Yes,12,1,Mid-high
83,7,No,0,0,Mid-low
45,12,Yes,8,1,Lowest
67,19,Yes,6,1,Highest
64,12,Yes,3,0,Mid-low
28,17,Yes,10,1,Mid-low
73,11,Yes,0,0,Mid-high
67,16,Yes,6,1,Highest
31,9,Yes,6,1,Mid-low
46,13,Yes,5,1,Mid-low
78,16,No,1,0,Lowest
25,12,Yes,8,1,Mid-high
66,13,No,0,0,Mid-low
25,12,Yes,9,1,Lowest
40,18,Yes,10,1,Mid-high
49,11,Yes,5,1,Mid-high
57,11,Yes,3,0,Mid-high
53,11,Yes,9,1,Highest
26,10,Yes,10,1,Mid-high
82,12,No,0,0,Lowest
26,14,Yes,9,1,Mid-high
33,18,Yes,8,1,Highest
43,10,Yes,9,1,Mid-low
89,11,No,0,0,Lowest
52,15,Yes,7,0,Mid-high
38,23,Yes,9,1,Highest
50,12,Yes,3,1,Lowest
37,18,Yes,6,1,Mid-high
29,16,Yes,7,1,Highest
65,16,Yes,8,1,Mid-high
48,15,Yes,10,1,Highest
68,10,Yes,0,0,Lowest
32,15,Yes,12,1,Mid-high
62,18,Yes,8,1,Highest
36,18,Yes,7,1,Highest
40,16,Yes,12,1,Highest
30,22,Yes,9,1,Highest
34,12,Yes,2,1,Mid-high
80,11,No,0,0,Lowest
50,16,Yes,7,1,Mid-high
70,10,Yes,0,0,Lowest
67,12,Yes,2,0,Lowest
30,12,Yes,9,1,Mid-low
74,11,Yes,0,0,Lowest
44,17,Yes,6,1,Mid-high
79,7,Yes,0,0,Mid-low
41,15,Yes,3,1,Highest
80,11,No,0,0,Mid-low
48,10,Yes,10,1,Lowest
60,24,Yes,9,1,Highest
57,11,Yes,0,1,Mid-high
29,18,Yes,6,1,Mid-low
89,8,Yes,0,1,Lowest
54,15,Yes,7,1,Highest
27,17,Yes,10,1,Highest
39,20,Yes,8,1,Highest
42,16,Yes,9,1,Mid-high
75,11,No,0,0,Mid-high
29,12,Yes,7,1,Mid-high
32,21,Yes,11,1,Mid-high
36,17,Yes,12,1,Mid-high
37,14,Yes,9,1,Mid-high
51,19,Yes,9,1,Mid-low
55,12,Yes,0,0,Mid-low
31,12,Yes,3,0,Mid-high
25,12,Yes,6,1,Mid-high
24,13,Yes,12,1,Mid-high
85,7,No,0,0,Lowest
49,12,Yes,3,1,Mid-low
78,11,Yes,0,0,Lowest
56,9,Yes,0,0,Highest
66,12,Yes,6,0,Lowest
48,11,Yes,4,1,Mid-high
26,13,Yes,12,1,Mid-low
36,18,Yes,9,1,Highest
44,15,Yes,6,1,Mid-high
28,15,Yes,12,1,Mid-high
80,13,Yes,3,1,Lowest
81,11,Yes,0,1,Mid-low
72,20,Yes,3,0,Highest
31,15,Yes,12,1,Mid-high
23,13,Yes,7,1,Highest
45,14,Yes,12,1,Mid-high
62,8,Yes,0,0,Mid-high
23,15,Yes,8,1,Lowest
60,16,Yes,8,1,Mid-high
59,12,No,0,0,Mid-low
49,11,Yes,8,1,Mid-high
71,11,No,0,0,Mid-low
38,20,Yes,10,1,Mid-high
73,14,Yes,1,0,Mid-low
79,7,Yes,11,1,Mid-low
65,11,Yes,0,1,Mid-low
59,10,Yes,2,1,Mid-low
81,15,Yes,0,0,Lowest
48,13,Yes,0,1,Mid-high
59,11,Yes,6,1,Mid-high
18,10,Yes,9,1,Lowest
58,13,Yes,6,1,Mid-low
21,14,Yes,9,1,Highest
23,13,Yes,9,1,Mid-high
69,11,No,0,0,Lowest
60,11,No,0,0,Lowest
36,14,Yes,8,1,Highest
60,12,Yes,2,1,Mid-high
42,13,Yes,8,1,Mid-low
81,15,No,0,0,Lowest
29,17,Yes,3,0,Highest
60,11,Yes,4,1,Mid-high
70,19,No,0,0,Mid-low
23,12,Yes,7,1,Highest
68,13,Yes,0,1,Mid-high
47,11,Yes,0,1,Mid-high
28,16,Yes,12,1,Highest
84,8,No,0,0,Lowest
53,11,Yes,6,1,Highest
77,11,Yes,0,0,Lowest
72,6,No,0,0,Lowest
38,11,Yes,6,1,Mid-high
40,18,Yes,8,1,Mid-high
60,17,Yes,5,1,Mid-high
64,13,Yes,0,1,Lowest
58,8,No,0,0,Lowest
49,15,Yes,7,1,Mid-high
36,17,Yes,8,1,Mid-high
78,7,No,0,0,Lowest
82,15,No,0,0,Mid-low
41,11,Yes,6,1,Mid-high
46,11,Yes,6,1,Mid-low
47,16,Yes,12,0,Mid-high
50,10,Yes,4,1,Mid-high
31,13,Yes,8,1,Mid-high
90,7,Yes,0,0,Lowest
70,10,No,0,0,Highest
55,12,Yes,7,1,Mid-low
69,15,Yes,0,0,Mid-low
46,11,Yes,3,1,Mid-low
80,14,No,0,0,Lowest
57,15,Yes,7,1,Highest
67,11,Yes,8,1,Lowest
34,18,Yes,6,1,Highest
62,17,Yes,6,1,Lowest
61,11,No,2,0,Lowest
84,10,No,0,0,Lowest
70,11,Yes,2,1,Lowest
67,16,Yes,4,1,Mid-low
51,16,Yes,12,1,Mid-high
78,16,Yes,4,0,Lowest
59,11,Yes,7,0,Mid-low
51,12,Yes,8,0,Mid-high
67,12,Yes,0,1,Lowest
64,13,No,0,0,Mid-low
31,13,Yes,9,1,Highest
22,15,Yes,12,1,Mid-high
52,12,Yes,4,0,Highest
72,11,Yes,1,1,Mid-low
41,20,Yes,11,1,Mid-high
59,11,Yes,0,1,Mid-high
58,13,Yes,3,1,Mid-low
42,12,Yes,9,1,Mid-low
56,11,Yes,4,1,Mid-high
60,14,Yes,2,0,Mid-low
61,11,Yes,2,1,Mid-high
72,11,Yes,6,1,Mid-low
46,15,Yes,9,1,Mid-high
56,19,Yes,8,1,Highest
44,12,Yes,3,1,Highest
70,16,Yes,6,0,Mid-high
19,10,No,12,1,Mid-high
47,10,Yes,7,1,Highest
59,13,Yes,1,1,Mid-low
50,17,Yes,5,1,Highest
28,16,Yes,10,1,Highest
18,11,Yes,8,1,Mid-high
76,11,Yes,6,0,Mid-high
59,17,Yes,3,1,Highest
73,11,No,0,0,Mid-low
31,17,Yes,7,1,Mid-high
80,16,No,12,0,Lowest
67,12,Yes,4,1,Mid-high
72,20,Yes,12,1,Mid-high
56,12,Yes,6,0,Mid-low
90,16,No,0,0,Lowest
20,12,Yes,8,0,Highest
44,20,Yes,7,1,Mid-high
69,10,No,0,0,Mid-low
75,11,Yes,0,0,Mid-high
79,14,No,9,0,Lowest
26,10,Yes,6,1,Mid-low
65,15,Yes,6,1,Mid-low
56,16,Yes,8,1,Mid-low
25,17,Yes,7,1,Mid-high
69,14,Yes,11,1,Mid-low
55,16,Yes,8,1,Highest
23,13,Yes,12,1,Mid-high
55,12,Yes,6,0,Lowest
70,15,Yes,12,0,Lowest
80,7,No,0,0,Lowest
39,17,Yes,6,1,Mid-high
28,14,Yes,7,1,Highest
76,17,Yes,3,0,Mid-low
74,10,No,0,0,Lowest
49,11,Yes,10,0,Mid-low
60,11,Yes,2,1,Highest
36,15,Yes,9,1,Lowest
66,15,Yes,3,1,Mid-high
47,16,Yes,7,1,Mid-high
54,18,Yes,8,1,Mid-low
44,18,Yes,12,1,Highest
57,14,Yes,3,1,Mid-low
85,7,No,0,0,Lowest
39,15,Yes,8,1,Mid-low
58,11,Yes,3,1,Mid-low
82,12,Yes,2,0,Lowest
46,20,Yes,7,1,Mid-high
36,12,Yes,9,1,Highest
34,7,No,0,0,Mid-high
40,17,Yes,6,1,Mid-high
70,11,No,0,0,Lowest
41,14,Yes,12,1,Mid-high
25,14,Yes,9,1,Mid-high
68,12,Yes,0,1,Lowest
40,10,Yes,0,1,Mid-low
72,14,Yes,3,0,Lowest
80,12,No,0,0,Lowest
52,12,Yes,4,1,Mid-low
31,15,Yes,9,1,Mid-high
63,10,Yes,0,1,Mid-low
49,12,Yes,6,1,Highest
53,13,Yes,8,1,Mid-high
35,12,Yes,11,1,Highest
66,12,No,0,0,Mid-high
41,18,Yes,12,1,Highest
77,8,No,0,0,Lowest
59,10,Yes,0,0,Mid-low
44,10,Yes,0,0,Lowest
37,17,Yes,9,1,Highest
35,12,Yes,12,1,Mid-high
47,15,Yes,12,1,Lowest
29,17,Yes,6,1,Mid-low
62,10,Yes,0,0,Lowest
63,13,Yes,0,0,Mid-low
35,24,Yes,7,1,Mid-high
42,15,Yes,9,1,Mid-high
41,17,Yes,10,1,Highest
90,8,No,12,0,Lowest
65,16,Yes,4,1,Mid-low
71,11,Yes,0,0,Mid-low
34,15,Yes,6,1,Mid-high
25,12,Yes,9,1,Lowest
56,16,Yes,12,1,Mid-high
25,15,Yes,10,1,Mid-low
40,18,Yes,6,1,Mid-high
74,16,Yes,4,1,Mid-low
18,11,Yes,9,1,Mid-low
37,16,Yes,2,1,Mid-high
66,11,No,0,0,Mid-low
61,11,Yes,1,1,Mid-high
54,11,No,0,0,Mid-low
52,13,Yes,6,1,Highest
69,12,Yes,1,0,Mid-high
53,13,Yes,6,1,Mid-low
56,18,Yes,6,0,Highest
24,16,Yes,8,1,Highest
42,17,Yes,1,0,Mid-high
27,16,Yes,7,1,Highest
62,15,Yes,12,1,Mid-high
34,12,Yes,12,1,Mid-high
23,12,Yes,9,1,Lowest
43,22,Yes,12,1,Highest
35,15,Yes,9,1,Mid-high
35,12,Yes,11,1,Mid-low
70,17,Yes,10,1,Mid-high
44,17,Yes,9,1,Highest
40,24,Yes,12,1,Highest
43,13,Yes,6,1,Highest
32,18,Yes,12,1,Mid-high
18,11,Yes,7,1,Mid-low
52,16,Yes,5,1,Mid-high
68,12,Yes,8,0,Mid-low
38,12,Yes,6,1,Mid-high
19,12,Yes,9,1,Lowest
68,13,Yes,0,0,Lowest
46,16,Yes,11,1,Highest
71,16,Yes,3,1,Lowest
56,15,Yes,10,1,Lowest
75,15,No,0,0,Lowest
38,15,Yes,9,1,Highest
50,11,Yes,6,1,Mid-high
22,15,Yes,12,1,Mid-high
23,12,Yes,6,1,Mid-high
79,12,No,0,0,Mid-low
34,16,Yes,4,1,Mid-high
33,17,Yes,12,1,Highest
34,21,Yes,9,1,Highest
43,18,Yes,8,1,Highest
73,13,Yes,3,0,Mid-low
58,12,Yes,4,0,Mid-low
35,20,Yes,12,1,Highest
61,14,Yes,2,1,Mid-low
58,11,Yes,6,1,Mid-low
46,12,Yes,9,1,Mid-high
54,11,Yes,12,0,Mid-low
46,12,Yes,6,1,Mid-low
77,10,Yes,3,0,Mid-low
32,18,Yes,10,1,Highest
66,13,No,0,0,Lowest
69,13,Yes,5,1,Mid-low
63,12,Yes,1,0,Lowest
67,11,Yes,6,1,Mid-low
86,11,Yes,0,1,Lowest
45,17,Yes,2,0,Highest
63,10,Yes,0,0,Mid-low
58,12,Yes,2,0,Mid-low
72,12,Yes,4,1,Lowest
30,16,Yes,12,1,Highest
61,14,Yes,6,1,Highest
73,11,Yes,0,0,Lowest
73,11,No,0,0,Lowest
44,12,Yes,6,1,Mid-low
66,11,Yes,12,0,Mid-high
39,12,Yes,8,1,Mid-high
47,11,Yes,7,0,Mid-low
75,22,Yes,1,0,Lowest
34,21,Yes,10,1,Mid-low
66,15,Yes,9,1,Mid-low
51,11,Yes,8,1,Mid-high
35,16,Yes,9,1,Mid-high
69,11,Yes,4,1,Lowest
53,15,Yes,0,1,Mid-low
70,18,Yes,0,1,Mid-low
40,17,Yes,9,1,Highest
46,19,Yes,12,1,Highest
74,11,No,0,0,Lowest
39,9,Yes,1,0,Mid-low
57,16,Yes,12,1,Mid-low
44,18,Yes,8,1,Highest
74,11,Yes,0,0,Lowest
30,17,Yes,12,1,Mid-high
52,15,Yes,0,1,Mid-high
49,15,Yes,10,1,Mid-high
72,20,Yes,7,1,Mid-high
27,14,Yes,6,1,Highest
70,13,No,0,0,Mid-low
42,12,Yes,0,1,Highest
73,8,No,0,0,Lowest
77,8,No,0,0,Lowest
75,20,Yes,5,1,Mid-low
60,17,Yes,9,1,Highest
21,15,Yes,8,1,Highest
69,11,Yes,6,0,Mid-high
53,13,Yes,2,1,Highest
62,11,Yes,1,0,Lowest
64,15,Yes,3,1,Mid-low
64,16,Yes,4,1,Mid-low
40,16,Yes,5,1,Highest
53,12,Yes,4,1,Mid-high
62,9,Yes,0,0,Mid-low
30,20,Yes,12,1,Mid-high
56,11,Yes,9,1,Mid-high
35,17,Yes,3,0,Mid-high
56,11,Yes,7,1,Mid-high
57,13,Yes,6,1,Highest
28,9,Yes,6,1,Mid-high
72,11,No,0,0,Lowest
39,23,Yes,12,1,Highest
83,7,No,0,0,Lowest
44,19,Yes,12,1,Highest
67,12,Yes,0,0,Mid-low
81,8,No,0,0,Mid-high
50,11,Yes,10,1,Highest
70,16,Yes,6,0,Lowest
57,18,Yes,12,1,Mid-high
37,18,Yes,3,1,Highest
32,12,No,12,1,Mid-high
32,17,Yes,9,1,Mid-low
38,18,Yes,7,1,Mid-high
67,16,Yes,6,1,Mid-high
48,13,Yes,8,1,Mid-high
33,12,Yes,6,1,Mid-high
38,20,Yes,9,1,Highest
85,12,Yes,6,0,Mid-low
89,10,No,0,0,Lowest
75,16,Yes,4,1,Lowest
62,11,Yes,0,0,Mid-low
45,16,Yes,6,1,Highest
36,14,Yes,10,1,Mid-high
69,10,Yes,2,1,Lowest
30,17,Yes,12,1,Highest
55,11,Yes,0,1,Mid-low
73,18,Yes,12,1,Lowest
42,13,Yes,6,1,Mid-high
80,10,No,0,0,Lowest
74,18,Yes,4,1,Mid-high
52,13,Yes,7,1,Mid-low
46,17,Yes,6,1,Mid-high
72,11,Yes,8,0,Lowest
65,15,Yes,0,0,Lowest
69,11,No,0,0,Lowest
76,8,Yes,0,0,Lowest
60,10,Yes,2,1,Mid-high
52,12,Yes,9,1,Highest
34,17,Yes,12,1,Mid-high
75,19,No,2,0,Mid-low
49,12,Yes,2,1,Mid-high
59,18,Yes,9,1,Mid-high
59,14,Yes,9,1,Highest
51,13,Yes,8,1,Mid-high
68,16,Yes,11,1,Lowest
41,14,Yes,2,1,Lowest
81,14,Yes,0,1,Lowest
63,16,Yes,12,1,Mid-high
26,14,Yes,12,1,Mid-high
82,8,No,0,0,Lowest
67,12,Yes,4,1,Mid-low
68,21,Yes,9,1,Mid-high
47,19,Yes,9,1,Mid-high
36,17,Yes,11,1,Highest
48,14,Yes,9,1,Mid-low
64,14,Yes,999,0,Mid-low
41,16,Yes,8,1,Highest
88,20,Yes,0,0,Mid-high
44,17,Yes,7,1,Mid-low
43,12,Yes,9,1,Mid-high
67,11,Yes,3,1,Highest
35,12,Yes,9,1,Highest
21,12,Yes,7,1,Mid-high
48,24,Yes,6,1,Highest
83,14,No,0,0,Lowest
83,7,No,12,0,Lowest
40,20,Yes,12,1,Highest
39,15,Yes,8,1,Mid-high
67,16,Yes,12,1,Mid-high
32,12,Yes,6,1,Mid-low
27,15,Yes,7,1,Highest
53,13,Yes,6,1,Mid-high
35,18,Yes,12,1,Highest
52,11,Yes,3,1,Mid-low
53,14,Yes,12,1,Highest
81,11,No,0,0,Mid-low
83,12,Yes,2,0,Lowest
31,9,Yes,6,1,Mid-low
75,11,Yes,6,0,Lowest
63,13,No,0,0,Mid-high
59,12,Yes,6,1,Mid-low
37,14,Yes,9,0,Mid-high
48,11,Yes,1,1,Mid-high
51,20,Yes,11,1,Mid-high
44,14,Yes,6,1,Mid-high
48,17,Yes,7,1,Highest
74,10,No,0,0,Lowest
74,20,No,0,0,Lowest
76,11,Yes,1,0,Mid-low
33,13,Yes,8,1,Highest
23,15,Yes,8,1,Highest
80,10,No,0,0,Lowest
52,14,Yes,1,1,Mid-low
50,12,Yes,6,1,Mid-high
52,11,Yes,8,1,Lowest
59,11,No,0,0,Mid-high
70,11,Yes,0,0,Lowest
75,11,Yes,0,0,Mid-low
78,8,No,0,0,Lowest
56,11,Yes,6,1,Mid-low
72,10,No,0,0,Lowest
47,17,Yes,9,1,Highest
64,13,Yes,9,1,Mid-high
75,10,Yes,0,0,Mid-low
29,18,Yes,7,1,Mid-high
67,14,Yes,9,1,Mid-high
45,17,Yes,7,1,Highest
73,12,Yes,0,0,Lowest
54,15,Yes,5,0,Mid-high
90,7,No,0,0,Mid-low
76,19,Yes,7,0,Mid-low
74,18,Yes,3,1,Mid-high
62,17,Yes,6,1,Lowest
36,14,Yes,7,0,Highest
52,16,Yes,7,1,Mid-high
72,12,Yes,0,0,Mid-low
52,15,Yes,2,1,Mid-high
77,7,Yes,0,0,Lowest
38,18,Yes,7,1,Mid-high
68,11,Yes,2,1,Lowest
22,12,Yes,10,1,Mid-high
77,11,Yes,0,0,Lowest
79,11,No,0,0,Mid-low
30,20,Yes,8,1,Highest
51,9,Yes,3,1,Lowest
30,14,Yes,12,1,Mid-high
78,10,No,0,0,Mid-low
60,11,Yes,3,0,Lowest
37,20,Yes,8,1,Highest
26,19,Yes,7,1,Mid-low
49,17,Yes,5,1,Mid-high
25,12,Yes,10,1,Mid-low
25,12,Yes,7,1,Mid-low
61,15,Yes,3,0,Mid-low
62,8,Yes,0,1,Lowest
61,14,Yes,6,0,Mid-low
77,8,No,0,0,Lowest
63,15,Yes,12,0,Mid-high
50,22,Yes,12,1,Mid-high
83,11,No,0,0,Mid-low
55,16,Yes,8,1,Mid-high
88,8,No,0,0,Lowest
57,12,Yes,5,0,Mid-high
34,26,Yes,12,1,Highest
45,28,No,5,0,Highest
52,11,Yes,6,1,Mid-high
54,17,Yes,7,1,Highest
76,9,No,0,0,Lowest
46,30,Yes,12,1,Highest
62,10,Yes,2,1,Mid-low
66,11,Yes,0,0,Mid-low
27,16,Yes,7,1,Mid-low
68,10,No,0,0,Mid-low
70,13,Yes,0,0,Mid-low
69,11,No,0,0,Mid-high
63,11,Yes,7,1,Lowest
47,16,Yes,12,1,Highest
68,10,Yes,1,1,Lowest
51,12,Yes,8,0,Mid-low
73,10,Yes,2,0,Mid-high
30,16,Yes,6,1,Mid-low
46,20,Yes,12,1,Mid-high
40,20,Yes,12,1,Mid-low
33,9,Yes,6,1,Lowest
90,15,No,0,0,Lowest
20,12,Yes,12,1,Lowest
51,18,Yes,5,0,Mid-high
38,11,Yes,9,1,Mid-low
55,12,Yes,5,0,Mid-low
70,10,No,0,0,Lowest
32,13,Yes,7,1,Lowest
54,14,Yes,10,1,Mid-high
20,12,Yes,5,1,Highest
69,15,Yes,3,1,Mid-high
25,14,Yes,9,1,Lowest
21,15,Yes,8,1,Mid-high
62,13,No,0,0,Lowest
43,20,Yes,9,1,Highest
67,12,Yes,0,0,Mid-high
45,13,Yes,3,1,Mid-low
39,17,Yes,6,1,Mid-high
64,12,Yes,3,1,Lowest
75,16,Yes,9,1,Mid-high
50,11,Yes,7,0,Lowest
78,15,Yes,6,0,Mid-low
34,15,Yes,9,1,Mid-high
55,15,Yes,7,1,Highest
70,11,No,0,0,Mid-high
66,8,Yes,0,0,Lowest
24,15,Yes,12,1,Mid-low
74,10,No,0,0,Lowest
50,11,Yes,4,1,Mid-high
62,19,Yes,4,1,Mid-low
61,12,Yes,1,1,Mid-low
48,13,Yes,6,0,Mid-high
46,22,Yes,12,1,Highest
70,13,Yes,0,0,Highest
88,14,No,0,0,Lowest
44,9,Yes,2,0,Lowest
26,16,Yes,10,1,Mid-low
34,18,Yes,10,1,Mid-high
58,12,No,0,0,Mid-low
33,17,Yes,9,1,Highest
82,10,No,0,0,Lowest
58,16,Yes,8,1,Mid-high
50,20,Yes,6,1,Mid-high
43,19,Yes,11,1,Highest
70,14,Yes,2,1,Mid-high
72,9,No,12,0,Lowest
61,17,Yes,2,1,Mid-low
42,16,Yes,7,0,Mid-high
49,12,Yes,11,1,Mid-low
80,14,No,0,0,Lowest
43,11,Yes,10,1,Mid-high
42,17,Yes,9,1,Highest
21,14,Yes,12,1,Mid-low
80,15,Yes,0,0,Mid-low
90,17,No,0,0,Lowest
66,10,Yes,0,0,Mid-low
49,10,Yes,3,1,Mid-high
56,17,Yes,9,0,Highest
56,11,Yes,2,0,Mid-high
48,12,Yes,6,0,Lowest
60,16,Yes,0,0,Lowest
50,12,Yes,7,1,Mid-high
73,14,Yes,5,1,Mid-low
43,16,Yes,9,1,Lowest
44,14,Yes,12,1,Highest
48,11,Yes,11,1,Mid-high
64,22,Yes,5,1,Mid-high
74,12,Yes,0,1,Mid-high
53,17,Yes,6,1,Mid-high
28,16,Yes,12,1,Highest
41,23,Yes,11,1,Lowest
90,15,No,0,0,Lowest
27,15,Yes,7,1,Mid-low
65,16,Yes,9,1,Lowest
34,9,Yes,3,1,Lowest
53,11,Yes,12,0,Mid-high
69,12,Yes,3,0,Mid-high
54,15,Yes,9,1,Lowest
61,11,Yes,6,1,Mid-low
39,14,Yes,7,1,Highest
57,17,Yes,11,1,Mid-high
46,9,Yes,6,1,Highest
51,16,Yes,9,1,Mid-low
33,17,Yes,6,1,Mid-high
53,12,Yes,2,0,Lowest
32,12,Yes,8,1,Mid-low
63,13,Yes,0,0,Lowest
90,5,No,0,0,Lowest
51,11,Yes,6,1,Highest
38,19,Yes,9,1,Highest
40,18,Yes,9,1,Lowest
38,16,Yes,10,1,Mid-high
53,20,Yes,12,1,Highest
37,12,Yes,6,1,Highest
36,13,Yes,12,1,Mid-high
63,14,Yes,4,1,Mid-high
78,17,Yes,9,1,Mid-low
33,15,Yes,6,1,Mid-high
42,16,Yes,5,1,Highest
78,14,Yes,0,0,Lowest
30,12,Yes,12,1,Highest
53,11,Yes,6,1,Highest
66,13,Yes,4,1,Lowest
42,16,Yes,12,1,Highest
37,17,Yes,9,0,Mid-high
72,17,Yes,0,0,Lowest
37,16,Yes,6,1,Mid-high
89,11,No,0,0,Mid-high
39,13,Yes,8,1,Mid-high
65,12,Yes,4,0,Mid-low
69,11,Yes,3,1,Mid-high
48,19,Yes,12,1,Highest
21,12,Yes,8,1,Mid-high
52,11,Yes,1,1,Mid-low
72,16,Yes,8,1,Mid-low
70,15,Yes,4,0,Mid-low
22,12,Yes,6,1,Highest
29,17,Yes,12,1,Mid-low
54,11,Yes,0,0,Lowest
59,11,No,0,0,Lowest
39,14,Yes,8,1,Mid-high
56,12,Yes,9,1,Mid-high
44,18,Yes,9,1,Lowest
90,16,Yes,0,0,Mid-high
84,17,Yes,2,0,Lowest
45,14,Yes,6,1,Mid-high
22,12,Yes,9,1,Lowest
66,11,Yes,0,0,Mid-high
35,15,Yes,9,1,Mid-high
26,19,Yes,12,1,Mid-high
69,15,Yes,4,1,Lowest
37,14,Yes,9,1,Highest
46,17,Yes,10,1,Mid-high
61,11,Yes,2,0,Mid-low
75,11,No,0,0,Lowest
53,11,Yes,0,0,Lowest
73,11,Yes,0,0,Mid-low
34,15,Yes,9,1,Highest
32,16,Yes,12,1,Highest
81,7,No,0,0,Lowest
30,17,Yes,9,1,Highest
25,18,Yes,8,1,Mid-low
57,18,Yes,6,1,Highest
38,25,Yes,10,1,Mid-high
45,13,Yes,3,1,Mid-low
74,13,Yes,0,0,Mid-high
40,16,Yes,10,1,Mid-low
55,15,Yes,9,1,Mid-low
79,20,Yes,6,1,Mid-low
40,16,Yes,9,1,Mid-high
30,14,Yes,7,1,Mid-high
57,16,Yes,7,1,Mid-high
61,16,Yes,9,1,Lowest
56,11,Yes,8,0,Mid-high
35,22,Yes,10,1,Mid-low
53,15,Yes,12,1,Mid-high
28,10,Yes,6,1,Mid-high
68,9,Yes,0,0,Mid-low
80,12,Yes,0,0,Mid-low
19,12,Yes,6,1,Mid-high
71,15,Yes,0,1,Mid-low
20,12,Yes,8,1,Mid-low
32,14,Yes,8,1,Mid-high
65,16,Yes,9,1,Highest
53,15,Yes,12,1,Mid-high
48,15,Yes,9,1,Mid-high
55,12,Yes,0,0,Lowest
81,7,No,0,0,Lowest
57,15,Yes,6,1,Lowest
39,10,Yes,6,1,Mid-low
59,14,Yes,9,1,Mid-low
47,12,Yes,1,0,Mid-low
27,15,Yes,12,1,Lowest
43,10,Yes,11,1,Mid-high
20,13,Yes,6,1,Mid-low
74,13,Yes,0,0,Lowest
84,10,No,0,0,Mid-low
64,14,Yes,2,1,Highest
49,11,Yes,6,0,Lowest
51,22,Yes,12,1,Mid-high
77,15,Yes,0,0,Mid-low
71,11,Yes,8,1,Mid-low
33,17,Yes,10,1,Mid-high
29,9,Yes,12,1,Lowest
24,14,Yes,9,1,Mid-low
43,16,Yes,9,1,Highest
59,13,Yes,6,0,Mid-low
74,14,Yes,3,1,Lowest
64,16,Yes,12,1,Highest
30,17,Yes,11,1,Highest
30,12,Yes,9,1,Mid-high
67,12,No,0,0,Lowest
52,14,Yes,8,1,Mid-high
72,12,No,0,0,Lowest
59,11,Yes,5,0,Mid-low
49,15,Yes,12,1,Lowest
42,14,Yes,12,1,Mid-high
61,15,Yes,12,1,Highest
83,14,No,0,0,Lowest
65,10,Yes,3,0,Mid-low
19,13,Yes,9,1,Highest
67,12,Yes,5,0,Lowest
36,15,Yes,6,1,Mid-high
21,16,Yes,9,1,Mid-high
39,14,Yes,3,1,Highest
60,13,Yes,6,1,Mid-low
32,12,Yes,12,1,Highest
49,13,Yes,9,1,Mid-high
48,11,Yes,9,0,Lowest
64,14,Yes,5,1,Lowest
37,12,Yes,6,1,Mid-high
44,22,Yes,8,1,Mid-high
36,14,Yes,7,1,Highest
63,17,Yes,4,1,Mid-high
52,11,Yes,2,1,Mid-low
22,13,Yes,12,1,Lowest
46,14,Yes,4,1,Mid-high
51,11,Yes,2,1,Highest
43,20,Yes,12,1,Mid-high
44,20,Yes,8,1,Mid-high
82,15,No,0,0,Lowest
51,9,Yes,11,1,Mid-high
70,13,No,0,0,Lowest
41,16,Yes,5,1,Mid-low
77,20,Yes,5,1,Lowest
64,10,Yes,6,1,Mid-low
66,16,Yes,7,1,Highest
68,14,Yes,3,1,Mid-high
22,15,Yes,12,1,Mid-high
76,8,No,0,0,Lowest
80,9,Yes,0,0,Lowest
73,11,Yes,0,0,Mid-low
45,9,No,0,0,Mid-low
74,12,Yes,12,0,Mid-high
57,19,Yes,9,1,Mid-high
57,11,Yes,6,1,Lowest
59,10,Yes,0,1,Mid-low
72,16,Yes,0,0,Mid-low
61,9,Yes,2,1,Mid-high
64,12,Yes,2,1,Mid-high
28,16,Yes,12,1,Highest
45,16,Yes,7,1,Mid-high
40,17,Yes,6,1,Mid-high
35,17,Yes,7,1,Highest
48,16,Yes,12,1,Highest
33,16,Yes,12,0,Lowest
28,17,Yes,8,1,Highest
57,14,Yes,6,1,Mid-high
60,11,Yes,7,1,Mid-high
59,12,Yes,1,0,Lowest
61,14,Yes,6,1,Mid-low
68,13,Yes,3,0,Mid-low
52,16,Yes,10,1,Highest
45,16,Yes,9,1,Highest
60,16,Yes,6,1,Mid-low
31,10,Yes,10,1,Highest
57,17,Yes,6,1,Highest
78,11,Yes,6,1,Lowest
71,17,Yes,3,1,Highest
23,12,Yes,7,1,Highest
70,16,Yes,2,1,Mid-high
40,18,Yes,7,0,Mid-low
75,6,Yes,0,0,Lowest
30,11,Yes,4,1,Lowest
74,13,No,0,0,Lowest
62,13,Yes,0,1,Lowest
78,11,Yes,4,1,Mid-low
85,16,Yes,0,0,Mid-low
74,17,Yes,2,1,Highest
27,14,Yes,11,1,Highest
29,12,Yes,6,1,Mid-low
44,13,Yes,6,1,Mid-high
60,16,Yes,7,1,Mid-high
33,16,Yes,12,1,Mid-high
21,14,Yes,8,0,Mid-high
30,17,Yes,8,1,Highest
42,9,Yes,3,1,Mid-low
63,12,Yes,6,1,Mid-low
78,11,No,0,0,Lowest
56,13,Yes,9,0,Mid-low
24,17,Yes,12,0,Mid-low
47,15,Yes,3,1,Mid-high
28,14,Yes,9,1,Highest
64,12,Yes,3,1,Mid-high
51,21,Yes,8,1,Highest
69,13,Yes,6,1,Lowest
34,19,Yes,6,1,Mid-low
