age,educ,sex,race,born,income,raclive,afraid
68,14,male,white,yes,20,no,0
72,12,female,white,yes,20,yes,0
21,12,female,white,yes,18,,0
68,12,female,white,yes,19,yes,0
29,17,female,white,yes,,,1
52,20,female,white,yes,26,,0
74,16,female,white,yes,20,,0
41,16,female,white,yes,21,no,0
61,16,male,black,yes,21,yes,0
63,20,male,white,yes,23,yes,0
42,17,male,white,yes,26,yes,0
62,12,female,white,yes,,yes,0
26,16,male,white,yes,26,yes,0
56,17,male,black,no,10,yes,1
31,14,female,white,yes,21,yes,0
33,15,male,white,yes,,yes,0
75,12,female,white,yes,,yes,1
74,12,female,white,yes,14,yes,1
27,16,female,white,no,18,yes,1
88,16,male,white,yes,15,yes,0
44,12,female,white,yes,20,no,0
71,15,female,white,yes,,,0
71,13,female,white,yes,18,no,0
62,16,female,white,yes,19,no,0
50,12,male,white,yes,25,no,0
31,16,female,white,yes,17,yes,0
56,16,female,white,yes,9,yes,0
57,16,male,white,yes,26,no,0
,13,female,white,yes,19,yes,1
79,16,male,white,yes,24,yes,0
42,15,male,white,yes,24,no,0
,12,female,white,yes,17,yes,1
68,12,female,white,yes,,no,0
59,16,female,white,yes,24,yes,0
62,15,female,white,yes,22,yes,1
67,16,male,white,yes,23,yes,0
74,12,female,white,yes,18,,1
21,12,male,white,yes,17,,0
56,14,female,white,yes,25,yes,0
79,14,female,white,yes,19,yes,1
42,16,female,white,yes,24,yes,1
,,,white,,,yes,0
88,12,female,white,yes,10,no,0
79,12,female,white,yes,,no,1
46,13,male,white,yes,19,no,0
86,17,female,white,yes,1,no,0
77,12,male,white,yes,19,yes,0
57,12,female,black,yes,3,yes,0
69,12,female,white,yes,18,yes,0
58,12,female,white,yes,,no,0
33,12,male,white,yes,14,,0
37,20,female,white,yes,22,,0
63,16,female,white,yes,20,yes,0
65,15,female,white,yes,19,yes,1
47,16,female,white,yes,9,yes,0
53,12,male,white,yes,22,no,0
77,12,male,white,yes,21,no,0
84,11,female,white,yes,10,no,0
61,11,female,white,yes,17,no,0
52,14,male,white,yes,20,yes,0
78,18,female,white,yes,19,no,0
55,14,female,white,yes,9,yes,1
70,17,male,white,yes,18,yes,0
66,16,female,white,yes,19,yes,1
49,12,female,black,yes,19,yes,0
47,14,male,white,no,18,yes,0
,16,female,white,,,yes,0
41,16,female,white,yes,26,yes,0
64,12,male,white,yes,22,yes,0
34,14,male,white,yes,20,yes,0
49,13,male,white,yes,21,no,0
89,13,female,white,yes,20,,1
36,16,female,white,yes,,yes,0
52,13,male,white,yes,21,yes,0
89,16,female,white,yes,,yes,1
40,20,female,white,yes,23,yes,0
48,14,female,white,yes,22,yes,0
58,14,female,white,yes,18,yes,0
79,18,male,white,yes,22,yes,0
46,18,male,white,yes,26,yes,1
54,14,female,white,yes,23,no,0
60,10,male,white,yes,11,yes,0
22,13,male,white,yes,21,yes,1
70,12,male,white,yes,18,yes,0
25,12,male,white,yes,15,,0
89,12,female,white,yes,15,no,1
72,12,female,white,yes,16,no,0
60,14,female,black,no,16,yes,0
38,12,male,white,yes,20,yes,1
77,14,female,white,yes,18,yes,0
64,18,male,white,yes,17,yes,0
74,12,female,white,yes,11,no,0
66,12,male,white,yes,21,no,0
75,16,male,white,yes,18,no,0
61,16,female,white,yes,26,no,0
68,16,female,white,yes,19,no,0
35,12,female,white,yes,16,,1
67,13,male,white,yes,23,yes,0
65,13,male,other,yes,13,,0
67,18,female,white,yes,11,no,0
72,13,female,other,yes,19,no,1
56,18,male,white,yes,23,yes,0
56,12,male,white,yes,15,no,0
28,12,male,white,yes,11,yes,1
25,12,female,white,yes,5,yes,0
55,20,male,white,yes,25,yes,0
24,17,female,white,yes,20,no,0
21,14,male,white,yes,,yes,0
78,12,male,white,yes,,no,0
37,16,female,white,yes,20,,1
60,12,male,white,yes,9,yes,0
32,16,male,white,yes,8,yes,0
28,18,female,white,yes,5,yes,0
63,12,female,white,no,24,,0
23,15,male,white,yes,15,yes,0
60,18,female,white,yes,21,no,0
73,17,female,white,yes,18,no,0
27,14,male,white,no,,yes,0
40,19,female,white,yes,,,1
66,20,female,white,yes,15,no,1
85,12,male,white,yes,,yes,0
59,16,female,white,yes,26,yes,1
78,14,female,white,yes,17,yes,1
34,16,male,white,yes,25,yes,0
35,15,male,other,no,8,yes,0
60,18,male,white,yes,20,,0
,12,female,white,yes,,yes,0
40,16,female,white,yes,7,yes,0
27,20,male,white,yes,18,yes,0
54,18,female,white,yes,20,no,1
59,16,female,white,yes,23,yes,0
50,18,male,white,yes,24,yes,0
36,16,female,white,yes,20,yes,1
60,16,female,white,yes,23,yes,0
70,13,female,white,yes,15,yes,0
59,16,female,white,yes,21,yes,1
29,12,female,black,no,1,yes,0
72,14,male,white,yes,,yes,0
65,16,female,white,yes,22,yes,0
45,12,male,white,yes,19,yes,0
64,15,male,black,no,18,yes,0
26,16,male,white,yes,10,yes,1
32,18,male,white,yes,15,yes,0
35,18,male,white,yes,23,yes,1
30,16,female,white,yes,10,yes,1
70,16,female,black,yes,,yes,0
,15,female,other,no,19,yes,1
46,14,male,black,yes,18,no,0
33,13,male,,yes,18,yes,0
74,12,male,black,yes,20,yes,1
63,10,male,white,yes,1,yes,1
33,12,male,white,yes,18,yes,1
36,16,female,white,yes,21,,1
59,16,male,black,yes,20,yes,1
77,17,male,black,yes,16,,1
31,14,female,black,yes,17,yes,0
47,16,female,white,yes,24,yes,1
62,18,male,white,yes,20,yes,1
,,,black,,,yes,1
42,12,female,white,yes,18,yes,0
22,9,male,white,yes,,yes,1
79,12,male,white,yes,15,yes,1
73,12,male,white,yes,20,yes,1
30,19,male,white,yes,17,yes,1
56,12,female,black,yes,,yes,0
52,18,female,white,yes,26,yes,0
33,11,male,white,yes,18,no,0
53,12,male,white,yes,26,yes,0
,12,,white,yes,,yes,0
35,18,male,white,yes,21,,1
51,13,male,white,yes,22,yes,0
32,16,female,white,yes,23,no,1
,20,male,white,yes,26,no,0
,12,male,white,yes,19,no,0
,14,female,white,yes,16,yes,0
64,12,female,white,yes,20,yes,0
,13,female,white,yes,,,1
35,17,male,white,yes,21,yes,0
75,13,female,white,yes,20,yes,1
60,12,female,white,yes,,yes,1
75,14,female,black,yes,16,yes,0
40,16,female,white,yes,21,yes,0
74,14,male,white,yes,23,,0
47,11,female,black,yes,2,yes,1
56,16,female,white,yes,20,yes,1
25,16,female,white,yes,13,no,0
37,20,male,white,yes,9,no,1
42,16,female,white,yes,20,,0
42,16,male,other,no,24,yes,1
26,12,male,white,yes,16,yes,1
63,13,female,white,yes,10,yes,1
68,13,female,white,yes,13,,0
,12,,black,yes,,yes,0
80,10,female,white,yes,12,,1
61,11,male,white,yes,,no,0
25,16,female,white,yes,17,yes,1
58,11,male,white,yes,,yes,0
24,13,male,white,yes,16,no,0
55,14,male,white,yes,13,no,0
35,12,female,white,yes,17,yes,0
34,13,female,white,yes,22,yes,0
68,12,female,white,yes,9,yes,0
48,16,female,white,yes,26,yes,0
35,14,male,white,yes,19,yes,0
54,14,male,white,yes,17,,1
38,7,male,white,no,,yes,1
43,14,female,white,yes,18,yes,0
,12,male,white,yes,,yes,0
60,12,male,white,yes,15,yes,0
59,12,female,white,yes,14,yes,0
49,13,male,white,yes,20,yes,0
,,,white,,,yes,0
34,12,male,white,yes,2,yes,0
25,12,male,white,yes,17,,0
60,12,female,white,yes,17,no,0
31,16,female,white,yes,19,,1
81,12,female,white,yes,13,,1
54,14,female,white,yes,3,no,0
62,12,female,white,yes,19,no,1
54,12,female,white,yes,8,yes,0
69,12,female,white,yes,15,yes,1
38,18,female,white,yes,21,no,0
39,16,female,white,yes,10,yes,1
51,19,female,white,yes,17,yes,1
63,13,female,white,yes,10,yes,1
50,16,male,white,yes,23,yes,0
68,12,male,white,yes,,,0
60,12,female,white,yes,19,no,0
32,20,male,other,yes,1,,1
32,18,female,white,no,20,yes,0
67,19,male,white,yes,25,,0
67,12,male,white,yes,18,yes,0
21,12,male,white,yes,,,0
67,14,female,white,yes,8,yes,1
25,16,female,white,yes,26,,0
66,12,female,white,yes,22,no,0
43,12,female,white,yes,18,yes,0
42,16,female,other,yes,18,,1
59,14,female,white,yes,8,no,0
54,12,female,white,yes,1,yes,0
42,11,male,white,yes,21,yes,0
33,14,female,white,yes,21,yes,0
40,14,male,white,yes,25,yes,0
34,16,female,white,yes,24,yes,0
58,12,female,white,yes,14,yes,0
40,17,female,white,yes,20,yes,0
28,16,female,white,no,20,yes,0
58,12,male,white,yes,22,,0
26,15,male,other,yes,11,yes,0
,12,female,other,no,20,no,0
22,15,female,white,yes,2,yes,1
57,12,female,black,yes,11,yes,0
51,14,male,,yes,18,yes,0
33,11,male,other,yes,,yes,0
42,9,female,,yes,5,yes,1
76,16,male,white,yes,23,yes,0
65,12,female,white,yes,21,,0
58,12,male,black,yes,20,no,0
64,15,male,black,yes,1,no,0
35,13,female,black,yes,10,yes,0
41,18,male,white,yes,20,yes,0
72,15,female,white,yes,21,yes,0
65,12,female,white,yes,21,yes,1
68,12,female,white,yes,13,yes,0
34,18,female,white,yes,23,yes,0
,,,black,,,yes,0
77,16,female,white,yes,20,yes,0
79,13,male,white,yes,21,no,0
20,12,male,black,yes,2,no,1
66,16,male,black,yes,22,yes,0
57,12,male,white,yes,26,yes,0
29,17,female,black,yes,,yes,1
27,13,female,white,yes,8,yes,1
38,14,female,white,yes,18,yes,0
47,12,female,black,yes,2,yes,0
,,,white,,,no,1
36,11,female,black,yes,2,yes,0
30,12,male,white,yes,20,no,0
57,17,male,white,yes,26,,0
53,12,female,white,yes,26,no,0
51,17,female,white,yes,26,yes,0
56,11,female,white,yes,9,yes,0
58,16,female,white,no,,yes,1
,16,female,white,yes,23,no,1
32,12,female,white,yes,,no,1
63,17,male,other,yes,26,no,0
59,13,male,other,yes,9,yes,1
51,19,male,,yes,22,yes,0
57,16,female,white,yes,21,yes,0
59,12,male,other,yes,17,yes,0
38,15,female,black,yes,9,yes,1
76,14,male,white,yes,17,yes,0
41,,male,other,,17,yes,0
36,17,female,white,yes,21,yes,1
60,10,male,black,yes,9,yes,1
40,9,female,white,yes,,yes,0
31,16,female,black,yes,16,no,1
,20,female,white,no,,yes,1
29,16,female,white,yes,18,yes,1
33,12,female,white,yes,22,yes,1
55,14,female,white,yes,20,,0
39,16,female,white,yes,9,yes,1
45,11,male,white,yes,19,no,0
54,12,male,white,yes,10,yes,1
70,16,male,white,yes,19,no,
28,14,female,white,yes,,yes,0
,17,female,white,yes,24,no,0
57,14,female,black,yes,4,yes,0
51,17,male,white,yes,26,yes,0
73,16,female,white,yes,17,yes,0
52,16,female,white,yes,20,yes,0
74,16,female,white,yes,19,yes,
29,16,female,white,yes,23,yes,1
56,19,female,white,yes,23,yes,0
55,12,female,white,yes,24,yes,0
63,15,male,white,yes,26,no,0
68,16,male,white,yes,26,yes,0
37,18,male,white,no,9,yes,1
45,12,female,white,yes,25,yes,0
37,16,female,white,yes,24,yes,0
77,20,female,white,yes,23,yes,1
,14,female,white,yes,14,yes,0
69,12,male,white,yes,20,yes,1
36,18,female,white,yes,24,yes,1
34,15,female,black,yes,12,no,1
,15,male,black,yes,20,yes,1
26,16,female,black,yes,15,yes,0
82,20,male,black,yes,25,yes,0
33,16,female,white,yes,19,yes,0
60,16,female,white,yes,20,yes,1
64,12,male,white,yes,11,yes,0
81,9,female,white,yes,,yes,0
42,15,female,white,yes,16,no,0
19,12,female,white,yes,18,yes,1
,16,,white,,,yes,0
74,16,male,white,yes,15,no,0
62,18,female,white,yes,18,yes,1
40,16,male,white,yes,9,yes,0
46,17,female,white,yes,24,yes,0
33,16,male,white,yes,19,yes,1
62,14,male,white,yes,23,yes,0
54,18,male,white,no,26,yes,0
53,14,male,white,yes,26,yes,0
33,14,female,white,yes,,yes,0
72,18,female,white,yes,25,yes,0
35,12,female,white,yes,23,no,0
51,14,female,black,no,17,yes,0
34,16,male,white,yes,24,yes,0
73,12,male,white,yes,14,,0
53,16,female,white,yes,22,,0
75,20,female,white,yes,19,yes,0
36,12,female,white,yes,20,yes,0
27,13,male,white,yes,19,yes,0
23,12,female,white,yes,,no,1
51,6,female,white,no,22,yes,1
29,16,male,white,no,22,yes,1
31,14,female,black,yes,16,no,1
39,12,male,white,yes,21,yes,0
48,14,male,white,yes,25,yes,0
66,11,male,white,yes,,yes,0
63,17,female,white,yes,20,yes,1
59,16,female,white,no,21,yes,0
69,12,female,white,yes,10,yes,0
,12,,black,yes,17,yes,0
60,16,female,white,yes,26,yes,0
81,20,male,white,yes,20,yes,0
,10,female,white,yes,26,no,0
45,15,female,white,yes,21,yes,0
,12,male,other,no,20,yes,0
57,16,female,white,yes,26,yes,0
43,18,female,other,no,22,yes,0
37,0,female,other,no,,no,0
42,13,female,other,no,,yes,0
48,20,male,other,no,26,yes,0
22,13,female,white,yes,7,yes,1
37,20,female,black,yes,26,yes,0
48,10,female,black,yes,1,,1
37,14,female,white,yes,20,yes,1
67,12,female,white,yes,9,no,0
38,6,male,other,no,,,0
88,12,female,white,no,22,,0
67,20,male,white,yes,22,no,0
55,14,female,white,yes,22,no,0
54,14,female,white,yes,22,,0
72,15,male,white,yes,18,yes,1
49,11,male,white,yes,11,,0
63,14,female,white,yes,18,yes,1
63,18,female,white,yes,24,yes,0
,,,white,,,yes,0
50,18,male,white,yes,26,yes,0
66,13,male,white,yes,14,yes,0
39,9,female,black,yes,,yes,0
75,18,male,white,yes,21,yes,0
61,15,female,other,yes,1,no,1
19,11,male,other,no,,yes,0
42,18,female,white,yes,26,no,1
47,5,female,white,yes,,,0
43,18,male,white,yes,22,no,0
24,16,female,white,yes,9,,1
46,12,female,other,yes,11,,0
77,14,female,white,yes,22,yes,1
40,15,female,white,yes,23,no,1
33,14,male,white,yes,13,yes,0
75,13,male,white,yes,20,yes,0
62,14,male,white,yes,19,yes,0
53,20,female,white,yes,18,yes,1
35,12,female,white,,1,,1
23,9,male,other,yes,2,no,1
28,16,male,white,yes,18,,0
35,12,female,other,yes,14,,0
,14,female,white,yes,16,yes,0
63,14,female,white,no,24,yes,0
26,16,male,white,yes,24,no,0
48,16,male,other,yes,20,no,0
64,12,male,white,yes,21,no,0
68,12,male,white,yes,11,yes,1
,13,male,white,yes,21,yes,0
24,12,male,white,yes,,no,0
48,12,male,white,yes,21,yes,1
40,13,male,other,yes,21,,0
,10,male,white,yes,18,yes,0
74,16,female,other,yes,19,yes,0
34,13,female,white,yes,20,yes,1
43,15,male,other,yes,18,,0
44,20,male,white,yes,25,yes,0
45,16,female,white,no,26,yes,0
65,18,male,other,no,15,yes,0
34,16,female,white,yes,22,no,0
59,14,female,other,yes,17,yes,1
74,18,female,white,yes,26,yes,0
,,male,white,yes,25,yes,0
26,16,male,white,yes,12,yes,0
,14,female,white,yes,6,yes,1
54,18,male,white,yes,26,no,0
29,18,male,white,yes,20,yes,0
75,16,male,white,yes,20,yes,0
34,16,female,other,yes,21,no,0
70,18,female,white,yes,26,yes,0
47,20,male,white,yes,26,no,0
72,18,female,white,yes,24,yes,0
20,12,female,white,yes,26,no,1
73,17,male,white,yes,21,no,0
36,16,female,white,yes,22,yes,0
51,16,female,white,yes,24,no,1
24,14,male,white,yes,21,yes,0
50,17,female,white,yes,13,,0
42,13,male,white,yes,9,no,0
85,12,male,white,yes,18,,0
57,12,female,white,yes,8,yes,1
67,15,male,white,yes,18,no,0
74,15,female,white,yes,21,no,0
42,18,male,white,yes,26,yes,0
41,14,male,white,yes,16,yes,1
32,17,male,black,yes,12,yes,1
47,13,female,other,yes,,yes,1
47,12,female,white,yes,22,yes,1
42,14,male,white,yes,18,,1
54,20,male,black,yes,18,yes,0
75,16,female,other,yes,20,no,0
51,18,male,white,yes,24,yes,0
58,16,female,,no,25,no,0
57,17,female,white,no,26,yes,1
42,18,female,white,yes,25,yes,0
34,16,male,white,yes,22,no,0
,15,female,white,yes,20,yes,1
75,16,male,white,yes,18,yes,0
59,16,male,white,yes,21,yes,0
29,12,male,white,yes,13,yes,1
57,14,male,white,yes,,yes,0
29,13,male,other,yes,15,yes,0
44,18,female,white,yes,26,yes,1
71,20,female,white,yes,20,no,0
37,19,male,white,yes,24,,0
,16,,white,yes,,no,0
,14,male,white,yes,9,no,0
57,13,male,white,yes,8,no,0
58,8,female,white,yes,9,yes,0
22,15,male,white,yes,17,no,0
71,20,female,white,yes,25,,0
21,14,female,white,yes,20,no,0
69,18,male,white,yes,20,yes,0
23,14,female,white,yes,21,no,1
40,12,male,white,yes,,yes,0
34,13,male,white,yes,24,yes,0
41,12,female,white,yes,20,yes,0
38,20,male,white,yes,23,no,0
75,14,male,white,yes,20,yes,0
66,14,female,white,yes,20,,1
41,13,male,other,yes,20,yes,0
25,17,female,white,yes,,yes,1
45,16,female,white,yes,24,yes,0
73,18,female,white,no,21,yes,0
22,12,female,black,yes,11,yes,1
31,20,female,other,yes,23,yes,0
27,16,male,white,yes,16,yes,0
46,11,female,other,no,20,yes,1
41,16,male,black,yes,24,yes,1
53,14,female,other,yes,19,no,0
37,19,male,other,no,19,yes,1
36,19,male,white,yes,23,yes,0
20,13,female,white,yes,,yes,1
39,18,female,white,yes,22,yes,0
47,14,male,other,yes,18,yes,0
50,20,female,white,yes,18,yes,1
70,18,female,white,yes,19,yes,0
60,14,female,black,yes,,yes,0
32,10,female,other,yes,15,yes,0
41,13,male,,yes,20,,0
26,16,female,black,yes,13,yes,1
,12,,white,yes,21,yes,1
75,12,female,white,no,,,0
,18,male,white,no,20,yes,1
49,17,male,white,yes,20,,0
51,10,female,white,yes,1,yes,1
,17,female,white,yes,24,yes,0
59,12,male,white,yes,21,yes,0
47,10,male,white,yes,19,yes,0
57,9,female,white,yes,18,no,0
33,13,male,other,yes,,no,1
88,17,male,white,yes,21,yes,0
73,14,male,white,yes,17,no,0
53,16,male,white,yes,26,no,0
32,15,male,white,yes,,,1
59,12,male,white,yes,1,yes,1
30,14,male,other,yes,15,,1
76,13,male,other,yes,21,no,0
48,16,female,black,yes,18,no,1
73,14,male,white,yes,20,yes,0
47,13,female,white,yes,17,yes,1
80,12,male,white,yes,20,,0
59,17,female,white,yes,16,yes,1
63,17,female,white,yes,19,yes,1
51,18,male,black,yes,17,yes,0
71,15,male,white,yes,17,yes,0
77,15,male,,no,15,yes,0
32,11,female,white,yes,15,yes,1
33,15,female,white,yes,22,yes,0
30,14,female,white,yes,19,yes,0
50,20,male,other,no,6,yes,1
39,12,female,white,no,20,yes,1
35,12,female,white,no,15,yes,1
57,14,female,black,yes,22,yes,1
60,12,female,,yes,,yes,0
61,12,female,white,yes,19,yes,1
84,14,female,other,yes,16,yes,1
68,17,male,white,yes,22,yes,0
62,16,female,,yes,18,no,1
54,12,male,white,yes,26,yes,1
,16,male,white,yes,,yes,0
48,12,male,white,no,12,yes,1
32,17,female,other,no,18,yes,1
38,16,male,white,yes,20,yes,1
76,16,female,white,yes,23,yes,1
27,18,male,other,yes,15,yes,1
76,14,female,black,yes,17,yes,1
26,12,female,,,,,1
44,11,female,white,yes,5,yes,1
67,20,male,white,no,26,yes,1
46,16,female,white,yes,24,yes,0
69,12,female,white,yes,10,,0
41,20,female,white,no,26,yes,0
54,6,female,white,yes,,no,0
61,16,female,white,yes,22,yes,1
48,16,female,white,yes,20,yes,1
58,18,female,white,yes,26,yes,1
69,14,female,white,yes,20,yes,0
72,12,male,other,no,13,yes,1
40,16,male,other,no,21,yes,1
24,12,female,other,yes,18,yes,1
33,12,male,white,no,12,yes,1
50,12,female,other,no,8,yes,1
40,17,,other,yes,4,yes,0
63,18,male,other,no,21,yes,1
30,12,female,other,no,1,no,0
59,16,female,white,no,25,yes,1
36,19,female,white,yes,26,yes,0
83,18,female,white,yes,19,no,1
74,14,female,white,yes,19,yes,0
44,14,male,other,no,24,yes,1
43,16,female,white,yes,22,yes,1
51,12,female,other,yes,18,yes,0
24,16,female,other,yes,18,,0
68,14,male,white,yes,23,yes,0
64,14,male,white,no,26,yes,0
37,12,male,other,yes,,yes,0
33,11,female,other,yes,20,yes,1
36,16,female,other,yes,18,no,0
32,,male,other,yes,1,yes,1
37,13,male,black,no,9,yes,0
24,16,female,white,yes,15,,0
27,16,male,white,yes,21,yes,0
22,16,male,white,yes,22,yes,0
53,17,female,white,yes,26,yes,1
77,16,male,white,yes,21,yes,1
23,17,female,white,no,18,no,1
30,16,male,white,no,26,yes,1
36,20,female,other,no,19,yes,1
28,17,male,white,yes,22,,0
45,12,female,other,no,,yes,1
55,15,female,white,yes,18,yes,0
80,12,female,white,yes,13,,1
32,14,male,white,yes,20,yes,0
45,15,female,white,no,,,1
41,0,,other,yes,,no,1
42,17,female,other,no,26,yes,1
,14,female,white,yes,26,yes,1
62,15,male,other,no,26,no,0
28,12,male,white,yes,21,yes,1
39,12,male,white,yes,19,yes,0
41,12,female,white,yes,26,yes,1
25,15,male,other,yes,16,no,0
39,13,male,white,yes,19,yes,0
82,16,male,white,yes,22,yes,1
19,13,female,black,yes,,,1
67,16,female,white,yes,,yes,0
33,16,male,white,yes,21,yes,0
56,12,female,white,yes,19,yes,0
24,12,male,white,yes,14,yes,0
69,18,female,black,yes,17,yes,1
55,16,female,white,yes,24,yes,0
33,16,female,white,yes,15,yes,0
22,12,male,white,yes,19,yes,0
89,12,male,white,yes,9,yes,0
40,16,male,white,yes,22,yes,0
54,16,female,white,no,22,,0
57,20,female,other,no,26,,1
20,14,female,white,yes,23,yes,0
49,18,female,white,yes,26,yes,0
69,14,female,white,yes,26,yes,0
62,16,female,white,yes,26,yes,1
66,12,female,white,yes,,,1
61,20,female,white,yes,22,,1
49,20,female,white,no,18,yes,1
71,14,male,white,yes,,yes,1
64,17,female,white,yes,,yes,0
57,16,male,white,yes,26,yes,1
,12,female,other,yes,16,yes,1
47,14,female,black,yes,19,yes,1
32,20,male,white,yes,20,yes,0
56,14,female,white,yes,13,yes,1
23,14,male,white,yes,4,yes,1
34,19,male,other,yes,19,yes,1
46,20,male,black,yes,24,yes,0
44,13,female,white,no,17,yes,0
38,17,female,white,yes,26,no,0
39,18,female,white,yes,23,yes,0
69,20,male,white,yes,26,yes,0
71,20,female,white,yes,26,yes,0
,,,white,,,yes,0
34,12,male,white,yes,25,yes,0
74,16,male,white,yes,16,,0
57,17,female,,yes,24,yes,1
,17,male,other,,,,0
42,17,male,white,yes,,yes,1
52,14,male,white,yes,21,yes,0
79,16,male,white,yes,23,no,0
40,13,female,white,yes,26,yes,1
89,14,female,other,yes,17,no,0
61,16,male,white,no,25,yes,0
74,13,female,white,yes,15,yes,1
64,20,male,white,yes,21,yes,1
63,12,female,white,yes,25,,0
38,17,male,white,no,25,yes,1
55,14,female,white,yes,25,yes,1
,14,female,white,yes,,yes,0
75,17,male,white,yes,23,no,1
71,16,female,white,yes,22,no,0
66,14,male,white,yes,22,,1
28,18,male,white,yes,26,yes,1
,4,male,black,no,2,yes,0
23,16,female,white,yes,26,yes,1
66,16,female,other,no,22,yes,1
41,16,female,other,no,,yes,0
71,12,female,white,no,6,yes,0
34,12,female,white,no,16,no,0
70,16,male,white,yes,25,yes,0
82,14,female,white,yes,18,yes,1
32,14,male,white,yes,21,yes,1
42,16,female,black,yes,20,yes,0
55,18,male,white,yes,21,no,0
82,12,female,white,yes,16,yes,0
41,17,male,other,no,24,no,0
63,12,female,white,yes,21,yes,0
63,12,male,white,yes,13,yes,1
61,12,female,white,yes,22,yes,0
56,14,male,white,no,26,,0
67,20,male,black,yes,20,yes,0
35,18,male,white,yes,24,yes,0
64,17,male,white,yes,15,no,0
30,14,male,other,no,9,yes,0
,,,other,,,no,1
39,16,female,white,yes,26,,0
21,14,female,white,yes,26,yes,0
63,13,female,other,yes,17,no,0
70,16,female,other,yes,,no,1
56,20,female,other,yes,26,no,0
40,16,male,white,yes,26,yes,0
34,15,female,other,yes,23,,0
70,18,female,white,yes,16,,0
,11,,other,,,yes,0
69,20,male,,yes,26,yes,0
32,16,female,other,yes,,yes,0
59,13,female,white,yes,19,yes,1
63,16,female,white,yes,22,yes,1
73,16,female,other,yes,16,yes,0
64,17,male,other,yes,24,,1
57,6,female,other,no,18,,1
60,14,male,white,yes,15,,0
75,12,male,white,yes,20,yes,1
67,12,female,white,yes,22,no,1
73,14,male,white,yes,22,no,0
56,10,female,white,yes,2,yes,0
24,16,female,white,yes,2,yes,1
54,16,male,white,yes,22,,0
56,12,female,white,yes,22,yes,0
29,8,female,white,yes,15,,0
61,20,female,white,yes,21,yes,0
60,13,female,white,yes,,,0
34,6,male,white,no,13,,1
40,20,female,,yes,26,yes,0
32,16,female,white,yes,12,yes,1
28,16,male,black,no,15,yes,1
69,16,female,white,yes,25,,1
23,16,female,white,yes,10,no,1
52,17,male,white,yes,20,yes,0
27,17,male,white,yes,17,,0
70,12,female,white,yes,9,yes,1
,12,female,white,yes,,yes,1
,20,female,white,no,,yes,0
63,12,female,white,yes,22,no,0
70,16,female,white,yes,22,yes,1
74,12,male,white,yes,25,no,0
61,12,female,white,yes,16,no,1
59,17,male,white,yes,26,,0
38,20,female,other,yes,24,yes,0
80,20,male,white,yes,,,0
26,16,male,white,yes,25,yes,0
35,16,male,white,yes,25,yes,0
32,16,male,other,no,23,,1
50,15,male,white,yes,11,yes,1
37,17,female,black,yes,21,yes,1
,16,female,white,yes,21,yes,1
81,14,female,white,yes,10,yes,1
68,17,female,white,no,26,yes,0
56,18,male,white,yes,26,yes,0
,,,white,,,yes,1
24,16,male,white,yes,26,yes,0
80,12,male,white,no,17,yes,1
42,12,male,black,yes,18,yes,0
32,16,male,white,yes,22,yes,1
31,17,female,white,yes,,,0
,16,female,white,yes,,yes,1
78,19,male,white,yes,24,yes,0
58,20,female,white,yes,20,yes,1
23,13,male,black,yes,,yes,0
65,12,female,white,yes,20,yes,1
,14,male,white,yes,22,no,0
65,12,male,white,yes,23,yes,0
72,16,male,white,yes,20,yes,1
64,16,male,other,yes,15,yes,0
23,12,female,white,yes,18,,0
62,16,female,white,yes,26,yes,0
59,12,female,white,yes,22,no,0
29,16,male,white,yes,22,no,0
37,12,female,white,yes,22,,1
65,12,female,white,yes,18,,1
72,12,male,white,yes,22,,0
31,10,female,black,yes,2,yes,1
34,16,male,white,yes,20,yes,0
34,19,male,white,yes,24,yes,0
70,13,female,white,yes,21,yes,1
43,16,male,,yes,,no,1
65,18,female,white,yes,21,yes,0
,13,female,white,yes,9,,
24,16,female,white,yes,12,no,1
28,12,female,white,yes,16,no,0
37,14,female,white,yes,17,no,0
68,12,male,white,yes,18,yes,0
72,16,female,white,yes,22,yes,0
60,16,male,white,yes,23,yes,0
31,12,male,white,no,15,yes,1
47,14,female,white,yes,25,no,0
63,14,female,white,yes,,no,1
46,14,male,white,yes,23,yes,0
76,15,male,white,yes,21,no,0
40,14,male,other,yes,8,yes,0
84,18,male,white,yes,21,yes,0
,14,female,other,yes,,no,1
67,13,female,white,yes,15,no,0
39,12,female,white,no,,,0
70,19,female,white,yes,19,yes,0
68,20,female,,yes,13,no,0
58,8,female,white,yes,18,yes,0
69,17,male,white,yes,26,yes,0
39,16,male,other,yes,24,no,0
83,17,female,black,yes,,yes,0
60,13,female,white,no,12,yes,1
44,10,male,white,yes,19,,0
46,13,male,white,no,16,no,0
38,12,female,white,yes,18,,0
59,18,male,white,yes,26,yes,1
26,12,female,other,yes,19,,1
42,13,male,white,yes,19,yes,1
,12,female,white,yes,16,yes,0
77,12,male,white,yes,18,no,0
69,16,female,white,yes,16,yes,1
55,16,female,white,yes,25,no,1
62,16,male,white,yes,24,yes,0
26,19,male,white,yes,,no,0
74,14,female,white,yes,7,yes,0
,14,female,white,yes,,yes,1
,15,female,other,yes,17,no,0
68,12,female,white,yes,11,no,0
68,12,female,white,yes,19,no,0
83,12,female,white,yes,,,1
74,12,male,white,yes,,yes,1
