YYYY,Month,MM,DD,DD365,Tmax,Tmin,Tmean,Trange,Rainfall_mm
1944,Jun,6,21,173,17.8,9.4,13.6,8.4,0
1944,Jun,6,22,174,23.9,8.3,16.1,15.6,0
1944,Jun,6,23,175,18.3,11.7,15,6.6,0
1944,Jun,6,24,176,24.4,5,14.7,19.4,0
1944,Jun,6,25,177,19.4,11.1,15.3,8.3,4.3
1944,Jun,6,26,178,16.7,11.7,14.2,5,11.7
1944,Jun,6,27,179,17.2,8.9,13.1,8.3,1.5
1944,Jun,6,28,180,17.2,10.6,13.9,6.6,4.1
1944,Jun,6,29,181,19.4,14.4,16.9,5,8.4
1944,Jun,6,30,182,21.7,10.6,16.2,11.1,9.9
1944,Jul,7,1,183,20,12.2,16.1,7.8,0.8
1944,Jul,7,2,184,20.6,15.6,18.1,5,23.4
1944,Jul,7,3,185,18.9,15,17,3.9,0.8
1944,Jul,7,4,186,22.2,11.7,17,10.5,0
1944,Jul,7,5,187,22.2,11.7,17,10.5,0.3
1944,Jul,7,6,188,25.6,13.9,19.8,11.7,5.8
1944,Jul,7,7,189,22.2,16.1,19.2,6.1,0.8
1944,Jul,7,8,190,22.8,13.3,18.1,9.5,0.8
1944,Jul,7,9,191,18.9,11.1,15,7.8,2.8
1944,Jul,7,10,192,19.4,12.2,15.8,7.2,5.3
1944,Jul,7,11,193,18.3,12.2,15.3,6.1,0
1944,Jul,7,12,194,21.7,11.7,16.7,10,0
1944,Jul,7,13,195,21.1,13.9,17.5,7.2,6.3
1944,Jul,7,14,196,22.2,13.3,17.8,8.9,0.5
1944,Jul,7,15,197,21.1,13.3,17.2,7.8,0
1944,Jul,7,16,198,23.3,13.3,18.3,10,0
1944,Jul,7,17,199,26.1,13.3,19.7,12.8,0
1944,Jul,7,18,200,23.3,12.2,17.8,11.1,0
1944,Jul,7,19,201,23.9,12.2,18.1,11.7,0
1944,Jul,7,20,202,22.2,13.3,17.8,8.9,0
1944,Jul,7,21,203,17.2,10.6,13.9,6.6,0.3
1944,Jul,7,22,204,17.2,11.7,14.5,5.5,0
1944,Jul,7,23,205,18.3,12.8,15.6,5.5,0
1944,Jul,7,24,206,21.1,13.9,17.5,7.2,0
1944,Jul,7,25,207,20,10,15,10,0.3
1944,Jul,7,26,208,23.9,15.6,19.8,8.3,1
1944,Jul,7,27,209,23.9,15,19.5,8.9,0.3
1944,Jul,7,28,210,23.3,15,19.2,8.3,3.6
1944,Jul,7,29,211,21.7,14.4,18.1,7.3,2.8
1944,Jul,7,30,212,21.7,12.8,17.3,8.9,0.3
1944,Jul,7,31,213,22.2,12.2,17.2,10,0
1944,Aug,8,1,214,22.2,12.2,17.2,10,0
1944,Aug,8,2,215,22.8,13.9,18.4,8.9,0
1944,Aug,8,3,216,22.8,13.9,18.4,8.9,0
1944,Aug,8,4,217,26.1,12.8,19.5,13.3,0
1944,Aug,8,5,218,26.1,13.3,19.7,12.8,0
1944,Aug,8,6,219,23.9,11.7,17.8,12.2,0
1944,Aug,8,7,220,26.7,10.6,18.7,16.1,0
1944,Aug,8,8,221,26.7,11.7,19.2,15,0.3
1944,Aug,8,9,222,26.1,12.2,19.2,13.9,0
1944,Aug,8,10,223,26.1,15.6,20.9,10.5,0
1944,Aug,8,11,224,25.6,16.7,21.2,8.9,0
1944,Aug,8,12,225,26.1,17.2,21.7,8.9,0
1944,Aug,8,13,226,24.4,10,17.2,14.4,0
1944,Aug,8,14,227,25,9.4,17.2,15.6,0
1944,Aug,8,15,228,25.6,8.9,17.3,16.7,0
1944,Aug,8,16,229,29.4,9.4,19.4,20,0
1944,Aug,8,17,230,24.4,16.7,20.6,7.7,0
1944,Aug,8,18,231,23.9,17.2,20.6,6.7,7.9
1944,Aug,8,19,232,19.4,17.2,18.3,2.2,19
1944,Aug,8,20,233,17.2,13.9,15.6,3.3,1.5
1944,Aug,8,21,234,14.4,11.1,12.8,3.3,3.3
1944,Aug,8,22,235,17.2,11.1,14.2,6.1,0.8
1944,Aug,8,23,236,23.9,13.3,18.6,10.6,0.3
1944,Aug,8,24,237,23.3,16.1,19.7,7.2,0.8
1944,Aug,8,25,238,24.4,13.3,18.9,11.1,0.3
1944,Aug,8,26,239,25,12.2,18.6,12.8,0
1944,Aug,8,27,240,24.4,10.6,17.5,13.8,8.6
1944,Aug,8,28,241,20,14.4,17.2,5.6,0.8
1944,Aug,8,29,242,18.3,12.2,15.3,6.1,1.8
1944,Aug,8,30,243,20.6,13.3,17,7.3,0.8
1944,Aug,8,31,244,17.8,11.1,14.5,6.7,2.8
1944,Sep,9,1,245,19.4,10.6,15,8.8,15.2
1944,Sep,9,2,246,16.1,11.1,13.6,5,2.5
1944,Sep,9,3,247,16.7,7.2,12,9.5,9.4
1944,Sep,9,4,248,17.8,13.3,15.6,4.5,11.4
1944,Sep,9,5,249,17.8,13.9,15.9,3.9,0
1944,Sep,9,6,250,17.8,8.3,13.1,9.5,3.3
1944,Sep,9,7,251,15,10.6,12.8,4.4,2.5
1944,Sep,9,8,252,15.6,8.3,12,7.3,0.8
1944,Sep,9,9,253,16.7,4.4,10.6,12.3,0
1944,Sep,9,10,254,17.2,2.8,10,14.4,0
1944,Sep,9,11,255,18.3,2.8,10.6,15.5,0
1944,Sep,9,12,256,20,4.4,12.2,15.6,0
1944,Sep,9,13,257,20.6,7.2,13.9,13.4,0
1944,Sep,9,14,258,20.6,10.6,15.6,10,0.5
1944,Sep,9,15,259,20,14.4,17.2,5.6,0
1944,Sep,9,16,260,19.4,8.9,14.2,10.5,0
1944,Sep,9,17,261,21.1,9.4,15.3,11.7,0
1944,Sep,9,18,262,20,6.7,13.4,13.3,0
1944,Sep,9,19,263,20,12.8,16.4,7.2,0
1944,Sep,9,20,264,20,9.4,14.7,10.6,0
1944,Sep,9,21,265,18.9,8.9,13.9,10,0
1944,Sep,9,22,266,18.3,9.4,13.9,8.9,0.8
1944,Sep,9,23,267,16.7,7.8,12.3,8.9,8.9
1944,Sep,9,24,268,13.9,7.8,10.9,6.1,0.3
1944,Sep,9,25,269,15.6,6.1,10.9,9.5,2.3
1944,Sep,9,26,270,16.7,10,13.4,6.7,0
1944,Sep,9,27,271,15.6,8.3,12,7.3,0.3
1944,Sep,9,28,272,15,3.9,9.5,11.1,0
1944,Sep,9,29,273,18.3,8.9,13.6,9.4,0
1944,Sep,9,30,274,17.2,8.9,13.1,8.3,6.6
1944,Oct,10,1,275,14.4,6.7,10.6,7.7,0
1944,Oct,10,2,276,14.4,1.7,8.1,12.7,0
1944,Oct,10,3,277,15,7.2,11.1,7.8,0.3
1944,Oct,10,4,278,11.1,6.7,8.9,4.4,6.1
1944,Oct,10,5,279,14.4,7.8,11.1,6.6,0
1944,Oct,10,6,280,15.6,7.8,11.7,7.8,0
1944,Oct,10,7,281,13.3,7.8,10.6,5.5,0.3
1944,Oct,10,8,282,12.8,7.2,10,5.6,1
1944,Oct,10,9,283,13.9,9.4,11.7,4.5,0
1944,Oct,10,10,284,13.9,8.3,11.1,5.6,1.5
1944,Oct,10,11,285,15,9.4,12.2,5.6,5.6
1944,Oct,10,12,286,13.9,9.4,11.7,4.5,1.3
1944,Oct,10,13,287,12.8,3.3,8.1,9.5,8.1
1944,Oct,10,14,288,14.4,8.9,11.7,5.5,0
1944,Oct,10,15,289,15,5,10,10,10.4
1944,Oct,10,16,290,15,6.7,10.9,8.3,2.3
1944,Oct,10,17,291,15.6,7.8,11.7,7.8,12.4
1944,Oct,10,18,292,12.8,8.3,10.6,4.5,4.8
1944,Oct,10,19,293,13.9,8.9,11.4,5,7.1
1944,Oct,10,20,294,15,7.2,11.1,7.8,9.1
1944,Oct,10,21,295,13.3,9.4,11.4,3.9,0.8
1944,Oct,10,22,296,13.3,8.3,10.8,5,2
1944,Oct,10,23,297,12.8,8.3,10.6,4.5,4.3
1944,Oct,10,24,298,13.3,3.9,8.6,9.4,0
1944,Oct,10,25,299,11.7,6.7,9.2,5,0.3
1944,Oct,10,26,300,10.6,3.9,7.3,6.7,6.1
1944,Oct,10,27,301,11.1,5.6,8.4,5.5,1.3
1944,Oct,10,28,302,10.6,2.2,6.4,8.4,0.5
1944,Oct,10,29,303,7.8,3.9,5.9,3.9,0
1944,Oct,10,30,304,11.1,0.6,5.9,10.5,0
1944,Oct,10,31,305,11.1,5.6,8.4,5.5,0
1944,Nov,11,1,306,10.6,5,7.8,5.6,0
1944,Nov,11,2,307,9.4,1.7,5.6,7.7,1
1944,Nov,11,3,308,9.4,2.2,5.8,7.2,0.3
1944,Nov,11,4,309,13.3,5,9.2,8.3,0
1944,Nov,11,5,310,14.4,8.3,11.4,6.1,9.4
1944,Nov,11,6,311,10.6,1.7,6.2,8.9,9.4
1944,Nov,11,7,312,8.9,5.6,7.3,3.3,0
1944,Nov,11,8,313,5.6,3.3,4.5,2.3,3.6
1944,Nov,11,9,314,6.7,1.1,3.9,5.6,0
1944,Nov,11,10,315,6.7,-1.7,2.5,8.4,1.8
1944,Nov,11,11,316,5,1.1,3.1,3.9,1.8
1944,Nov,11,12,317,5,-0.6,2.2,5.6,5.6
1944,Nov,11,13,318,6.1,1.1,3.6,5,1.5
1944,Nov,11,14,319,4.4,1.1,2.8,3.3,0.3
1944,Nov,11,15,320,5,1.7,3.4,3.3,0
1944,Nov,11,16,321,9.4,-1.7,3.9,11.1,12.2
1944,Nov,11,17,322,13.3,-0.6,6.4,13.9,10.4
1944,Nov,11,18,323,13.3,9.4,11.4,3.9,2.5
1944,Nov,11,19,324,13.9,10.6,12.3,3.3,3
1944,Nov,11,20,325,12.8,10.6,11.7,2.2,1.5
1944,Nov,11,21,326,12.2,2.2,7.2,10,7.6
1944,Nov,11,22,327,13.3,3.3,8.3,10,6.3
1944,Nov,11,23,328,13.9,12.2,13.1,1.7,0.5
1944,Nov,11,24,329,12.8,10.6,11.7,2.2,3
1944,Nov,11,25,330,7.8,2.8,5.3,5,0.8
1944,Nov,11,26,331,5,0,2.5,5,4.1
1944,Nov,11,27,332,11.1,1.7,6.4,9.4,4.1
1944,Nov,11,28,333,13.3,3.9,8.6,9.4,0.3
1944,Nov,11,29,334,10,2.8,6.4,7.2,0
1944,Nov,11,30,335,11.1,4.4,7.8,6.7,0
1944,Dec,12,1,336,10.6,7.2,8.9,3.4,2
1944,Dec,12,2,337,8.3,5.6,7,2.7,1.3
1944,Dec,12,3,338,11.7,3.9,7.8,7.8,2
1944,Dec,12,4,339,8.9,5.6,7.3,3.3,0
1944,Dec,12,5,340,8.3,2.8,5.6,5.5,0.3
1944,Dec,12,6,341,7.8,0.6,4.2,7.2,1.3
1944,Dec,12,7,342,5.6,2.8,4.2,2.8,7.4
1944,Dec,12,8,343,3.3,1.1,2.2,2.2,0
1944,Dec,12,9,344,5.6,-1.1,2.3,6.7,0
1944,Dec,12,10,345,6.7,0,3.4,6.7,3.3
1944,Dec,12,11,346,7.2,2.2,4.7,5,1
1944,Dec,12,12,347,6.7,2.2,4.5,4.5,0
1944,Dec,12,13,348,3.3,-1.7,0.8,5,0.3
1944,Dec,12,14,349,5.6,-3.9,0.9,9.5,0.3
1944,Dec,12,15,350,6.1,2.8,4.5,3.3,0.3
1944,Dec,12,16,351,11.7,3.3,7.5,8.4,12.2
1944,Dec,12,17,352,12.8,6.1,9.5,6.7,5.3
1944,Dec,12,18,353,10.6,7.8,9.2,2.8,0.5
1944,Dec,12,19,354,4.4,3.9,4.2,0.5,0.3
1944,Dec,12,20,355,7.2,-1.1,3.1,8.3,0.5
1944,Dec,12,21,356,8.3,-0.6,3.9,8.9,1.3
1944,Dec,12,22,357,9.4,6.1,7.8,3.3,0
1944,Dec,12,23,358,7.2,5.6,6.4,1.6,0
1944,Dec,12,24,359,3.3,1.7,2.5,1.6,0
1944,Dec,12,25,360,-2.8,-3.3,-3.1,0.5,0
1944,Dec,12,26,361,-1.1,-7.2,-4.2,6.1,0.3
1944,Dec,12,27,362,-1.1,-7.8,-4.5,6.7,0
1944,Dec,12,28,363,1.1,-6.7,-2.8,7.8,0
1944,Dec,12,29,364,1.1,-6.7,-2.8,7.8,0.3
1944,Dec,12,30,365,5.6,-6.1,-0.3,11.7,0
1944,Dec,12,31,366,3.3,0,1.7,3.3,0.3
1945,Jan,1,1,1,2.8,-5,-1.1,7.8,0.3
1945,Jan,1,2,2,6.7,-3.9,1.4,10.6,0.3
1945,Jan,1,3,3,7.2,2.8,5,4.4,3.8
1945,Jan,1,4,4,2.2,-0.6,0.8,2.8,0
1945,Jan,1,5,5,4.4,-0.6,1.9,5,0.3
1945,Jan,1,6,6,3.3,-1.7,0.8,5,0
1945,Jan,1,7,7,4.4,1.1,2.8,3.3,0.8
1945,Jan,1,8,8,2.8,-0.6,1.1,3.4,0.3
1945,Jan,1,9,9,2.2,0.6,1.4,1.6,1
1945,Jan,1,10,10,2.8,-0.6,1.1,3.4,0.8
1945,Jan,1,11,11,2.8,-1.7,0.6,4.5,3.8
1945,Jan,1,12,12,3.3,-2.2,0.6,5.5,0.8
1945,Jan,1,13,13,2.8,2.2,2.5,0.6,0.3
1945,Jan,1,14,14,2.8,0.6,1.7,2.2,0.3
1945,Jan,1,15,15,5,-0.6,2.2,5.6,0.3
1945,Jan,1,16,16,6.1,-0.6,2.8,6.7,0
1945,Jan,1,17,17,8.3,2.2,5.3,6.1,0.3
1945,Jan,1,18,18,8.9,4.4,6.7,4.5,14
1945,Jan,1,19,19,2.8,0.6,1.7,2.2,0.3
1945,Jan,1,20,20,2.2,-2.2,0,4.4,1
1945,Jan,1,21,21,2.8,-3.9,-0.6,6.7,1
1945,Jan,1,22,22,2.2,-3.9,-0.9,6.1,0.3
1945,Jan,1,23,23,0.6,-2.8,-1.1,3.4,0.5
1945,Jan,1,24,24,-3.3,-4.4,-3.9,1.1,1.3
1945,Jan,1,25,25,-3.3,-5.6,-4.5,2.3,0
1945,Jan,1,26,26,-4.4,-8.3,-6.4,3.9,0
1945,Jan,1,27,27,-2.2,-7.8,-5,5.6,0
1945,Jan,1,28,28,1.7,-4.4,-1.4,6.1,0
1945,Jan,1,29,29,2.8,-9.4,-3.3,12.2,17
1945,Jan,1,30,30,7.2,-8.3,-0.6,15.5,0.8
1945,Jan,1,31,31,10,2.8,6.4,7.2,0.3
1945,Feb,2,1,32,10.6,6.1,8.4,4.5,1
1945,Feb,2,2,33,10.6,6.1,8.4,4.5,0
1945,Feb,2,3,34,10.6,1.1,5.9,9.5,8.4
1945,Feb,2,4,35,12.2,1.7,7,10.5,0.3
1945,Feb,2,5,36,12.2,7.8,10,4.4,3
1945,Feb,2,6,37,11.1,5.6,8.4,5.5,5.1
1945,Feb,2,7,38,11.7,6.7,9.2,5,0.3
1945,Feb,2,8,39,8.9,3.9,6.4,5,2.8
1945,Feb,2,9,40,8.9,2.8,5.9,6.1,7.1
1945,Feb,2,10,41,6.1,2.2,4.2,3.9,1
1945,Feb,2,11,42,10.6,0.6,5.6,10,13.7
1945,Feb,2,12,43,12.8,2.2,7.5,10.6,0.3
1945,Feb,2,13,44,10.6,10,10.3,0.6,1.3
1945,Feb,2,14,45,11.1,4.4,7.8,6.7,0
1945,Feb,2,15,46,6.1,4.4,5.3,1.7,0
1945,Feb,2,16,47,9.4,2.8,6.1,6.6,0.5
1945,Feb,2,17,48,12.2,3.9,8.1,8.3,0
1945,Feb,2,18,49,16.7,9.4,13.1,7.3,0
1945,Feb,2,19,50,13.3,7.8,10.6,5.5,0
1945,Feb,2,20,51,12.8,7.8,10.3,5,0
1945,Feb,2,21,52,10.6,0,5.3,10.6,0
1945,Feb,2,22,53,10.6,2.8,6.7,7.8,0
1945,Feb,2,23,54,8.3,5.6,7,2.7,2
1945,Feb,2,24,55,10,0,5,10,0
1945,Feb,2,25,56,10,2.2,6.1,7.8,0
1945,Feb,2,26,57,12.8,6.7,9.8,6.1,0
1945,Feb,2,27,58,14.4,9.4,11.9,5,0
1945,Feb,2,28,59,11.1,7.2,9.2,3.9,0
1945,Mar,3,1,60,12.8,5.6,9.2,7.2,0
1945,Mar,3,2,61,6.7,-1.7,2.5,8.4,0
1945,Mar,3,3,62,7.8,-3.3,2.3,11.1,0
1945,Mar,3,4,63,10,-1.1,4.5,11.1,2.5
1945,Mar,3,5,64,9.4,0.6,5,8.8,0
1945,Mar,3,6,65,11.1,4.4,7.8,6.7,0
1945,Mar,3,7,66,11.1,6.1,8.6,5,0
1945,Mar,3,8,67,10.6,4.4,7.5,6.2,0
1945,Mar,3,9,68,12.2,0,6.1,12.2,0
1945,Mar,3,10,69,13.3,4.4,8.9,8.9,0
1945,Mar,3,11,70,10.6,4.4,7.5,6.2,0
1945,Mar,3,12,71,12.2,0,6.1,12.2,0
1945,Mar,3,13,72,15.6,1.1,8.4,14.5,0
1945,Mar,3,14,73,16.1,1.7,8.9,14.4,0
1945,Mar,3,15,74,12.8,3.3,8.1,9.5,1.3
1945,Mar,3,16,75,13.9,5,9.5,8.9,0
1945,Mar,3,17,76,13.3,3.9,8.6,9.4,0
1945,Mar,3,18,77,13.9,2.8,8.4,11.1,0
1945,Mar,3,19,78,12.2,8.3,10.3,3.9,10.2
1945,Mar,3,20,79,13.3,5.6,9.5,7.7,0
1945,Mar,3,21,80,14.4,1.1,7.8,13.3,0
1945,Mar,3,22,81,17.2,7.2,12.2,10,0
1945,Mar,3,23,82,21.1,2.2,11.7,18.9,0
1945,Mar,3,24,83,18.3,5.6,12,12.7,1.8
1945,Mar,3,25,84,13.3,8.9,11.1,4.4,0
1945,Mar,3,26,85,13.3,6.1,9.7,7.2,0
1945,Mar,3,27,86,14.4,2.2,8.3,12.2,2
1945,Mar,3,28,87,13.3,8.3,10.8,5,1
1945,Mar,3,29,88,15,10,12.5,5,1.3
1945,Mar,3,30,89,13.3,6.1,9.7,7.2,0
1945,Mar,3,31,90,13.3,7.8,10.6,5.5,0.3
1945,Apr,4,1,91,15,10,12.5,5,2.8
1945,Apr,4,2,92,13.3,9.4,11.4,3.9,0
1945,Apr,4,3,93,12.8,6.1,9.5,6.7,0.5
1945,Apr,4,4,94,11.7,4.4,8.1,7.3,3.3
1945,Apr,4,5,95,15,7.2,11.1,7.8,0
1945,Apr,4,6,96,14.4,5.6,10,8.8,2.5
1945,Apr,4,7,97,8.3,4.4,6.4,3.9,0
1945,Apr,4,8,98,12.2,1.1,6.7,11.1,0
1945,Apr,4,9,99,13.9,-1.7,6.1,15.6,0
1945,Apr,4,10,100,18.3,0.6,9.5,17.7,2.8
1945,Apr,4,11,101,22.2,7.2,14.7,15,0.5
1945,Apr,4,12,102,18.9,11.7,15.3,7.2,0
1945,Apr,4,13,103,20.6,5,12.8,15.6,0
1945,Apr,4,14,104,16.1,8.3,12.2,7.8,0.5
1945,Apr,4,15,105,22.2,12.8,17.5,9.4,0
1945,Apr,4,16,106,23.9,12.8,18.4,11.1,0
1945,Apr,4,17,107,24.4,8.9,16.7,15.5,0
1945,Apr,4,18,108,23.9,8.3,16.1,15.6,0
1945,Apr,4,19,109,23.3,8.9,16.1,14.4,0
1945,Apr,4,20,110,23.9,7.8,15.9,16.1,0
1945,Apr,4,21,111,14.4,8.9,11.7,5.5,0
1945,Apr,4,22,112,13.3,5,9.2,8.3,0
1945,Apr,4,23,113,12.8,1.7,7.3,11.1,0
1945,Apr,4,24,114,15,0,7.5,15,0
1945,Apr,4,25,115,18.3,2.2,10.3,16.1,0
1945,Apr,4,26,116,15,4.4,9.7,10.6,3.6
1945,Apr,4,27,117,12.2,5.6,8.9,6.6,0.8
1945,Apr,4,28,118,10.6,1.7,6.2,8.9,15
1945,Apr,4,29,119,10,0.6,5.3,9.4,0.3
1945,Apr,4,30,120,7.8,-1.1,3.4,8.9,0
1945,May,5,1,121,10,-1.1,4.5,11.1,0
1945,May,5,2,122,11.7,-0.6,5.6,12.3,4.6
1945,May,5,3,123,8.9,1.1,5,7.8,5.6
1945,May,5,4,124,13.3,1.7,7.5,11.6,1.3
1945,May,5,5,125,14.4,4.4,9.4,10,4.3
1945,May,5,6,126,17.8,5.6,11.7,12.2,0
1945,May,5,7,127,22.2,11.7,17,10.5,5.1
1945,May,5,8,128,22.2,12.8,17.5,9.4,1.3
1945,May,5,9,129,20.6,16.7,18.7,3.9,0
1945,May,5,10,130,20,9.4,14.7,10.6,1.8
1945,May,5,11,131,26.7,10.6,18.7,16.1,0
1945,May,5,12,132,27.2,13.3,20.3,13.9,0
1945,May,5,13,133,20.6,15,17.8,5.6,3.8
1945,May,5,14,134,16.1,9.4,12.8,6.7,0.3
1945,May,5,15,135,19.4,8.9,14.2,10.5,0
1945,May,5,16,136,22.2,12.2,17.2,10,0
1945,May,5,17,137,22.8,10.6,16.7,12.2,0
1945,May,5,18,138,20.6,12.2,16.4,8.4,0
1945,May,5,19,139,14.4,8.9,11.7,5.5,0.3
1945,May,5,20,140,16.1,8.9,12.5,7.2,14.2
1945,May,5,21,141,19.4,9.4,14.4,10,0
1945,May,5,22,142,18.3,7.2,12.8,11.1,0
1945,May,5,23,143,17.8,8.9,13.4,8.9,2.5
1945,May,5,24,144,15,5.6,10.3,9.4,0
1945,May,5,25,145,20,6.1,13.1,13.9,4.1
1945,May,5,26,146,15.6,9.4,12.5,6.2,1.8
1945,May,5,27,147,16.1,7.2,11.7,8.9,1
1945,May,5,28,148,16.1,4.4,10.3,11.7,0
1945,May,5,29,149,17.8,7.8,12.8,10,0
1945,May,5,30,150,17.2,6.1,11.7,11.1,1
1945,May,5,31,151,17.2,9.4,13.3,7.8,1
1945,Jun,6,1,152,16.7,8.9,12.8,7.8,5.6
1945,Jun,6,2,153,17.8,9.4,13.6,8.4,7.6
1945,Jun,6,3,154,18.3,10.6,14.5,7.7,5.8
1945,Jun,6,4,155,18.3,8.9,13.6,9.4,1.3
1945,Jun,6,5,156,17.2,10.6,13.9,6.6,11.2
1945,Jun,6,6,157,17.2,13.3,15.3,3.9,6.3
1945,Jun,6,7,158,19.4,15,17.2,4.4,1.3
1945,Jun,6,8,159,18.9,10,14.5,8.9,0.3
1945,Jun,6,9,160,16.7,8.9,12.8,7.8,2
1945,Jun,6,10,161,17.2,10.6,13.9,6.6,0.3
1945,Jun,6,11,162,18.3,11.7,15,6.6,0
1945,Jun,6,12,163,17.2,11.1,14.2,6.1,0.3
1945,Jun,6,13,164,21.1,7.8,14.5,13.3,0
1945,Jun,6,14,165,17.8,11.1,14.5,6.7,0
1945,Jun,6,15,166,19.4,12.2,15.8,7.2,0
1945,Jun,6,16,167,18.9,8.9,13.9,10,0
1945,Jun,6,17,168,21.1,6.7,13.9,14.4,0
1945,Jun,6,18,169,23.3,9.4,16.4,13.9,0
1945,Jun,6,19,170,26.1,10.6,18.4,15.5,0
1945,Jun,6,20,171,25.6,15.6,20.6,10,10.4
1945,Jun,6,21,172,22.2,10.6,16.4,11.6,3.3
1945,Jun,6,22,173,23.9,10,17,13.9,1
1945,Jun,6,23,174,23.3,15.6,19.5,7.7,0
1945,Jun,6,24,175,24.4,12.2,18.3,12.2,0
1945,Jun,6,25,176,23.9,11.7,17.8,12.2,0
1945,Jun,6,26,177,18.3,13.3,15.8,5,0.3
1945,Jun,6,27,178,18.3,8.9,13.6,9.4,1.3
1945,Jun,6,28,179,14.4,8.3,11.4,6.1,4.3
1945,Jun,6,29,180,18.3,11.1,14.7,7.2,0
1945,Jun,6,30,181,17.2,9.4,13.3,7.8,3.6
1945,Jul,7,1,182,18.3,10.6,14.5,7.7,1.5
1945,Jul,7,2,183,19.4,9.4,14.4,10,0
1945,Jul,7,3,184,21.1,12.2,16.7,8.9,0.3
1945,Jul,7,4,185,19.4,12.2,15.8,7.2,0.5
1945,Jul,7,5,186,25.6,15.6,20.6,10,0
1945,Jul,7,6,187,25,12.8,18.9,12.2,0
1945,Jul,7,7,188,22.2,12.8,17.5,9.4,0
1945,Jul,7,8,189,22.8,8.9,15.9,13.9,0
1945,Jul,7,9,190,23.9,11.7,17.8,12.2,1
1945,Jul,7,10,191,16.7,13.9,15.3,2.8,18
1945,Jul,7,11,192,22.2,10.6,16.4,11.6,1.3
1945,Jul,7,12,193,23.9,13.9,18.9,10,0
1945,Jul,7,13,194,27.2,14.4,20.8,12.8,0
1945,Jul,7,14,195,28.3,16.7,22.5,11.6,17
1945,Jul,7,15,196,28.9,17.2,23.1,11.7,3
1945,Jul,7,16,197,19.4,12.2,15.8,7.2,0
1945,Jul,7,17,198,22.8,9.4,16.1,13.4,0
1945,Jul,7,18,199,24.4,12.8,18.6,11.6,0
1945,Jul,7,19,200,22.2,15,18.6,7.2,3.3
1945,Jul,7,20,201,20.6,13.9,17.3,6.7,1.8
1945,Jul,7,21,202,22.8,13.9,18.4,8.9,0
1945,Jul,7,22,203,20.6,13.3,17,7.3,0
1945,Jul,7,23,204,24.4,12.8,18.6,11.6,0
1945,Jul,7,24,205,22.2,10.6,16.4,11.6,0
1945,Jul,7,25,206,21.7,15.6,18.7,6.1,1.5
1945,Jul,7,26,207,16.1,12.8,14.5,3.3,2.5
1945,Jul,7,27,208,19.4,11.1,15.3,8.3,0
1945,Jul,7,28,209,20.6,11.1,15.9,9.5,0
1945,Jul,7,29,210,19.4,10.6,15,8.8,0
1945,Jul,7,30,211,22.8,14.4,18.6,8.4,0.3
1945,Jul,7,31,212,20.6,14.4,17.5,6.2,0
1945,Aug,8,1,213,18.9,13.9,16.4,5,0
1945,Aug,8,2,214,27.2,7.2,17.2,20,0
1945,Aug,8,3,215,28.3,12.2,20.3,16.1,0
1945,Aug,8,4,216,28.9,10.6,19.8,18.3,0
1945,Aug,8,5,217,24.4,11.7,18.1,12.7,0.3
1945,Aug,8,6,218,18.3,8.3,13.3,10,2.8
1945,Aug,8,7,219,15,7.2,11.1,7.8,1
1945,Aug,8,8,220,17.8,10.6,14.2,7.2,1
1945,Aug,8,9,221,20,7.8,13.9,12.2,1
1945,Aug,8,10,222,26.1,12.8,19.5,13.3,0
1945,Aug,8,11,223,24.4,10,17.2,14.4,0
1945,Aug,8,12,224,19.4,14.4,16.9,5,0
1945,Aug,8,13,225,17.8,12.2,15,5.6,0
1945,Aug,8,14,226,22.2,12.8,17.5,9.4,0.3
1945,Aug,8,15,227,21.1,14.4,17.8,6.7,1.5
1945,Aug,8,16,228,21.1,10,15.6,11.1,0
1945,Aug,8,17,229,24.4,13.3,18.9,11.1,0
1945,Aug,8,18,230,18.3,11.7,15,6.6,0.3
1945,Aug,8,19,231,18.3,12.2,15.3,6.1,0
1945,Aug,8,20,232,17.2,12.2,14.7,5,2.8
1945,Aug,8,21,233,21.7,12.8,17.3,8.9,6.1
1945,Aug,8,22,234,17.2,13.3,15.3,3.9,9.4
1945,Aug,8,23,235,19.4,9.4,14.4,10,0
1945,Aug,8,24,236,20,14.4,17.2,5.6,0
1945,Aug,8,25,237,20,15.6,17.8,4.4,0
1945,Aug,8,26,238,23.3,8.3,15.8,15,0
1945,Aug,8,27,239,25.6,9.4,17.5,16.2,1
1945,Aug,8,28,240,24.4,12.2,18.3,12.2,8.9
1945,Aug,8,29,241,20,15.6,17.8,4.4,0.8
1945,Aug,8,30,242,18.9,15,17,3.9,0
1945,Aug,8,31,243,20.6,11.7,16.2,8.9,0
1945,Sep,9,1,244,18.3,12.2,15.3,6.1,1.3
1945,Sep,9,2,245,22.8,13.9,18.4,8.9,0
1945,Sep,9,3,246,19.4,10,14.7,9.4,11.7
1945,Sep,9,4,247,14.4,11.7,13.1,2.7,8.1
1945,Sep,9,5,248,17.8,12.2,15,5.6,0
1945,Sep,9,6,249,15,8.3,11.7,6.7,0
1945,Sep,9,7,250,17.8,11.1,14.5,6.7,0
1945,Sep,9,8,251,15.6,12.2,13.9,3.4,0
1945,Sep,9,9,252,16.7,11.7,14.2,5,0
1945,Sep,9,10,253,20,11.7,15.9,8.3,0.8
