ID,Sex,Age,EthnicGroup,Education,SES,DeprivationIndex,bcsvictim,effectx,fairx,confx,antisocx
136565170.00,2.00,57.00,3.00,2.00,5.00,2.00,0.00,1.30,0.37,0.89,0.01
136565210.00,1.00,37.00,1.00,4.00,5.00,1.00,0.00,0.97,1.58,-0.34,0.78
136565250.00,1.00,46.00,1.00,3.00,4.00,3.00,0.00,0.71,1.15,1.10,0.74
136565290.00,1.00,74.00,1.00,1.00,5.00,2.00,0.00,9999.00,0.74,9999.00,0.53
136566010.00,2.00,38.00,2.00,3.00,5.00,1.00,0.00,-0.14,0.10,-0.32,0.12
136566090.00,1.00,43.00,3.00,1.00,5.00,1.00,0.00,-0.78,-1.04,-0.79,1.70
136566210.00,1.00,25.00,1.00,4.00,1.00,1.00,0.00,9999.00,-0.83,0.37,-1.22
136566250.00,2.00,27.00,1.00,4.00,1.00,3.00,0.00,0.10,-0.35,-0.32,1.29
136566290.00,1.00,75.00,4.00,4.00,5.00,1.00,0.00,9999.00,9999.00,-1.72,-0.35
136567050.00,1.00,75.00,1.00,4.00,4.00,3.00,0.00,0.14,9999.00,-0.11,-0.27
136567090.00,1.00,53.00,1.00,4.00,1.00,4.00,0.00,-0.18,9999.00,-0.12,-0.73
136567130.00,2.00,61.00,1.00,1.00,5.00,5.00,0.00,1.63,9999.00,0.03,-1.22
136567250.00,2.00,24.00,1.00,3.00,1.00,3.00,0.00,0.11,9999.00,0.79,-0.48
136567290.00,1.00,49.00,1.00,4.00,1.00,4.00,0.00,9999.00,9999.00,0.37,0.01
136568050.00,2.00,70.00,1.00,1.00,3.00,3.00,0.00,9999.00,9999.00,0.61,-0.97
136568090.00,2.00,74.00,1.00,1.00,2.00,1.00,0.00,-1.34,-0.53,0.09,-1.22
136568170.00,2.00,75.00,1.00,1.00,5.00,3.00,1.00,1.29,9999.00,2.00,1.41
136568210.00,2.00,46.00,1.00,2.00,3.00,3.00,0.00,0.68,9999.00,-0.08,-0.51
136568250.00,1.00,41.00,1.00,3.00,4.00,3.00,0.00,0.14,-0.50,-1.04,-0.50
136568290.00,2.00,66.00,1.00,3.00,2.00,2.00,0.00,-0.46,0.37,-0.57,-1.00
136569010.00,1.00,49.00,1.00,2.00,2.00,1.00,0.00,1.59,9999.00,0.77,1.00
136569050.00,2.00,16.00,3.00,2.00,5.00,1.00,1.00,-1.91,-1.12,-0.59,1.18
136569170.00,1.00,68.00,1.00,4.00,1.00,4.00,0.00,9999.00,0.13,-0.79,-1.22
136569210.00,1.00,61.00,1.00,1.00,5.00,2.00,0.00,0.99,-0.26,0.12,0.69
136569290.00,2.00,81.00,1.00,1.00,2.00,3.00,0.00,9999.00,9999.00,0.13,-0.50
136570010.00,1.00,86.00,1.00,3.00,4.00,5.00,0.00,9999.00,9999.00,9999.00,-1.22
136570050.00,2.00,75.00,1.00,4.00,1.00,4.00,1.00,9999.00,9999.00,2.18,0.00
136570090.00,1.00,93.00,1.00,1.00,4.00,5.00,0.00,-0.45,0.34,-0.32,-1.22
136570170.00,2.00,48.00,1.00,4.00,2.00,1.00,0.00,0.13,9999.00,-1.05,2.98
136570210.00,1.00,66.00,1.00,1.00,5.00,1.00,0.00,9999.00,0.20,-0.78,-0.29
136570250.00,2.00,21.00,1.00,3.00,2.00,1.00,0.00,0.16,-1.09,9999.00,0.32
136570290.00,2.00,39.00,1.00,3.00,5.00,1.00,0.00,0.40,9999.00,1.32,3.12
136571050.00,2.00,22.00,1.00,1.00,6.00,1.00,0.00,9999.00,9999.00,0.31,0.53
136571090.00,1.00,41.00,1.00,4.00,2.00,1.00,0.00,-0.77,0.50,-0.32,1.39
136571130.00,1.00,64.00,1.00,1.00,3.00,1.00,0.00,-1.34,-0.53,-0.57,0.45
136571170.00,2.00,18.00,1.00,2.00,5.00,1.00,0.00,-1.04,9999.00,-0.77,-0.21
136571250.00,1.00,19.00,1.00,2.00,5.00,1.00,0.00,0.13,0.18,-0.11,2.45
136571290.00,2.00,43.00,1.00,3.00,2.00,1.00,0.00,2.18,1.34,1.52,1.22
136572130.00,1.00,81.00,1.00,1.00,1.00,5.00,0.00,9999.00,9999.00,0.62,-0.73
136572170.00,2.00,52.00,1.00,3.00,5.00,5.00,0.00,-0.19,0.16,1.07,-1.22
136572210.00,2.00,19.00,1.00,3.00,1.00,4.00,0.00,1.29,-0.68,-0.33,0.29
136572250.00,2.00,36.00,1.00,4.00,1.00,4.00,0.00,-0.77,0.04,-0.32,0.45
136572290.00,2.00,56.00,2.00,3.00,2.00,3.00,0.00,1.01,0.26,1.28,-0.74
136573010.00,2.00,41.00,1.00,4.00,5.00,1.00,0.00,1.59,9999.00,2.47,0.47
136573210.00,2.00,25.00,1.00,3.00,3.00,1.00,1.00,0.40,9999.00,0.38,-0.30
136574010.00,2.00,24.00,1.00,3.00,4.00,2.00,0.00,-0.47,-0.86,0.66,0.48
136574050.00,1.00,76.00,1.00,4.00,4.00,4.00,0.00,9999.00,9999.00,-0.16,-0.54
136574090.00,1.00,36.00,1.00,4.00,1.00,3.00,0.00,-1.93,-1.43,-0.32,-0.92
136574130.00,2.00,25.00,1.00,4.00,1.00,2.00,0.00,-0.79,-0.90,-0.57,0.23
136574170.00,1.00,31.00,1.00,4.00,1.00,2.00,1.00,9999.00,-0.76,0.17,-0.21
136574250.00,1.00,50.00,1.00,4.00,1.00,4.00,0.00,9999.00,-0.35,0.83,-0.51
136575010.00,2.00,71.00,1.00,4.00,1.00,3.00,0.00,-0.75,9999.00,-0.57,-0.73
136575050.00,1.00,31.00,1.00,4.00,3.00,3.00,0.00,-0.14,0.50,-0.79,2.64
136575130.00,2.00,59.00,1.00,2.00,5.00,4.00,1.00,1.90,2.20,-0.57,1.27
136575170.00,1.00,88.00,1.00,4.00,1.00,5.00,0.00,9999.00,9999.00,-0.57,-1.22
136575250.00,1.00,24.00,1.00,3.00,1.00,5.00,0.00,-0.75,-1.04,-1.51,-0.95
136575290.00,2.00,30.00,5.00,4.00,7.00,4.00,0.00,9999.00,-2.36,-1.72,-1.22
136576010.00,1.00,46.00,1.00,3.00,5.00,1.00,0.00,9999.00,9999.00,-1.72,0.54
136576050.00,1.00,44.00,1.00,4.00,2.00,1.00,1.00,9999.00,9999.00,-0.07,0.51
136576090.00,1.00,63.00,1.00,1.00,5.00,1.00,0.00,1.90,9999.00,0.33,2.25
136576130.00,2.00,88.00,1.00,1.00,5.00,3.00,0.00,0.99,0.34,0.17,-1.22
136576210.00,1.00,75.00,1.00,3.00,4.00,5.00,0.00,0.13,0.34,-0.32,-0.75
136576250.00,2.00,21.00,3.00,3.00,4.00,1.00,0.00,-0.45,-0.35,-0.32,1.61
136576290.00,1.00,26.00,1.00,1.00,2.00,2.00,0.00,-1.34,-0.71,-0.52,-0.73
136577010.00,2.00,74.00,1.00,1.00,5.00,2.00,0.00,-0.73,9999.00,-0.82,-1.22
136577130.00,1.00,58.00,1.00,3.00,5.00,3.00,0.00,0.41,9999.00,0.14,-0.11
136577170.00,2.00,27.00,1.00,4.00,5.00,2.00,0.00,-2.25,-1.50,-0.82,-0.54
136577250.00,1.00,28.00,1.00,4.00,1.00,3.00,0.00,1.03,0.69,-0.13,0.29
136577290.00,1.00,85.00,1.00,4.00,1.00,4.00,0.00,-0.77,-0.32,-0.32,-1.22
136578010.00,2.00,50.00,3.00,2.00,5.00,2.00,0.00,9999.00,-0.86,-0.99,0.50
136578050.00,2.00,28.00,4.00,1.00,5.00,3.00,0.00,1.59,1.36,2.44,0.49
136578170.00,2.00,61.00,3.00,1.00,6.00,1.00,0.00,9999.00,9999.00,0.17,0.74
136578250.00,2.00,21.00,3.00,2.00,8.00,1.00,1.00,9999.00,9999.00,0.80,0.71
136578290.00,2.00,35.00,3.00,4.00,5.00,2.00,0.00,9999.00,-0.17,-0.60,2.46
136579010.00,1.00,26.00,3.00,4.00,3.00,1.00,0.00,0.42,-0.53,-0.32,3.36
136579050.00,1.00,34.00,3.00,3.00,1.00,1.00,1.00,1.02,1.31,1.26,2.15
136579090.00,1.00,76.00,1.00,5.00,5.00,2.00,0.00,-0.13,-0.02,-0.07,0.23
136579170.00,2.00,26.00,1.00,2.00,1.00,1.00,1.00,9999.00,-0.86,0.20,1.71
136579210.00,2.00,62.00,1.00,2.00,3.00,1.00,0.00,9999.00,9999.00,0.07,1.97
136579250.00,1.00,38.00,1.00,4.00,1.00,1.00,0.00,-0.77,-0.83,-0.32,0.01
136579290.00,1.00,54.00,1.00,1.00,5.00,2.00,0.00,-0.17,0.27,-1.48,-0.04
136580010.00,1.00,63.00,1.00,3.00,3.00,3.00,0.00,9999.00,9999.00,-0.32,-1.00
136580050.00,1.00,23.00,1.00,3.00,4.00,5.00,0.00,-0.19,9999.00,0.13,0.23
136580090.00,2.00,74.00,1.00,1.00,4.00,5.00,0.00,-0.45,-0.68,-0.82,-1.22
136580130.00,1.00,39.00,1.00,4.00,2.00,1.00,1.00,0.71,0.68,2.01,1.90
136580250.00,2.00,37.00,1.00,3.00,5.00,1.00,0.00,-0.74,-0.32,0.39,-0.46
136581010.00,1.00,60.00,1.00,4.00,1.00,3.00,1.00,-1.33,-0.44,-1.72,0.77
136581050.00,2.00,74.00,1.00,4.00,1.00,3.00,0.00,9999.00,9999.00,0.48,1.37
136581090.00,2.00,19.00,1.00,2.00,5.00,1.00,0.00,-1.62,-1.59,-1.72,-0.05
136581130.00,1.00,17.00,1.00,2.00,5.00,1.00,0.00,-1.62,9999.00,-0.78,0.21
136581170.00,1.00,33.00,4.00,2.00,6.00,1.00,0.00,9999.00,9999.00,-0.11,-0.73
136581210.00,1.00,73.00,1.00,1.00,4.00,1.00,0.00,-2.81,-0.71,-0.99,-1.00
136582010.00,2.00,46.00,1.00,1.00,5.00,1.00,1.00,-1.66,-0.86,-0.52,-0.92
136582090.00,2.00,46.00,1.00,4.00,1.00,2.00,0.00,1.26,9999.00,0.41,-0.45
136582130.00,1.00,52.00,1.00,1.00,5.00,1.00,0.00,1.63,9999.00,-0.12,1.23
136582170.00,2.00,82.00,1.00,1.00,4.00,2.00,0.00,1.58,0.34,0.59,1.27
136582210.00,1.00,63.00,3.00,1.00,5.00,1.00,0.00,-1.34,-1.91,-1.48,-0.02
136582250.00,2.00,30.00,1.00,3.00,4.00,1.00,0.00,0.98,1.19,2.74,1.06
136582290.00,1.00,47.00,1.00,1.00,6.00,1.00,1.00,0.40,1.48,1.51,1.49
136583010.00,2.00,36.00,1.00,4.00,1.00,5.00,0.00,-1.05,-1.01,-0.32,0.53
136583090.00,2.00,45.00,1.00,4.00,1.00,5.00,0.00,9999.00,9999.00,-0.77,-0.52
136583130.00,1.00,50.00,1.00,3.00,4.00,5.00,0.00,-0.77,-1.01,-0.82,-0.24
136583210.00,2.00,79.00,1.00,3.00,2.00,5.00,0.00,-0.16,-0.17,-0.12,9999.00
136583250.00,1.00,41.00,1.00,4.00,1.00,5.00,0.00,-0.76,-0.86,-0.33,-1.22
136583290.00,1.00,22.00,1.00,4.00,2.00,5.00,0.00,-0.76,1.03,-0.07,-0.67
136584010.00,2.00,54.00,1.00,4.00,1.00,1.00,0.00,2.18,2.23,-1.52,-0.74
136584050.00,1.00,33.00,1.00,1.00,5.00,2.00,0.00,1.87,1.39,3.87,-0.73
136584090.00,2.00,89.00,1.00,1.00,5.00,2.00,0.00,-1.34,9999.00,-0.12,1.59
136584130.00,1.00,68.00,1.00,1.00,5.00,1.00,0.00,0.98,-0.65,-0.32,1.65
136584250.00,1.00,62.00,1.00,1.00,5.00,1.00,0.00,-1.65,0.08,-1.72,-0.54
136584290.00,2.00,36.00,1.00,2.00,5.00,3.00,1.00,-0.76,-0.41,-0.32,-0.95
136585010.00,1.00,38.00,1.00,3.00,4.00,2.00,1.00,9999.00,9999.00,0.38,0.67
136585050.00,1.00,86.00,1.00,1.00,5.00,1.00,0.00,0.67,9999.00,-1.02,0.45
136585170.00,1.00,35.00,3.00,1.00,5.00,1.00,0.00,2.18,2.43,2.91,-0.52
136585250.00,2.00,81.00,1.00,1.00,5.00,1.00,0.00,1.28,2.21,1.72,-1.22
136585290.00,1.00,51.00,1.00,1.00,5.00,1.00,1.00,1.63,1.71,-1.02,-0.24
136586010.00,1.00,47.00,3.00,2.00,1.00,5.00,0.00,0.42,0.52,1.55,-0.39
136586050.00,2.00,89.00,1.00,1.00,5.00,4.00,0.00,9999.00,9999.00,0.62,-0.46
136586090.00,1.00,86.00,1.00,1.00,4.00,3.00,0.00,1.02,1.22,1.29,-1.22
136586130.00,1.00,39.00,1.00,3.00,3.00,4.00,0.00,-0.16,0.01,-0.12,-0.95
136586170.00,1.00,64.00,1.00,4.00,1.00,5.00,0.00,0.09,-0.32,-0.32,0.00
136586210.00,1.00,63.00,1.00,3.00,1.00,4.00,0.00,0.13,0.01,-0.36,-0.20
136586250.00,1.00,28.00,1.00,1.00,6.00,4.00,0.00,-1.34,-0.83,-1.72,-1.22
136586290.00,1.00,30.00,1.00,3.00,2.00,4.00,1.00,-0.78,1.28,2.00,0.13
136587010.00,1.00,65.00,1.00,3.00,1.00,5.00,0.00,9999.00,9999.00,-0.11,-1.22
136587130.00,1.00,17.00,1.00,2.00,4.00,5.00,0.00,-2.51,9999.00,-1.27,0.23
136587170.00,2.00,69.00,1.00,1.00,2.00,3.00,0.00,0.14,9999.00,-0.11,1.42
136587250.00,2.00,66.00,1.00,1.00,5.00,5.00,0.00,9999.00,9999.00,-0.32,-1.00
136587290.00,2.00,59.00,1.00,4.00,1.00,5.00,0.00,-0.76,0.34,-0.32,0.31
136587330.00,1.00,45.00,1.00,4.00,1.00,5.00,0.00,1.01,-0.35,-0.32,-1.22
136588010.00,2.00,24.00,1.00,4.00,5.00,2.00,1.00,0.39,9999.00,0.57,0.06
136588130.00,2.00,72.00,1.00,4.00,1.00,1.00,0.00,9999.00,-0.20,9999.00,-0.50
136588170.00,1.00,30.00,1.00,3.00,4.00,1.00,0.00,9999.00,9999.00,0.36,0.72
136588290.00,2.00,54.00,1.00,4.00,1.00,3.00,0.00,-0.43,-0.29,-0.80,-0.50
136589090.00,2.00,58.00,1.00,4.00,4.00,3.00,0.00,-0.77,9999.00,-0.83,-1.00
136589130.00,1.00,65.00,1.00,5.00,1.00,3.00,0.00,0.99,0.41,0.77,-0.30
136589250.00,2.00,38.00,1.00,4.00,1.00,3.00,1.00,0.71,0.59,-1.27,0.06
136589290.00,2.00,71.00,1.00,2.00,4.00,2.00,0.00,0.13,9999.00,-1.72,-1.22
136590050.00,2.00,71.00,1.00,2.00,1.00,4.00,0.00,0.11,-0.17,-0.32,-0.04
136590130.00,2.00,53.00,1.00,4.00,1.00,4.00,0.00,-0.75,9999.00,0.37,-0.70
136590170.00,1.00,50.00,1.00,4.00,4.00,2.00,0.00,0.42,0.46,0.39,-0.24
136590210.00,1.00,81.00,1.00,1.00,5.00,5.00,0.00,-0.15,1.09,-0.17,-0.66
136590250.00,1.00,45.00,1.00,4.00,1.00,4.00,0.00,0.14,9999.00,1.81,0.00
136590290.00,1.00,35.00,1.00,3.00,1.00,5.00,0.00,-0.79,-1.15,-1.07,0.19
136590330.00,2.00,31.00,1.00,1.00,5.00,3.00,0.00,-1.06,9999.00,0.13,0.53
136591010.00,2.00,28.00,1.00,4.00,1.00,2.00,0.00,-1.37,-0.35,-0.57,-0.30
136591050.00,2.00,31.00,1.00,5.00,5.00,2.00,0.00,1.03,1.52,2.51,2.30
136591130.00,2.00,29.00,1.00,2.00,5.00,3.00,0.00,-2.48,-1.22,1.05,1.68
136591170.00,2.00,44.00,1.00,2.00,2.00,3.00,0.00,1.31,0.88,-0.32,2.98
136592010.00,2.00,33.00,3.00,4.00,5.00,1.00,0.00,9999.00,-1.19,1.78,1.29
136592050.00,2.00,51.00,4.00,4.00,2.00,2.00,0.00,9999.00,-0.97,-0.86,-1.22
136592090.00,1.00,36.00,3.00,4.00,4.00,2.00,0.00,-0.77,-0.17,1.32,0.75
136593010.00,1.00,77.00,1.00,5.00,1.00,5.00,0.00,9999.00,9999.00,1.72,0.01
136593090.00,2.00,32.00,1.00,4.00,1.00,5.00,0.00,-1.66,-0.32,-0.32,0.53
136593170.00,2.00,37.00,1.00,4.00,2.00,4.00,0.00,-0.45,0.25,0.38,-0.52
136593210.00,2.00,55.00,1.00,2.00,5.00,4.00,0.00,0.13,0.86,0.78,1.67
136593250.00,2.00,42.00,1.00,1.00,3.00,5.00,0.00,9999.00,9999.00,-1.52,-1.22
136594050.00,1.00,37.00,1.00,4.00,1.00,1.00,0.00,9999.00,9999.00,-1.06,1.61
136594130.00,2.00,56.00,1.00,4.00,1.00,2.00,0.00,-0.76,-0.50,-0.07,0.53
136594210.00,1.00,26.00,1.00,3.00,5.00,3.00,0.00,-0.77,0.25,-1.23,0.23
136594250.00,1.00,36.00,2.00,2.00,3.00,4.00,0.00,-2.22,-2.57,-1.72,-1.22
136594290.00,2.00,35.00,1.00,4.00,3.00,4.00,0.00,-1.05,-1.01,9999.00,-0.49
136594330.00,1.00,62.00,1.00,4.00,1.00,5.00,0.00,-1.05,-0.64,-0.58,-1.22
136595010.00,1.00,48.00,1.00,4.00,1.00,4.00,0.00,-0.73,-0.68,-0.32,1.23
136595050.00,2.00,74.00,1.00,5.00,5.00,5.00,0.00,9999.00,9999.00,-0.56,-0.69
136595090.00,1.00,77.00,1.00,4.00,1.00,5.00,0.00,1.28,0.85,0.97,9999.00
136595130.00,2.00,46.00,1.00,4.00,1.00,4.00,0.00,9999.00,-0.71,-0.32,9999.00
136595170.00,1.00,53.00,1.00,4.00,1.00,5.00,0.00,0.18,-0.39,0.59,-1.00
136595210.00,2.00,70.00,1.00,1.00,2.00,5.00,0.00,1.29,9999.00,1.06,-0.73
136595250.00,1.00,16.00,1.00,2.00,1.00,5.00,1.00,-1.05,-1.59,-1.52,-0.69
136596050.00,2.00,72.00,1.00,1.00,2.00,4.00,0.00,1.89,9999.00,9999.00,-1.00
136596090.00,1.00,43.00,1.00,3.00,1.00,5.00,0.00,-0.46,0.01,0.16,0.01
136596210.00,2.00,58.00,1.00,1.00,1.00,3.00,0.00,2.18,0.52,1.72,0.98
136596290.00,2.00,65.00,1.00,4.00,1.00,2.00,0.00,9999.00,9999.00,-0.11,-0.50
136597050.00,2.00,78.00,1.00,1.00,2.00,3.00,0.00,0.75,0.07,-0.82,0.62
136597090.00,2.00,43.00,1.00,3.00,2.00,1.00,0.00,-0.17,-0.41,-0.32,0.29
136597130.00,1.00,69.00,1.00,3.00,4.00,5.00,0.00,9999.00,9999.00,-0.32,-0.78
136597170.00,1.00,40.00,1.00,4.00,1.00,3.00,1.00,-0.77,9999.00,0.37,0.72
136597210.00,1.00,76.00,1.00,1.00,2.00,4.00,0.00,-0.48,9999.00,0.12,0.00
136597250.00,2.00,69.00,1.00,3.00,5.00,5.00,0.00,9999.00,9999.00,-0.81,0.44
136598050.00,2.00,63.00,1.00,1.00,5.00,1.00,0.00,-1.05,9999.00,-0.32,-1.22
136598090.00,2.00,31.00,1.00,4.00,2.00,1.00,0.00,0.13,0.43,0.65,0.72
136598210.00,2.00,75.00,1.00,4.00,1.00,2.00,1.00,9999.00,9999.00,-1.72,-0.66
136598250.00,2.00,58.00,1.00,4.00,1.00,2.00,1.00,-0.38,-0.55,-1.28,2.42
136598290.00,2.00,65.00,1.00,1.00,1.00,4.00,0.00,0.45,-0.68,0.79,-0.99
136599010.00,1.00,44.00,1.00,4.00,1.00,4.00,0.00,0.11,9999.00,1.97,-1.22
136599050.00,1.00,78.00,1.00,1.00,5.00,4.00,0.00,-1.35,0.34,-1.28,-1.22
136599090.00,2.00,46.00,1.00,1.00,5.00,4.00,0.00,9999.00,9999.00,0.12,-0.92
136599130.00,2.00,39.00,1.00,4.00,1.00,5.00,0.00,9999.00,9999.00,1.04,0.44
136599210.00,1.00,41.00,1.00,4.00,1.00,5.00,1.00,9999.00,9999.00,9999.00,-0.48
136599250.00,1.00,84.00,1.00,3.00,3.00,5.00,0.00,9999.00,9999.00,0.81,9999.00
136599290.00,1.00,87.00,1.00,4.00,1.00,5.00,0.00,9999.00,9999.00,0.83,9999.00
136599330.00,1.00,40.00,1.00,1.00,5.00,3.00,0.00,9999.00,9999.00,9999.00,9999.00
136600010.00,1.00,47.00,1.00,2.00,1.00,5.00,0.00,-0.47,0.81,0.34,-0.97
136600050.00,1.00,67.00,1.00,3.00,4.00,5.00,0.00,-0.17,0.16,-0.57,-0.75
136600090.00,1.00,69.00,1.00,1.00,5.00,5.00,0.00,9999.00,9999.00,-0.33,-1.00
136600130.00,1.00,77.00,1.00,3.00,4.00,5.00,0.00,1.01,9999.00,-0.32,-0.24
136600210.00,1.00,25.00,1.00,4.00,2.00,5.00,1.00,9999.00,9999.00,9999.00,9999.00
136600250.00,1.00,45.00,1.00,4.00,1.00,5.00,0.00,-0.45,9999.00,0.17,0.01
136600290.00,1.00,38.00,1.00,4.00,1.00,5.00,0.00,0.68,0.83,2.42,0.53
136600330.00,2.00,71.00,1.00,1.00,1.00,5.00,0.00,0.42,9999.00,0.13,-1.22
136601010.00,1.00,70.00,1.00,1.00,1.00,3.00,0.00,-0.13,-0.50,-0.12,-0.65
136601090.00,1.00,54.00,1.00,4.00,1.00,5.00,0.00,-0.47,-0.61,-0.84,-1.00
136601130.00,1.00,18.00,1.00,3.00,5.00,2.00,0.00,-1.04,-2.09,-0.73,0.53
136601170.00,1.00,72.00,1.00,1.00,5.00,2.00,0.00,-1.07,-0.68,-0.32,0.74
136601210.00,2.00,36.00,1.00,1.00,5.00,1.00,0.00,-0.77,-0.08,1.11,1.51
136601250.00,1.00,45.00,1.00,4.00,1.00,5.00,0.00,-1.34,1.00,0.82,-0.99
136601290.00,2.00,33.00,1.00,4.00,1.00,5.00,0.00,-1.34,-0.68,-1.72,-1.22
136602010.00,1.00,54.00,1.00,4.00,3.00,5.00,0.00,-0.18,2.03,1.07,0.94
136602050.00,2.00,40.00,1.00,2.00,5.00,5.00,0.00,0.73,0.92,1.75,1.05
136602170.00,2.00,82.00,1.00,2.00,3.00,5.00,0.00,0.42,9999.00,0.77,-0.99
136602210.00,2.00,25.00,1.00,3.00,2.00,5.00,0.00,0.71,-0.32,1.06,0.44
136602250.00,1.00,64.00,1.00,4.00,1.00,5.00,0.00,1.59,1.04,3.17,-0.97
136603010.00,1.00,55.00,1.00,1.00,4.00,1.00,0.00,9999.00,-0.53,-0.32,-1.22
136603050.00,1.00,19.00,3.00,3.00,3.00,3.00,0.00,9999.00,9999.00,0.17,0.53
136603090.00,1.00,73.00,1.00,1.00,4.00,1.00,0.00,0.42,9999.00,-0.32,0.73
136603170.00,2.00,18.00,3.00,2.00,5.00,3.00,0.00,-1.05,9999.00,-1.28,0.53
136603210.00,2.00,25.00,1.00,3.00,2.00,2.00,0.00,9999.00,9999.00,-0.38,1.51
136603250.00,2.00,43.00,1.00,2.00,2.00,2.00,1.00,0.40,-0.02,-0.08,0.53
136604010.00,2.00,29.00,1.00,4.00,1.00,1.00,1.00,-0.52,9999.00,0.38,1.40
136604090.00,1.00,70.00,1.00,3.00,5.00,1.00,0.00,9999.00,-0.26,0.07,1.65
136604130.00,1.00,45.00,1.00,3.00,3.00,3.00,0.00,1.62,9999.00,1.59,2.22
136604210.00,1.00,32.00,1.00,4.00,1.00,3.00,0.00,0.95,9999.00,1.23,0.04
136604250.00,2.00,48.00,1.00,4.00,1.00,4.00,0.00,-1.06,9999.00,0.13,9999.00
136605010.00,2.00,79.00,1.00,3.00,4.00,5.00,0.00,1.01,2.28,-0.57,-1.22
136605050.00,2.00,41.00,1.00,4.00,1.00,5.00,0.00,0.78,9999.00,-0.07,-0.05
136605090.00,2.00,73.00,1.00,2.00,4.00,4.00,0.00,-1.04,-0.35,-1.02,-0.21
136605170.00,2.00,26.00,1.00,5.00,4.00,5.00,0.00,0.42,9999.00,1.56,0.97
136605210.00,2.00,34.00,1.00,4.00,1.00,5.00,0.00,-0.20,9999.00,-0.11,-0.97
136606010.00,2.00,84.00,1.00,1.00,6.00,2.00,0.00,-3.10,-1.91,-1.72,-1.22
136606050.00,1.00,73.00,1.00,1.00,5.00,2.00,0.00,0.12,9999.00,-0.32,-0.73
136606090.00,2.00,66.00,1.00,1.00,5.00,1.00,0.00,9999.00,9999.00,0.34,1.92
136606130.00,2.00,84.00,1.00,1.00,2.00,3.00,0.00,9999.00,9999.00,-0.32,-0.24
136606170.00,2.00,28.00,1.00,4.00,4.00,3.00,0.00,-0.17,9999.00,0.12,-1.22
136606250.00,2.00,83.00,1.00,1.00,3.00,4.00,0.00,9999.00,9999.00,-1.52,-1.22
136606330.00,2.00,91.00,1.00,5.00,1.00,4.00,0.00,9999.00,9999.00,-0.32,-1.22
136607010.00,1.00,54.00,1.00,4.00,3.00,4.00,0.00,-0.75,-0.23,9999.00,-0.73
136607050.00,1.00,64.00,1.00,1.00,4.00,2.00,0.00,9999.00,-0.17,-0.32,-0.78
136607090.00,2.00,77.00,1.00,1.00,1.00,5.00,0.00,9999.00,-0.65,-0.57,-1.22
136607170.00,1.00,41.00,1.00,1.00,5.00,4.00,0.00,1.62,0.66,-0.52,-0.73
136607210.00,2.00,50.00,1.00,2.00,1.00,3.00,0.00,0.10,0.05,-0.32,-0.45
136608050.00,2.00,76.00,1.00,1.00,5.00,3.00,0.00,-0.43,9999.00,-0.78,-0.95
136608130.00,1.00,79.00,1.00,1.00,5.00,4.00,0.00,-1.34,-0.25,-1.72,-1.22
136608210.00,1.00,42.00,1.00,5.00,1.00,3.00,0.00,9999.00,9999.00,1.07,-0.75
136608250.00,1.00,41.00,1.00,3.00,3.00,2.00,0.00,9999.00,9999.00,0.37,1.44
136609010.00,1.00,17.00,1.00,2.00,5.00,2.00,0.00,-1.63,-1.96,-1.23,0.44
136609050.00,2.00,51.00,1.00,2.00,1.00,2.00,0.00,-1.04,-0.53,-0.32,-0.95
136609210.00,2.00,31.00,1.00,4.00,1.00,2.00,0.00,9999.00,-1.01,-0.32,-0.67
136609250.00,2.00,50.00,1.00,2.00,5.00,2.00,0.00,9999.00,-0.86,-0.32,-1.22
136609290.00,2.00,25.00,1.00,2.00,1.00,1.00,0.00,1.02,9999.00,1.30,0.22
136610010.00,1.00,65.00,1.00,4.00,1.00,3.00,0.00,0.12,0.63,-0.40,-0.02
136610090.00,2.00,49.00,1.00,1.00,5.00,3.00,0.00,-0.16,9999.00,0.58,-0.12
136610130.00,1.00,45.00,1.00,4.00,1.00,5.00,0.00,-0.77,-0.10,-1.24,-0.46
136610170.00,1.00,62.00,1.00,4.00,1.00,2.00,0.00,9999.00,9999.00,9999.00,-1.22
136610250.00,2.00,67.00,1.00,4.00,1.00,2.00,0.00,0.12,9999.00,9999.00,-0.02
136611050.00,1.00,35.00,1.00,3.00,1.00,4.00,0.00,-1.94,-1.01,-0.62,-1.22
136611090.00,2.00,63.00,1.00,4.00,1.00,4.00,0.00,-0.75,9999.00,0.30,-1.00
136611170.00,2.00,53.00,1.00,5.00,3.00,4.00,0.00,1.01,9999.00,-0.61,0.05
136611210.00,2.00,47.00,1.00,4.00,1.00,4.00,1.00,9999.00,9999.00,9999.00,-0.73
136612090.00,2.00,43.00,1.00,4.00,1.00,4.00,0.00,0.45,-0.13,-1.31,-1.00
136612170.00,1.00,67.00,1.00,1.00,1.00,4.00,1.00,9999.00,9999.00,0.09,-1.22
136612210.00,1.00,39.00,1.00,2.00,4.00,4.00,0.00,9999.00,9999.00,-0.32,-1.22
136612250.00,1.00,41.00,1.00,4.00,1.00,4.00,0.00,-0.46,9999.00,-0.16,-0.73
136613050.00,2.00,41.00,1.00,4.00,1.00,3.00,0.00,0.14,9999.00,0.61,-0.05
136613090.00,1.00,85.00,1.00,1.00,5.00,3.00,0.00,0.42,0.77,-0.32,0.53
