Sserial,Sex,Age,Married,Children,Education,eq_inc_quintiles,RClassGp,CCBELIEV,carallow,carreduc,carnod2,cartaxhi,carenvdc,plnenvt,plnuppri,Politics,Voted,actchar,actpol,govnosa2,PartyId2,leftrigh,libauth,WtFactor
292544,1,52,1,1,1,3,1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,3,5,2,2,1,2.833333333,1.584507285
292553,1,46,1,1,1,2,1,2,-1,-1,-1,-1,-1,-1,-1,2,2,-1,-1,-1,2,-1,-1,1.172603385
292555,2,54,1,1,3,1,1,3,-1,-1,-1,-1,-1,-1,-1,4,2,-1,-1,-1,8,3.4,3.666666667,1.34221679
292564,2,53,1,1,3,-1,5,3,4,1,4,3,1,3,3,4,-1,-1,-1,-1,1,1.6,5,0.891708705
292567,1,46,1,2,1,5,1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,5,5,2,5,2.8,3.833333333,0.672032139
292587,1,50,1,2,3,-1,8,2,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,1,-1,-1,1.234232224
292594,2,52,2,1,2,-1,4,3,3,3,3,3,2,3,3,4,-1,-1,-1,-1,5,3,3.666666667,1.732905686
292595,1,52,1,2,2,4,4,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,1,3.8,3.833333333,1.064191535
292596,2,49,4,2,4,2,5,3,-1,-1,-1,-1,-1,-1,-1,2,1,5,5,1,5,2,2.666666667,0.460192579
292600,2,48,1,1,2,2,1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,8,-1,-1,1.65146069
292601,2,51,2,2,2,5,1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,5,5,2,1,1.8,3.333333333,0.589000459
292602,2,49,1,2,1,1,1,3,-1,-1,-1,-1,-1,-1,-1,3,1,2,5,3,6,2.2,2.5,0.740556482
292608,1,52,1,2,3,-1,5,3,9,9,2,9,9,4,2,1,-1,-1,-1,-1,5,1.4,5,1.417508497
292613,1,47,4,2,3,5,5,-1,-1,-1,-1,-1,-1,-1,-1,1,1,5,5,2,2,1,2.333333333,0.533287202
292616,1,48,4,2,8,-1,3,1,3,2,2,4,2,4,4,1,-1,-1,-1,-1,4,2,4.333333333,0.647425715
292619,1,54,1,1,2,2,1,3,-1,-1,-1,-1,-1,-1,-1,3,1,4,5,2,1,2.2,4.333333333,1.747262174
292639,1,52,1,1,2,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,2,-1,-1,1.282633218
292640,2,48,1,1,3,-1,2,3,4,2,4,4,4,4,4,2,-1,-1,-1,-1,2,1.6,3.666666667,0.743534314
292654,2,49,1,1,3,-1,1,3,3,2,1,4,2,4,4,2,-1,-1,-1,-1,1,3.2,3.166666667,0.739957186
292658,2,53,4,2,2,5,1,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,1,2.4,4,0.675721389
292660,1,51,2,2,3,-1,5,3,2,4,1,4,1,4,2,3,-1,-1,-1,-1,2,3.2,4.166666667,0.498088906
292665,2,53,1,1,2,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,3,1,4,5,3,2,2.2,4.5,0.982492506
292667,2,52,1,2,1,-1,1,3,4,1,4,1,2,5,1,2,-1,-1,-1,-1,2,1,2.833333333,0.971643196
292668,1,50,1,2,1,-1,1,3,-1,-1,-1,-1,-1,-1,-1,2,2,5,5,5,3,2,2.333333333,1.563236878
292669,2,53,4,1,2,-1,2,3,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,1,-1,-1,1.428433096
292674,2,51,2,2,3,-1,5,2,4,5,2,3,3,9,9,3,-1,-1,-1,-1,1,2.8,3.833333333,1.134403889
292679,1,53,1,1,1,-1,1,3,-1,-1,-1,-1,-1,-1,-1,2,2,-1,-1,-1,2,2,4.166666667,1.210804816
292687,1,45,1,1,4,1,3,-1,-1,-1,-1,-1,-1,-1,-1,4,2,-1,-1,-1,2,-1,-1,1.758905155
292689,2,45,1,2,2,-1,3,3,3,2,4,4,4,3,2,3,-1,-1,-1,-1,1,3,3.333333333,1.346425714
292691,2,46,2,1,3,-1,2,3,-1,-1,-1,-1,-1,-1,-1,2,1,5,5,2,2,1,3.833333333,0.471002155
292704,1,52,4,2,2,5,3,3,-1,-1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,1,2.8,3.5,0.633724042
292709,1,45,1,2,1,5,1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,1,-1,-1,1.105921268
292713,2,45,4,1,4,-1,5,2,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,1,3,3.666666667,0.55307883
292718,2,46,1,2,2,-1,2,3,3,2,2,4,2,3,4,4,-1,-1,-1,-1,5,2.2,3.833333333,1.227312038
292722,2,50,1,1,1,1,1,3,-1,-1,-1,-1,-1,-1,-1,3,2,-1,-1,-1,6,2.6,3.666666667,0.815025733
292728,2,52,2,2,2,4,1,3,-1,-1,-1,-1,-1,-1,-1,4,1,5,5,2,1,2.2,3.833333333,0.423584525
292746,2,52,1,2,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,5,5,3,1,3,4.5,0.871200862
292748,2,54,4,2,4,-1,5,1,-1,-1,-1,-1,-1,-1,-1,5,2,-1,-1,-1,5,-1,-1,0.42625412
292762,2,48,1,1,1,1,3,-1,-1,-1,-1,-1,-1,-1,-1,2,1,4,5,4,2,2.2,3.166666667,0.723658963
292772,2,54,1,1,3,-1,1,3,-1,-1,-1,-1,-1,-1,-1,3,1,5,5,2,5,3.6,3,1.304145201
292775,1,50,1,1,2,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,4,1,5,5,3,1,2.8,4.333333333,1.459000369
292778,2,45,4,1,1,-1,1,3,3,4,3,4,3,5,2,3,-1,-1,-1,-1,2,1.8,4.833333333,0.679823453
292779,2,47,1,1,1,-1,1,2,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,1,3,2.833333333,0.861135628
292780,1,48,4,2,3,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,5,2,-1,-1,-1,1,-1,-1,0.540469625
292790,2,47,1,1,1,4,1,3,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,2,3,2.666666667,0.990231589
292794,1,46,1,1,2,4,3,3,-1,-1,-1,-1,-1,-1,-1,4,1,5,5,2,1,3.4,4.166666667,1.34354445
292806,1,48,1,1,4,-1,3,3,3,3,3,4,2,3,3,1,-1,-1,-1,-1,2,1,3,1.986510303
292810,1,53,1,1,3,-1,1,3,2,2,4,4,4,4,1,2,-1,-1,-1,-1,4,2.2,4,0.870035079
292820,1,51,1,1,4,2,5,3,-1,-1,-1,-1,-1,-1,-1,5,1,-1,-1,-1,2,-1,-1,1.390596737
292824,2,51,1,2,3,-1,1,3,3,3,3,3,3,3,4,5,-1,-1,-1,-1,5,4,4.666666667,0.903313073
292827,2,50,2,2,2,-1,3,3,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,1,-1,-1,0.435211024
292829,2,54,2,1,3,1,5,2,-1,-1,-1,-1,-1,-1,-1,3,2,-1,-1,-1,5,1.4,3.833333333,1.303886602
292832,1,52,1,1,2,-1,1,2,4,4,2,4,2,4,4,2,-1,-1,-1,-1,1,4,4,1.796894878
292840,2,48,1,1,2,-1,1,3,-1,-1,-1,-1,-1,-1,-1,3,1,4,5,2,2,2.4,3.833333333,0.812078079
292841,2,49,1,2,2,-1,1,2,-1,-1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,5,3,4.5,0.813028982
292845,1,51,2,2,3,-1,3,2,2,4,4,4,4,2,4,2,-1,-1,-1,-1,5,2.4,3.166666667,0.535221315
292876,2,49,1,1,1,-1,1,3,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,2,-1,-1,0.77916384
292884,2,52,2,2,3,-1,5,3,5,1,3,2,2,4,1,4,-1,-1,-1,-1,2,1,3.833333333,0.460982768
292885,1,49,1,2,2,4,1,3,-1,-1,-1,-1,-1,-1,-1,4,1,5,5,3,8,2.6,3.5,0.868929108
292890,1,48,1,1,1,-1,4,3,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,8,2,4.166666667,3.058970035
292892,2,50,1,1,1,2,2,3,-1,-1,-1,-1,-1,-1,-1,3,1,2,5,4,1,2.8,3.833333333,0.88449448
292893,1,46,1,1,2,3,3,-1,-1,-1,-1,-1,-1,-1,-1,3,2,4,5,4,8,2.2,3.833333333,1.455136399
292894,2,50,1,1,2,-1,5,3,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,2,-1,-1,1.393481251
292895,2,47,1,2,2,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,2,-1,-1,0.903471777
292896,2,47,4,2,3,5,2,-1,-1,-1,-1,-1,-1,-1,-1,3,2,5,5,3,2,2.6,3.5,0.421164166
292899,1,51,1,2,3,-1,8,3,5,1,1,2,1,4,4,3,-1,-1,-1,-1,1,1.4,3.833333333,1.254699753
292900,2,54,2,2,3,2,3,3,-1,-1,-1,-1,-1,-1,-1,4,2,-1,-1,-1,5,2.2,4.166666667,0.557817486
292910,2,46,1,1,2,-1,-1,2,5,1,8,5,8,5,5,4,-1,-1,-1,-1,8,1,3.666666667,1.389907759
292916,2,48,4,1,4,-1,5,3,4,4,4,4,4,2,2,5,-1,-1,-1,-1,5,1.8,4.666666667,0.929034057
292927,1,49,1,1,8,2,3,3,-1,-1,-1,-1,-1,-1,-1,5,2,-1,-1,-1,5,2.6,3.833333333,1.560687722
292932,2,48,3,2,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,2,1,9,9,2,1,2,3.5,0.458028304
292933,1,47,2,2,1,3,5,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,2,-1,-1,0.664112997
292937,2,52,1,1,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,3,1,4,5,2,1,3.8,3.5,0.698889348
292938,1,52,1,1,2,1,1,3,-1,-1,-1,-1,-1,-1,-1,2,1,2,5,4,2,3.8,2.833333333,1.103191357
292945,1,54,2,2,2,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,5,2,5,5,1,5,3,3,0.655925892
292947,1,52,4,2,2,5,1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,5,5,5,1,3.2,3.333333333,0.541486145
292949,2,50,2,2,2,-1,1,2,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,2,-1,-1,0.408293809
292951,2,51,1,1,4,2,5,3,-1,-1,-1,-1,-1,-1,-1,3,1,5,5,3,2,1.8,4.666666667,1.841872649
292954,1,52,1,1,3,-1,3,3,4,4,4,5,4,4,2,3,-1,-1,-1,-1,3,2.6,3.166666667,1.248013868
292974,1,46,1,1,3,4,4,-1,-1,-1,-1,-1,-1,-1,-1,3,1,4,5,2,2,2.4,3.5,1.50955202
292981,2,52,1,2,2,3,2,3,-1,-1,-1,-1,-1,-1,-1,4,2,-1,-1,-1,2,2.8,3.333333333,1.041727643
292989,2,50,1,1,3,4,1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,1,-1,-1,0.986342238
292993,2,53,1,1,1,-1,1,3,3,2,4,2,3,4,4,3,-1,-1,-1,-1,2,2.2,4.166666667,2.341948518
293001,2,54,2,1,1,1,4,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,1,3.8,5,1.559942877
293008,1,45,2,2,3,-1,3,3,2,2,4,2,2,5,1,1,-1,-1,-1,-1,1,2.8,3.333333333,0.617584097
293030,2,47,1,1,2,1,1,3,-1,-1,-1,-1,-1,-1,-1,3,1,2,5,3,1,3.4,3.5,1.10188281
293035,2,52,1,1,2,-1,2,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,1,3.8,3.833333333,0.886038335
293039,2,48,1,1,3,1,5,3,-1,-1,-1,-1,-1,-1,-1,5,1,5,5,3,1,3,3.666666667,1.077167746
293045,1,45,1,2,2,5,1,3,-1,-1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,1,3.2,3.5,1.18280287
293049,2,47,1,1,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,4,-1,-1,1.575876957
293067,1,50,1,1,1,-1,1,3,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,2.185841211
293071,2,50,1,1,2,-1,5,3,-1,-1,-1,-1,-1,-1,-1,4,2,-1,-1,-1,2,2,4.333333333,0.85116882
293074,1,47,2,2,2,2,5,3,-1,-1,-1,-1,-1,-1,-1,1,1,5,5,2,2,1.6,3.666666667,0.599422214
293083,2,50,1,1,2,-1,1,3,-1,-1,-1,-1,-1,-1,-1,3,2,-1,-1,-1,5,-1,-1,0.856936145
293097,2,48,1,1,1,-1,2,2,-1,-1,-1,-1,-1,-1,-1,3,1,4,5,3,1,2.4,3.5,0.785126314
293101,1,45,1,2,3,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,1,1,5,5,2,1,3,4,0.862807235
293111,2,47,4,1,1,2,1,3,-1,-1,-1,-1,-1,-1,-1,2,1,3,5,2,2,2.2,3,1.382919247
293113,1,46,1,1,1,2,1,3,-1,-1,-1,-1,-1,-1,-1,3,2,1,5,8,5,2.8,3.833333333,1.043827617
293114,2,50,1,2,3,3,5,3,-1,-1,-1,-1,-1,-1,-1,4,1,5,5,2,8,2.6,4.166666667,1.116358383
293118,2,53,1,1,1,4,1,3,-1,-1,-1,-1,-1,-1,-1,2,1,3,5,4,1,2.2,3,0.749158334
293119,2,46,4,2,4,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,5,2,9,9,4,8,3,4.166666667,0.680019607
293130,1,45,1,1,3,3,4,-1,-1,-1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,2,-1,-1,2.243755885
293134,1,45,1,1,4,-1,3,2,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1.610283439
293141,2,48,1,1,2,-1,3,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,2,1.4,2,1.379779849
293142,1,49,2,2,3,2,3,3,-1,-1,-1,-1,-1,-1,-1,4,2,-1,-1,-1,8,-1,-1,0.480230966
293148,2,50,1,2,3,-1,5,3,4,2,2,3,3,3,3,5,-1,-1,-1,-1,8,2.8,3.833333333,0.859452492
293152,2,54,4,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,2,-1,-1,1.16763445
293154,2,53,1,2,2,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,1,1,5,5,4,1,3.8,3.333333333,1.373328498
293159,2,49,1,2,2,1,1,3,-1,-1,-1,-1,-1,-1,-1,5,2,-1,-1,-1,5,1.2,3.833333333,0.925854035
293174,2,48,1,2,1,-1,1,3,4,2,3,4,2,4,3,3,-1,-1,-1,-1,2,1.4,2.666666667,1.138113102
293180,2,45,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,3,5,4,1,3,3.166666667,0.996228109
293186,1,45,1,1,4,-1,3,3,3,3,1,5,4,2,4,2,-1,-1,-1,-1,3,2.2,4,1.986510303
293187,2,52,2,2,2,-1,5,1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,4,-1,-1,0.732948323
293188,2,47,2,2,2,4,1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,4,5,4,1,3.2,3.833333333,0.421081332
293191,2,46,4,2,2,5,4,3,-1,-1,-1,-1,-1,-1,-1,1,1,5,3,1,2,1.6,1.5,0.631251027
293192,2,48,4,1,1,4,1,3,-1,-1,-1,-1,-1,-1,-1,1,1,3,4,4,2,2,2.5,1.048897917
293194,1,50,1,1,1,2,1,3,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,4,4,4.5,1.467071715
293196,2,46,1,2,2,5,1,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,6,2.2,2.666666667,0.821887654
293200,2,54,1,1,3,2,2,3,-1,-1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,1,3.4,3.833333333,1.393930046
293208,2,52,1,2,3,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,1,1,5,5,2,4,1.6,4.333333333,0.785357675
293212,1,46,1,2,3,-1,5,3,3,3,3,4,3,3,3,3,-1,-1,-1,-1,1,2.8,3.666666667,0.870466386
293215,2,49,1,1,1,2,1,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,2,2.4,3.2,1.738774378
293218,1,46,2,2,2,4,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,3,4,5,2,3.8,3,1.163709351
293225,2,51,1,1,2,-1,1,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,2,-1,-1,1.502913568
293232,1,45,1,1,3,5,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,4,4,4,1,3.6,3.666666667,1.27062919
293236,2,54,3,2,3,-1,5,3,-1,-1,-1,-1,-1,-1,-1,4,2,-1,-1,-1,5,3,3.833333333,0.399972724
293242,1,51,2,2,4,-1,5,3,3,3,3,3,3,2,1,4,-1,-1,-1,-1,2,3,3,0.649654292
293244,2,51,4,1,4,1,5,-1,-1,-1,-1,-1,-1,-1,-1,5,2,-1,-1,-1,2,-1,-1,1.156292936
293245,1,48,4,2,1,-1,1,3,-1,-1,-1,-1,-1,-1,-1,5,1,-1,-1,-1,6,2.2,3.833333333,0.684205549
293249,1,54,4,2,4,5,3,-1,-1,-1,-1,-1,-1,-1,-1,5,2,-1,-1,-1,5,-1,-1,1.374959945
293257,2,52,4,1,1,-1,2,3,-1,-1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,2,2.2,3,0.513077267
293266,1,50,1,1,2,-1,1,3,-1,-1,-1,-1,-1,-1,-1,3,1,4,5,3,8,3.6,3.5,1.140542321
293288,2,46,4,1,2,2,2,3,-1,-1,-1,-1,-1,-1,-1,4,1,8,5,2,2,2.2,3,0.38523654
293289,2,47,1,2,2,-1,1,3,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,2,1,1.166666667,1.527938996
293290,1,46,1,1,4,-1,5,3,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,1.401281772
293291,2,52,1,1,4,-1,5,2,2,2,2,5,2,2,2,5,-1,-1,-1,-1,2,2.2,4.833333333,1.333341482
293293,1,47,2,2,3,-1,5,3,-1,-1,-1,-1,-1,-1,-1,3,2,3,4,9,1,2.8,2.5,0.624487648
293296,2,52,1,2,4,-1,1,3,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,1,-1,-1,0.999021858
293301,2,46,1,1,2,-1,2,3,4,2,2,2,2,4,2,2,-1,-1,-1,-1,2,2.2,3.333333333,1.005943979
293302,1,51,2,2,3,4,2,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,4,-1,-1,0.636046131
293303,1,46,1,2,1,3,1,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,2,-1,-1,1.868551191
293310,2,48,2,1,2,4,4,2,-1,-1,-1,-1,-1,-1,-1,4,1,5,5,3,2,2.8,4.166666667,1.432965152
293311,1,47,1,1,3,-1,5,3,3,3,2,4,3,3,4,4,-1,-1,-1,-1,5,2.6,3.833333333,0.982279947
293312,1,53,1,1,2,1,5,3,-1,-1,-1,-1,-1,-1,-1,4,2,-1,-1,-1,2,3,3.166666667,2.393942193
293331,1,48,4,2,1,5,2,-1,-1,-1,-1,-1,-1,-1,-1,3,1,5,5,4,2,1.4,2.5,0.580175641
293336,1,47,1,1,1,-1,3,3,5,1,2,1,1,5,1,1,-1,-1,-1,-1,6,1.6,2.666666667,0.785183651
293342,1,46,2,2,3,-1,5,3,-1,-1,-1,-1,-1,-1,-1,2,1,5,3,3,2,2,3.666666667,0.567905624
293344,2,50,1,2,3,4,2,-1,-1,-1,-1,-1,-1,-1,-1,3,1,4,5,2,1,2.8,2.666666667,0.955621214
293352,1,48,4,2,1,5,1,3,-1,-1,-1,-1,-1,-1,-1,1,1,5,5,4,3,3.2,2.666666667,0.621301783
293353,2,46,3,1,4,-1,5,3,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,5,-1,-1,0.603165706
293355,2,45,2,2,1,2,1,3,-1,-1,-1,-1,-1,-1,-1,3,1,5,5,3,2,1,3.5,0.955623923
293365,2,47,2,1,4,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,5,2,-1,-1,-1,5,-1,-1,0.464704903
293375,2,46,1,1,2,2,3,-1,-1,-1,-1,-1,-1,-1,-1,2,1,1,5,4,2,2.8,3.5,1.029094837
293382,2,45,4,2,4,2,5,-1,-1,-1,-1,-1,-1,-1,-1,5,1,5,5,3,8,3,3.833333333,0.440741146
293384,1,54,1,2,4,3,5,3,-1,-1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,2,1,4.5,1.304754169
293388,1,53,1,1,3,-1,4,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,2,2.8,4,0.976240946
293390,1,47,4,2,4,1,5,2,-1,-1,-1,-1,-1,-1,-1,2,2,-1,-1,-1,5,-1,-1,0.975241449
293395,1,50,1,2,3,1,5,-1,-1,-1,-1,-1,-1,-1,-1,2,1,5,5,3,1,2.8,3.5,0.887426349
293400,1,45,1,2,4,2,3,-1,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,2,-1,-1,0.977582843
293412,2,53,1,1,3,-1,1,3,-1,-1,-1,-1,-1,-1,-1,3,1,5,5,1,4,1.6,4,0.737041411
293415,1,47,2,2,4,4,5,-1,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,2,-1,-1,0.819100405
293420,2,45,1,1,3,1,3,3,-1,-1,-1,-1,-1,-1,-1,3,2,5,5,2,8,2.4,3.833333333,0.837826918
293423,2,49,2,1,2,-1,1,2,3,2,2,2,2,4,2,2,-1,-1,-1,-1,2,3.6,4,0.51524189
293429,2,54,1,2,3,2,5,3,-1,-1,-1,-1,-1,-1,-1,4,1,5,5,4,2,2.8,3.5,0.879528563
293434,1,52,1,1,1,-1,3,3,5,1,3,2,3,4,3,1,-1,-1,-1,-1,2,1,2.333333333,1.099241729
293437,2,51,3,1,4,-1,-1,3,2,2,2,3,2,3,3,3,-1,-1,-1,-1,2,1.8,3.5,1.150701957
293438,2,49,2,1,2,-1,2,2,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,2,-1,-1,0.447405558
293439,2,46,2,1,2,-1,1,3,4,3,3,2,1,4,3,3,-1,-1,-1,-1,1,3.2,3.166666667,0.490471888
293441,2,46,1,2,3,1,5,3,-1,-1,-1,-1,-1,-1,-1,4,2,5,5,3,8,1.6,3.666666667,0.93926666
293443,2,45,1,1,3,2,5,-1,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,1,-1,-1,0.968374653
293444,2,45,1,1,2,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,3,1,4,3,1,8,9,9,0.988881489
293451,2,51,4,2,3,-1,3,3,2,4,1,5,5,2,2,4,-1,-1,-1,-1,2,2.8,4,0.419006507
293457,2,47,2,1,1,4,3,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,2,4,3,0.395612603
293459,2,45,1,2,1,-1,1,3,-1,-1,-1,-1,-1,-1,-1,2,1,5,5,4,3,3.2,2.166666667,0.463815477
293461,2,47,4,1,4,-1,1,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,2,2.4,3.5,0.445037739
293462,2,48,1,2,2,5,1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,4,5,2,1,2.4,3.833333333,0.804320657
293466,2,51,2,1,4,-1,5,1,2,5,2,5,5,2,3,5,-1,-1,-1,-1,5,1.4,4.333333333,0.349147076
293472,1,48,2,2,8,1,5,3,-1,-1,-1,-1,-1,-1,-1,4,2,-1,-1,-1,5,1,3.5,0.75523734
293483,2,47,2,2,3,1,5,3,-1,-1,-1,-1,-1,-1,-1,5,1,-1,-1,-1,2,2,2.833333333,0.695659803
293493,2,45,4,2,2,4,1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,1,5,4,1,3.6,3.5,0.47603009
293497,1,47,1,1,2,3,2,3,-1,-1,-1,-1,-1,-1,-1,2,1,5,5,4,1,2.4,3.5,1.0095591
293498,2,47,2,2,1,-1,1,3,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,8,2.6,3.833333333,0.4077604
293499,1,47,1,2,3,1,3,-1,-1,-1,-1,-1,-1,-1,-1,2,1,5,5,1,2,3.6,3.666666667,1.186975271
293504,1,47,1,2,3,-1,1,3,-1,-1,-1,-1,-1,-1,-1,2,1,5,5,2,1,2.2,3.166666667,0.980308112
293508,1,51,1,1,3,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,8,-1,-1,2.001619374
293514,2,49,1,1,2,3,2,3,-1,-1,-1,-1,-1,-1,-1,4,1,3,5,2,1,3.4,3.833333333,1.217951954
293519,2,53,1,1,3,3,5,3,-1,-1,-1,-1,-1,-1,-1,3,1,3,5,3,1,2.8,3.333333333,1.601596161
293522,2,47,3,2,1,5,1,-1,-1,-1,-1,-1,-1,-1,-1,4,2,5,5,2,5,2,2.666666667,0.973864886
293530,1,46,1,2,1,5,4,-1,-1,-1,-1,-1,-1,-1,-1,4,2,5,5,2,1,2.8,3.666666667,1.149472723
293539,1,49,1,1,1,5,1,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,2,2.8,2.333333333,0.818139132
293541,1,52,2,2,2,4,1,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,5,2.2,3.5,0.510745235
293553,2,52,4,1,2,-1,5,3,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,6,-1,-1,1.145976996
293555,1,48,1,2,3,2,4,-1,-1,-1,-1,-1,-1,-1,-1,3,1,5,5,2,2,2.8,3.333333333,0.998456531
293565,1,54,1,2,1,5,1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,5,5,1,5,2.2,4.666666667,0.987093738
293566,1,53,1,2,1,5,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,5,5,2,2,3.8,2.5,0.974853705
293567,2,54,1,2,3,-1,2,3,3,3,2,4,3,3,3,4,-1,-1,-1,-1,1,3,4.5,0.891893407
293570,1,48,1,2,2,3,2,2,-1,-1,-1,-1,-1,-1,-1,5,2,5,5,3,5,9,9,1.113399818
293594,2,45,1,2,1,-1,1,3,-1,-1,-1,-1,-1,-1,-1,3,1,4,5,3,2,3.4,2.5,0.831987244
293610,1,50,4,2,2,5,5,-1,-1,-1,-1,-1,-1,-1,-1,2,1,5,5,4,2,2.2,2.666666667,0.5613177
293620,1,46,1,1,1,4,1,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,1,2.8,3,1.135430933
293634,2,54,2,1,3,-1,3,3,2,3,2,4,3,2,4,2,-1,-1,-1,-1,2,2.6,3.833333333,0.513077267
293638,1,53,1,1,1,-1,1,3,4,2,2,3,2,4,3,2,-1,-1,-1,-1,2,2.6,3.833333333,1.103644717
293644,1,52,1,2,2,-1,5,3,3,2,4,2,3,3,3,1,-1,-1,-1,-1,2,1.4,2,1.140110859
293646,2,54,1,2,2,1,1,3,-1,-1,-1,-1,-1,-1,-1,4,2,5,5,2,5,2.2,3.833333333,0.838687908
293648,1,51,4,2,3,-1,5,2,2,3,1,5,2,2,5,4,-1,-1,-1,-1,5,2.8,4.666666667,0.595756333
293650,1,54,1,1,1,-1,1,3,2,4,2,2,2,2,2,1,-1,-1,-1,-1,1,3.4,3,1.647146997
