Sserial	Rsex	RAgeCat	Married	ChildHh	HEdQual3	eq_inc_quintiles	RClassGp	CCBELIEV	carallow	carreduc	carnod2	cartaxhi	carenvdc	plnenvt	plnuppri	Politics	Voted	actchar	actpol	govnosa2	PartyId2	leftrigh	libauth	WtFactor
292213	1	2	1	2	1	-1	1	3	4	2	1	4	2	4	5	3	-1	-1	-1	-1	2	2.6	2.5	1.92712126
292214	2	7	1	2	4	2	5	-1	-1	-1	-1	-1	-1	-1	-1	4	1	-1	-1	-1	2	-1	-1	2.207814215
292215	2	3	1	2	1	-1	1	3	3	2	2	3	2	3	2	1	-1	-1	-1	-1	3	2.4	3.833333333	0.973085762
292216	1	7	2	2	1	2	1	3	-1	-1	-1	-1	-1	-1	-1	4	1	-1	-1	-1	1	3.6	3.666666667	0.406683176
292217	1	7	4	2	3	-1	3	3	4	2	2	4	2	9	9	2	-1	-1	-1	-1	5	9	4	0.622139405
292218	2	3	1	1	2	-1	1	3	-1	-1	-1	-1	-1	-1	-1	2	1	1	4	3	2	1.4	3	0.809814449
292219	2	3	4	2	2	2	-1	3	-1	-1	-1	-1	-1	-1	-1	4	2	-1	-1	-1	8	-1	-1	1.453768967
292220	2	3	2	2	4	-1	5	3	-1	-1	-1	-1	-1	-1	-1	2	1	5	5	1	4	2	5	0.567842831
292221	2	1	4	2	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	4	1	5	5	2	2	3	3.5	1.744934631
292222	2	4	4	2	3	-1	1	3	-1	-1	-1	-1	-1	-1	-1	2	2	-1	-1	-1	5	-1	-1	1.222373281
292223	2	6	3	2	2	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	8	-1	-1	0.528658269
292224	2	1	1	2	2	-1	5	-1	-1	-1	-1	-1	-1	-1	-1	3	1	3	5	1	2	2	3.5	2.039822971
292225	1	7	1	2	1	-1	1	3	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	2	1	2.166666667	0.969424911
292226	1	7	1	2	2	-1	5	3	-1	-1	-1	-1	-1	-1	-1	3	1	5	5	3	2	2.6	3.5	0.787090333
292227	2	3	2	1	4	2	5	3	-1	-1	-1	-1	-1	-1	-1	4	2	-1	-1	-1	5	2.4	4	0.489516187
292228	1	7	3	2	4	-1	5	3	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	1	2.6	4.333333333	0.491394084
292229	2	7	3	2	4	-1	2	3	-1	-1	-1	-1	-1	-1	-1	5	2	5	9	8	5	9	9	0.650634909
292230	2	5	1	2	4	-1	5	-1	-1	-1	-1	-1	-1	-1	-1	3	2	5	5	2	2	3.6	3.333333333	1.350712635
292231	2	4	2	2	4	4	5	3	-1	-1	-1	-1	-1	-1	-1	5	1	5	5	1	2	2	4.333333333	0.476705063
292232	2	5	1	2	2	-1	1	3	3	2	3	4	2	4	4	4	-1	-1	-1	-1	1	4.4	3.833333333	1.064389082
292233	2	2	1	2	2	1	1	3	-1	-1	-1	-1	-1	-1	-1	2	1	-1	-1	-1	2	2.2	2.666666667	1.03977964
292234	1	7	1	2	4	3	1	-1	-1	-1	-1	-1	-1	-1	-1	3	1	4	5	2	1	2	4	1.063306713
292235	2	7	1	2	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	1	2	-1	-1	-1	1	-1	-1	1.125516277
292236	1	2	1	2	2	-1	5	2	2	3	2	4	4	2	4	4	-1	-1	-1	-1	4	3.4	2.833333333	1.277381465
292237	1	7	1	2	3	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	3	1	1	5	3	1	1.8	4.833333333	0.958989034
292238	2	7	1	2	4	-1	5	2	-1	-1	-1	-1	-1	-1	-1	2	1	2	9	3	2	1	2.833333333	1.024459946
292239	1	3	1	2	1	3	1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	2	-1	-1	1.199560257
292240	2	2	1	1	3	2	5	-1	-1	-1	-1	-1	-1	-1	-1	5	2	-1	-1	-1	5	-1	-1	0.977467317
292241	2	5	2	2	3	1	2	3	-1	-1	-1	-1	-1	-1	-1	5	2	-1	-1	-1	4	2.6	4.333333333	0.491810806
292242	1	2	1	2	8	-1	5	-1	-1	-1	-1	-1	-1	-1	-1	3	1	4	5	4	2	3.2	3	2.096052033
292243	2	3	1	2	1	3	2	-1	-1	-1	-1	-1	-1	-1	-1	2	1	8	5	2	2	1	1.333333333	0.88811169
292244	1	7	1	2	2	4	1	-1	-1	-1	-1	-1	-1	-1	-1	2	1	1	9	9	1	2.4	3.333333333	0.958904459
292245	1	7	1	2	4	-1	5	3	-1	-1	-1	-1	-1	-1	-1	2	1	-1	-1	-1	2	-1	-1	0.674700148
292246	2	7	3	2	3	-1	5	3	-1	-1	-1	-1	-1	-1	-1	5	1	-1	-1	-1	5	1.6	4.166666667	0.435308327
292247	2	3	1	1	1	2	5	-1	-1	-1	-1	-1	-1	-1	-1	4	1	3	5	4	2	3.6	3.166666667	0.867027301
292248	2	6	3	2	3	-1	1	3	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	2	2.2	4	0.439009377
292249	1	7	2	2	2	-1	2	3	2	3	2	5	2	4	1	1	-1	-1	-1	-1	1	2	4.166666667	0.412113286
292250	2	2	4	2	2	5	1	3	-1	-1	-1	-1	-1	-1	-1	4	1	-1	-1	-1	1	3.4	3.333333333	0.5160539
292251	1	3	1	1	3	2	3	3	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	1	-1	-1	1.09572217
292252	1	4	4	1	2	3	4	-1	-1	-1	-1	-1	-1	-1	-1	3	2	-1	-1	-1	5	-1	-1	0.889035898
292253	1	1	4	2	2	-1	5	3	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	1	4	2.666666667	3.63038481
292254	1	7	3	2	4	4	4	-1	-1	-1	-1	-1	-1	-1	-1	2	1	9	9	2	2	2.2	4	0.546552461
292255	2	4	1	2	2	-1	1	2	-1	-1	-1	-1	-1	-1	-1	4	1	-1	-1	-1	1	4	4.833333333	0.831767489
292256	1	5	4	2	3	-1	5	3	-1	-1	-1	-1	-1	-1	-1	2	1	-1	-1	-1	3	-1	-1	0.530145328
292257	1	5	1	2	1	-1	1	3	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	1	2.4	4	1.254493075
292258	2	7	2	2	1	5	1	3	-1	-1	-1	-1	-1	-1	-1	2	1	-1	-1	-1	1	3	3	0.65882712
292259	2	1	4	2	1	-1	1	3	3	2	4	4	2	3	3	2	-1	-1	-1	-1	2	2	2.833333333	2.935119947
292260	1	7	4	2	2	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	2	1	5	5	3	1	2.2	4.833333333	0.610655592
292261	2	7	1	2	4	-1	3	3	-1	-1	-1	-1	-1	-1	-1	4	-1	-1	-1	-1	5	-1	-1	1.320264524
292262	2	7	1	2	2	-1	1	3	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	1	3	3.5	1.025431355
292263	1	6	1	2	3	-1	5	3	4	1	5	2	2	3	2	5	-1	-1	-1	-1	5	1.4	4	0.847122933
292264	1	4	1	2	3	3	3	3	-1	-1	-1	-1	-1	-1	-1	2	1	-1	-1	-1	1	3.2	3.833333333	0.954534357
292265	2	2	4	1	2	-1	5	3	-1	-1	-1	-1	-1	-1	-1	3	2	-1	-1	-1	2	2.4	4.666666667	0.69741908
292266	2	4	1	1	1	2	1	3	-1	-1	-1	-1	-1	-1	-1	4	1	-1	-1	-1	4	2.6	4.166666667	1.141043733
292267	2	6	4	2	2	-1	5	3	2	3	2	5	2	9	9	2	-1	-1	-1	-1	4	1	5	0.59504743
292268	1	4	1	1	3	2	1	-1	-1	-1	-1	-1	-1	-1	-1	3	1	5	5	4	2	1.8	2.833333333	1.203211282
292269	2	7	2	2	3	-1	3	2	5	3	2	4	3	5	8	4	-1	-1	-1	-1	2	2	4	0.497494214
292270	2	6	1	2	4	-1	1	3	2	4	2	4	3	8	2	3	-1	-1	-1	-1	2	3.2	4.166666667	0.780999876
292271	2	5	1	1	3	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	2	1	5	5	3	1	4	4.666666667	1.97853274
292272	1	6	1	2	4	-1	4	3	-1	-1	-1	-1	-1	-1	-1	5	2	-1	-1	-1	5	1.2	4.666666667	0.724620777
292273	1	7	1	2	3	-1	1	3	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	1	2.4	4	0.732237679
292274	2	3	4	2	1	5	3	3	-1	-1	-1	-1	-1	-1	-1	3	1	5	5	4	1	4	3	0.582188138
292275	2	6	1	1	1	3	1	3	-1	-1	-1	-1	-1	-1	-1	1	1	4	5	4	2	3.2	1.833333333	1.071646794
292276	2	6	2	2	3	2	5	-1	-1	-1	-1	-1	-1	-1	-1	4	2	5	5	2	3	2.4	3.833333333	0.573494089
292277	2	7	1	2	3	-1	5	2	-1	-1	-1	-1	-1	-1	-1	2	1	9	9	2	1	1.4	5	1.248886852
292278	2	4	1	1	2	1	5	3	-1	-1	-1	-1	-1	-1	-1	3	1	5	5	3	1	2.6	3.833333333	1.237470822
292279	1	7	2	2	4	-1	5	3	-1	-1	-1	-1	-1	-1	-1	3	1	5	5	3	3	1.8	4.5	0.498575114
292280	1	2	1	2	2	3	5	3	-1	-1	-1	-1	-1	-1	-1	2	2	2	5	2	5	2.4	3.166666667	3.218567729
292281	1	3	4	2	1	-1	5	3	4	2	2	2	4	4	2	3	-1	-1	-1	-1	2	3	3.833333333	1.255135316
292282	1	4	4	2	1	5	1	-1	-1	-1	-1	-1	-1	-1	-1	2	1	5	5	2	2	1.8	2.5	0.542053987
292283	2	2	1	1	2	1	2	3	-1	-1	-1	-1	-1	-1	-1	3	1	5	5	3	2	2.4	3.666666667	0.937319277
292284	1	3	1	2	1	-1	8	3	2	2	4	2	2	2	1	2	-1	-1	-1	-1	2	1.6	3.5	1.189737295
292285	2	4	1	2	2	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	4	1	3	5	2	1	2.6	3.166666667	0.815520801
292286	2	3	1	1	2	1	2	3	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	3	3.25	3.333333333	0.679304553
292287	2	7	3	2	4	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	1	1	5	5	4	2	2.8	3.666666667	0.591224161
292288	2	4	2	2	3	4	3	3	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	1	-1	-1	0.445357737
292289	2	4	1	2	3	-1	5	3	-1	-1	-1	-1	-1	-1	-1	3	1	5	5	3	1	3.2	3.833333333	0.755341878
292290	1	4	1	1	1	-1	1	3	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	2	-1	-1	0.932704813
292291	1	4	4	2	1	-1	1	3	5	1	5	1	2	5	1	1	-1	-1	-1	-1	1	2.4	3.833333333	0.523361366
292292	2	4	2	2	2	-1	1	3	4	2	3	2	2	5	2	3	-1	-1	-1	-1	5	2.8	3.833333333	0.474477569
292293	2	3	1	1	3	-1	3	3	1	5	5	5	1	3	5	4	-1	-1	-1	-1	5	3	4.666666667	0.973842756
292294	2	3	1	1	1	-1	1	3	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	3	-1	-1	0.96822361
292295	2	7	1	2	1	-1	1	3	4	1	3	2	2	4	1	1	-1	-1	-1	-1	3	2.8	2.833333333	1.108815532
292296	1	6	1	1	1	3	1	3	-1	-1	-1	-1	-1	-1	-1	2	1	1	5	4	1	4.4	3.166666667	1.197142954
292297	2	7	2	2	3	1	3	-1	-1	-1	-1	-1	-1	-1	-1	4	1	5	5	1	1	2.4	3.333333333	0.629600003
292298	1	5	2	2	4	2	5	1	-1	-1	-1	-1	-1	-1	-1	3	2	-1	-1	-1	5	2.6	3.5	0.823836121
292299	1	3	1	1	3	-1	5	-1	-1	-1	-1	-1	-1	-1	-1	4	1	-1	-1	-1	1	-1	-1	1.978288998
292300	2	4	1	1	3	3	1	3	-1	-1	-1	-1	-1	-1	-1	3	1	4	5	2	2	2.2	4.166666667	0.627579458
292301	2	2	1	1	1	2	1	-1	-1	-1	-1	-1	-1	-1	-1	5	2	5	5	1	5	1	3.5	0.952227163
292302	1	2	1	2	1	4	1	3	-1	-1	-1	-1	-1	-1	-1	2	1	-1	-1	-1	2	2	3	1.290192783
292303	1	1	4	2	3	3	5	3	-1	-1	-1	-1	-1	-1	-1	3	2	-1	-1	-1	2	2.2	3.166666667	3.097252249
292304	1	7	1	2	2	-1	1	3	2	2	2	3	3	5	1	1	-1	-1	-1	-1	1	2.4	3.666666667	0.955398287
292305	1	4	1	1	3	-1	1	3	3	2	3	3	1	3	1	3	-1	-1	-1	-1	5	4.2	3.833333333	1.55989026
292306	2	7	2	1	2	2	1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	2	8	2	1	3.2	4.166666667	0.878191231
292307	2	4	1	1	1	-1	2	3	2	2	2	2	2	3	4	3	-1	-1	-1	-1	1	2.8	3.333333333	0.854784947
292308	2	2	4	1	3	-1	2	3	-1	-1	-1	-1	-1	-1	-1	5	2	-1	-1	-1	8	-1	-1	0.602167176
292309	1	6	3	2	3	2	5	3	-1	-1	-1	-1	-1	-1	-1	1	1	5	5	2	3	1.2	3.166666667	0.433547542
292310	1	4	2	2	3	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	3	2	5	9	2	2	1.8	3.166666667	0.725144629
292311	1	4	4	2	3	-1	3	3	-1	-1	-1	-1	-1	-1	-1	3	2	5	5	2	2	2.4	3.666666667	0.856813732
292312	1	2	4	2	1	4	1	3	-1	-1	-1	-1	-1	-1	-1	2	1	-1	-1	-1	2	1	1.833333333	0.952839846
292313	2	3	2	1	2	2	2	3	-1	-1	-1	-1	-1	-1	-1	3	2	4	5	2	3	1.6	3.5	0.959980329
292314	1	3	1	2	1	-1	1	3	9	2	4	3	4	4	2	3	-1	-1	-1	-1	2	2.6	2.166666667	1.090567063
292315	2	7	2	2	1	-1	1	3	3	2	2	3	2	8	2	2	-1	-1	-1	-1	6	3	3.166666667	0.511054633
292316	1	2	1	2	3	4	3	-1	-1	-1	-1	-1	-1	-1	-1	4	2	-1	-1	-1	4	-1	-1	2.4971392
292317	1	4	1	1	3	-1	5	3	-1	-1	-1	-1	-1	-1	-1	1	1	5	5	1	8	1.8	4.166666667	1.884329121
292318	1	4	1	1	4	-1	5	8	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	-1	-1	2	-1	-1	1.662471179
292319	2	7	3	2	3	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	2	1	3	5	3	1	3.6	4.166666667	0.648541009
292320	1	7	1	2	8	3	3	3	-1	-1	-1	-1	-1	-1	-1	1	2	5	4	2	6	2.4	3.5	0.662118644
292321	2	7	3	2	4	2	5	-1	-1	-1	-1	-1	-1	-1	-1	5	1	-1	-1	-1	2	-1	-1	0.61355326
292322	2	7	3	2	2	-1	1	3	-1	-1	-1	-1	-1	-1	-1	1	1	1	5	4	1	2.6	3.5	0.549928482
292323	2	2	1	2	1	3	2	-1	-1	-1	-1	-1	-1	-1	-1	2	2	5	5	1	5	2.6	3.166666667	1.284240214
292324	2	5	1	2	1	-1	1	3	4	1	4	8	1	3	1	1	-1	-1	-1	-1	6	1.8	3.333333333	1.050134192
292325	2	7	2	2	3	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	2	1	1	5	2	1	2.4	3.833333333	0.580385994
292326	1	7	3	2	2	-1	1	3	3	4	2	4	2	3	3	2	-1	-1	-1	-1	1	3.6	3	0.412457079
292327	2	4	2	2	2	-1	5	-1	-1	-1	-1	-1	-1	-1	-1	5	2	5	5	8	5	2	3.166666667	0.425612614
292328	1	4	1	1	2	-1	1	3	-1	-1	-1	-1	-1	-1	-1	4	1	5	5	2	1	2.4	4.333333333	1.188902768
292329	2	7	1	1	2	-1	3	3	2	3	3	4	4	3	3	4	-1	-1	-1	-1	1	3.8	4	1.550669535
292330	1	2	1	2	2	-1	4	3	-1	-1	-1	-1	-1	-1	-1	5	-1	-1	-1	-1	4	-1	-1	1.379475906
292331	2	4	1	2	3	-1	5	3	3	2	3	3	2	2	3	4	-1	-1	-1	-1	2	2	3.5	0.94961123
292332	1	5	4	2	4	-1	5	2	5	5	1	1	5	5	1	1	-1	-1	-1	-1	4	1	5	0.558317699
292333	1	7	1	2	4	-1	5	2	-1	-1	-1	-1	-1	-1	-1	4	1	-1	-1	-1	2	-1	-1	1.070588025
292334	2	2	4	1	4	2	5	1	-1	-1	-1	-1	-1	-1	-1	4	2	5	5	2	2	2.4	3.5	0.459533121
292335	2	4	1	1	1	5	1	3	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	2	2	2.666666667	1.470454392
292336	1	1	1	1	2	3	4	-1	-1	-1	-1	-1	-1	-1	-1	3	2	5	5	3	1	2	3.833333333	1.581543226
292337	2	7	3	2	4	-1	5	1	3	3	3	8	3	3	3	2	-1	-1	-1	-1	1	2.8	3.833333333	0.469536607
292338	1	4	1	1	1	-1	1	3	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	2	-1	-1	1.462082817
292339	1	6	1	2	3	-1	5	-1	-1	-1	-1	-1	-1	-1	-1	3	1	5	5	4	1	3	4	0.808514027
292340	2	4	4	1	3	3	1	3	-1	-1	-1	-1	-1	-1	-1	2	1	8	5	4	2	3.2	2.833333333	1.155270458
292341	2	4	1	2	2	-1	5	3	2	2	2	4	2	3	2	3	-1	-1	-1	-1	2	3	3.833333333	0.820130776
292342	2	3	1	1	3	2	1	3	-1	-1	-1	-1	-1	-1	-1	2	1	-1	-1	-1	1	3.6	3.5	0.653328375
292343	2	7	2	2	1	2	1	3	-1	-1	-1	-1	-1	-1	-1	2	1	-1	-1	-1	2	-1	-1	0.61435316
292344	2	7	1	2	4	-1	5	-1	-1	-1	-1	-1	-1	-1	-1	1	1	9	9	9	8	9	9	1.075805034
292345	2	6	1	2	2	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	3	2	8	8	8	2	2.8	2.666666667	0.841267938
292346	2	3	1	2	1	-1	1	3	2	3	2	2	2	3	2	3	-1	-1	-1	-1	2	2.2	3.166666667	0.757158492
292347	2	2	4	1	1	1	5	2	-1	-1	-1	-1	-1	-1	-1	1	2	5	5	1	2	2.4	4.666666667	0.441727489
292348	2	4	1	1	3	-1	1	3	2	4	4	4	4	2	4	4	-1	-1	-1	-1	2	4	3	1.35058202
292349	1	3	4	2	3	2	5	3	-1	-1	-1	-1	-1	-1	-1	3	2	-1	-1	-1	5	1	4	0.717114139
292350	1	3	1	1	2	-1	2	3	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	-1	-1	8	-1	-1	1.278445032
292351	2	3	1	1	2	-1	5	-1	-1	-1	-1	-1	-1	-1	-1	5	2	8	8	2	8	3	3.5	1.195703173
292352	2	1	4	2	3	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	2	2	2	4	4	1	2	2.833333333	2.536554389
292353	1	6	1	2	3	-1	3	3	4	2	3	3	2	4	2	2	-1	-1	-1	-1	1	3.6	3.166666667	1.523382025
292354	1	1	4	2	2	1	2	2	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	2	-1	-1	2.7284353
292355	2	4	4	2	3	4	5	3	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	5	-1	-1	0.38648094
292356	1	3	2	1	4	1	3	3	-1	-1	-1	-1	-1	-1	-1	2	1	5	4	1	2	3.4	3	0.56654651
292357	1	4	1	1	2	3	4	-1	-1	-1	-1	-1	-1	-1	-1	3	1	4	5	4	2	4	3.666666667	1.186975271
292358	2	2	1	1	1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	4	3	4	2	2.8	3.333333333	0.866807546
292359	2	7	4	2	3	-1	1	3	2	2	2	3	2	5	2	2	-1	-1	-1	-1	1	3	3.333333333	0.528963062
292360	2	4	2	2	3	1	5	-1	-1	-1	-1	-1	-1	-1	-1	5	2	5	5	1	5	4.2	3.666666667	0.440985739
292361	1	6	1	2	3	-1	1	3	3	3	3	3	3	3	3	3	-1	-1	-1	-1	1	3	4.5	0.83608923
292362	2	7	1	2	2	4	1	3	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	3	2.6	3.166666667	0.977157803
292363	1	7	3	2	3	4	4	3	-1	-1	-1	-1	-1	-1	-1	3	1	9	3	2	1	3.2	3.666666667	0.412575274
292364	1	2	1	1	2	3	4	2	-1	-1	-1	-1	-1	-1	-1	3	1	4	4	2	2	3	4.166666667	1.333385743
292365	2	2	1	1	1	2	3	3	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	1	4.4	3.166666667	0.894729018
292366	2	2	1	1	2	1	4	-1	-1	-1	-1	-1	-1	-1	-1	5	2	-1	-1	-1	5	-1	-1	1.048317269
292367	1	4	1	1	1	5	3	-1	-1	-1	-1	-1	-1	-1	-1	3	2	4	4	3	2	2.4	4.5	1.561553278
292368	2	4	2	1	3	1	4	3	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	4	2.6	3.833333333	1.50190022
292369	2	2	1	1	3	2	2	3	-1	-1	-1	-1	-1	-1	-1	4	1	-1	-1	-1	2	-1	-1	1.040610143
292370	2	6	4	2	8	2	5	1	-1	-1	-1	-1	-1	-1	-1	4	2	4	5	3	5	2.6	3.833333333	0.526769074
292371	1	3	1	2	2	5	4	3	-1	-1	-1	-1	-1	-1	-1	3	2	-1	-1	-1	2	-1	-1	1.596835684
292372	2	2	4	2	1	-1	1	3	-1	-1	-1	-1	-1	-1	-1	2	1	-1	-1	-1	2	-1	-1	0.512944756
292373	2	5	1	2	2	-1	2	3	-1	-1	-1	-1	-1	-1	-1	5	1	1	5	3	2	2.8	2.833333333	1.021352582
292374	1	5	4	2	4	-1	5	2	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	2	1.8	4.333333333	0.437003651
292375	1	6	1	2	2	5	1	-1	-1	-1	-1	-1	-1	-1	-1	2	1	2	5	2	1	2	3.666666667	0.714216316
292376	1	4	1	1	3	4	4	3	-1	-1	-1	-1	-1	-1	-1	3	2	-1	-1	-1	5	2.2	4.5	1.806376214
292377	1	6	1	2	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	3	1	1	2	2	2	2	2.5	0.687374738
292378	2	3	1	1	2	2	4	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	2	6	2.6	2.666666667	1.655001219
292379	2	7	1	2	3	-1	1	2	3	3	2	4	4	2	4	4	-1	-1	-1	-1	1	2	4.666666667	0.969686372
292380	2	3	4	1	3	2	5	-1	-1	-1	-1	-1	-1	-1	-1	4	1	4	3	2	8	2.2	3.666666667	0.395302663
292381	2	3	2	1	1	-1	1	3	-1	-1	-1	-1	-1	-1	-1	4	1	-1	-1	-1	2	3.2	3.6	0.437189707
292382	2	7	3	2	4	1	5	3	-1	-1	-1	-1	-1	-1	-1	4	1	-1	-1	-1	2	2.6	3.5	0.578726923
292383	2	7	4	2	2	5	1	-1	-1	-1	-1	-1	-1	-1	-1	2	1	5	5	4	1	3	3.333333333	0.756932315
292384	1	7	3	2	3	5	1	-1	-1	-1	-1	-1	-1	-1	-1	2	1	5	5	3	1	3.4	3	0.635308675
292385	2	4	4	2	1	-1	1	3	3	3	2	4	4	3	3	3	-1	-1	-1	-1	5	3	2.833333333	0.681144225
292386	1	4	1	2	2	4	5	3	-1	-1	-1	-1	-1	-1	-1	4	1	-1	-1	-1	2	2.8	4	0.825198446
292387	2	2	2	1	3	1	4	3	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	2	1.2	3.166666667	0.516272765
292388	1	7	1	2	3	-1	8	3	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	1	2.8	3.666666667	0.943195783
292389	2	7	3	2	2	-1	1	1	3	2	2	3	2	9	9	2	-1	-1	-1	-1	1	3	4	0.511004956
292390	2	7	3	2	4	-1	8	3	-1	-1	-1	-1	-1	-1	-1	2	1	-1	-1	-1	2	-1	-1	0.598297828
292391	2	7	3	2	4	-1	5	3	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	1	3	3	0.629987359
292392	2	5	1	2	2	1	3	3	-1	-1	-1	-1	-1	-1	-1	2	1	5	5	4	1	3.4	3.166666667	0.934726093
292393	1	5	1	2	3	2	3	3	-1	-1	-1	-1	-1	-1	-1	2	1	-1	-1	-1	1	-1	-1	2.166911038
292394	2	3	1	1	2	2	1	3	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	1	-1	-1	0.90745638
292395	2	4	1	1	2	3	1	-1	-1	-1	-1	-1	-1	-1	-1	2	1	-1	-1	-1	1	-1	-1	0.919818748
292396	2	4	1	1	1	5	1	3	-1	-1	-1	-1	-1	-1	-1	2	1	3	5	4	2	2.8	2.666666667	0.802804117
292397	1	2	1	2	1	-1	5	3	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	2	-1	-1	1.437433293
292398	1	2	1	1	1	3	3	3	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	2	-1	-1	1.333385743
292399	1	4	4	2	3	2	5	3	-1	-1	-1	-1	-1	-1	-1	2	1	-1	-1	-1	2	1.8	3.333333333	0.571704364
292400	2	1	4	2	2	-1	5	3	-1	-1	-1	-1	-1	-1	-1	4	2	4	5	2	2	3	2.833333333	2.381674614
292401	2	6	1	2	1	-1	1	3	-1	-1	-1	-1	-1	-1	-1	1	1	2	5	5	2	3.2	2.5	0.759657661
292402	2	6	2	2	3	5	1	3	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	3	-1	-1	0.526062299
292403	1	4	1	2	2	3	1	-1	-1	-1	-1	-1	-1	-1	-1	2	1	5	4	3	2	2.2	2.833333333	1.12583794
292404	1	3	1	1	2	5	3	3	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	1	-1	-1	0.978521134
292405	2	2	1	1	4	1	-1	3	-1	-1	-1	-1	-1	-1	-1	5	2	-1	-1	-1	5	-1	-1	1.133417623
292406	2	3	4	2	2	2	3	-1	-1	-1	-1	-1	-1	-1	-1	3	1	3	5	3	4	1.8	4.666666667	0.379320261
292407	2	7	3	2	4	-1	5	-1	-1	-1	-1	-1	-1	-1	-1	4	2	5	5	1	2	3	4	0.537902517
292408	1	3	1	1	3	-1	5	-1	-1	-1	-1	-1	-1	-1	-1	3	2	5	5	2	5	2.8	3.166666667	1.267246049
292409	2	1	4	2	3	-1	5	3	-1	-1	-1	-1	-1	-1	-1	4	-1	-1	-1	-1	2	-1	-1	0.715234694
292410	1	3	1	1	2	-1	4	3	2	2	2	3	2	2	3	1	-1	-1	-1	-1	2	3.2	3.166666667	1.077599673
292411	2	7	3	2	4	-1	3	3	2	4	2	4	2	2	4	4	-1	-1	-1	-1	1	2.8	3.5	0.554865498
292412	2	3	4	2	2	1	1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	3	5	2	2	2	4	0.479990165
292413	2	3	1	1	8	1	3	-1	-1	-1	-1	-1	-1	-1	-1	4	1	-1	-1	-1	3	-1	-1	1.682051641
292414	1	3	4	2	3	4	4	2	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	1	-1	-1	0.568533589
292415	2	7	1	2	4	4	1	3	-1	-1	-1	-1	-1	-1	-1	2	1	3	5	8	2	2	3.333333333	1.275478342
292416	1	3	4	2	3	-1	3	3	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	-1	-1	1	-1	-1	0.529849394
292417	2	5	4	2	1	4	5	-1	-1	-1	-1	-1	-1	-1	-1	2	1	4	4	5	6	1.2	2.5	0.518277756
