YYYY,Month,MM,DD,Tmax,Tmin,Tmean,Trange,Rainfall_mm
1936,Oct,10,30,16.7,4.4,10.6,12.3,11.2
1936,Oct,10,31,8.3,7.8,8.1,0.5,7.1
1936,Nov,11,1,11.1,-0.6,5.3,11.7,2
1936,Nov,11,2,11.1,-0.6,5.3,11.7,2
1936,Nov,11,3,9.4,2.8,6.1,6.6,5.3
1936,Nov,11,4,11.7,1.1,6.4,10.6,2
1936,Nov,11,5,10,3.9,7,6.1,0
1936,Nov,11,6,11.7,3.3,7.5,8.4,1.8
1936,Nov,11,7,11.7,5,8.4,6.7,0.5
1936,Nov,11,8,9.4,6.1,7.8,3.3,15.2
1936,Nov,11,9,12.2,4.4,8.3,7.8,0
1936,Nov,11,10,9.4,5.6,7.5,3.8,0.5
1936,Nov,11,11,11.7,1.1,6.4,10.6,13.2
1936,Nov,11,12,12.2,2.8,7.5,9.4,2.8
1936,Nov,11,13,9.4,7.2,8.3,2.2,0.8
1936,Nov,11,14,11.7,3.9,7.8,7.8,0
1936,Nov,11,15,11.7,2.8,7.3,8.9,0
1936,Nov,11,16,12.8,6.1,9.5,6.7,9.9
1936,Nov,11,17,14.4,9.4,11.9,5,3
1936,Nov,11,18,8.3,6.1,7.2,2.2,0.3
1936,Nov,11,19,7.8,3.9,5.9,3.9,0
1936,Nov,11,20,7.8,2.2,5,5.6,0
1936,Nov,11,21,6.7,-0.6,3.1,7.3,0.3
1936,Nov,11,22,3.9,-1.1,1.4,5,0
1936,Nov,11,23,1.1,-1.7,-0.3,2.8,0
1936,Nov,11,24,-0.6,-2.2,-1.4,1.6,0
1936,Nov,11,25,4.4,-2.2,1.1,6.6,1.5
1936,Nov,11,26,6.1,-2.2,2,8.3,0
1936,Nov,11,27,5.6,0.6,3.1,5,0
1936,Nov,11,28,5.6,-2.2,1.7,7.8,0
1936,Nov,11,29,10.6,-1.1,4.8,11.7,6.6
1936,Nov,11,30,12.2,1.7,7,10.5,0
1936,Dec,12,1,10,4.4,7.2,5.6,0.8
1936,Dec,12,2,12.8,4.4,8.6,8.4,0
1936,Dec,12,3,11.1,8.3,9.7,2.8,1
1936,Dec,12,4,8.9,5.6,7.3,3.3,1
1936,Dec,12,5,6.1,3.9,5,2.2,5.3
1936,Dec,12,6,3.9,0.6,2.3,3.3,0.3
1936,Dec,12,7,2.8,-3.3,-0.3,6.1,1.3
1936,Dec,12,8,7.2,-3.3,2,10.5,1.8
1936,Dec,12,9,2.2,-0.6,0.8,2.8,0.3
1936,Dec,12,10,2.8,-0.6,1.1,3.4,0
1936,Dec,12,11,3.3,-1.1,1.1,4.4,0
1936,Dec,12,12,4.4,-0.6,1.9,5,3.6
1936,Dec,12,13,11.1,-1.7,4.7,12.8,5.8
1936,Dec,12,14,11.7,-0.6,5.6,12.3,8.4
1936,Dec,12,15,8.9,2.2,5.6,6.7,2.3
1936,Dec,12,16,10,2.2,6.1,7.8,0.3
1936,Dec,12,17,13.9,5,9.5,8.9,2.3
1936,Dec,12,18,12.8,8.3,10.6,4.5,0.5
1936,Dec,12,19,8.9,3.3,6.1,5.6,0
1936,Dec,12,20,10,3.9,7,6.1,0
1936,Dec,12,21,10.6,7.8,9.2,2.8,0
1936,Dec,12,22,12.2,4.4,8.3,7.8,4.8
1936,Dec,12,23,6.7,0.6,3.7,6.1,0.3
1936,Dec,12,24,6.1,0,3.1,6.1,0
1936,Dec,12,25,8.9,1.1,5,7.8,0
1936,Dec,12,26,6.7,3.3,5,3.4,0
1936,Dec,12,27,7.8,5,6.4,2.8,0
1936,Dec,12,28,11.1,0,5.6,11.1,4.3
1936,Dec,12,29,11.7,0,5.9,11.7,0.5
1936,Dec,12,30,9.4,2.2,5.8,7.2,0
1936,Dec,12,31,10.6,2.8,6.7,7.8,5.8
1937,Jan,1,1,10.6,7.8,9.2,2.8,2
1937,Jan,1,2,10.6,2.8,6.7,7.8,0
1937,Jan,1,3,10.6,6.1,8.4,4.5,0
1937,Jan,1,4,10,8.3,9.2,1.7,1.5
1937,Jan,1,5,10.6,1.1,5.9,9.5,3
1937,Jan,1,6,11.7,2.8,7.3,8.9,3.3
1937,Jan,1,7,8.9,4.4,6.7,4.5,0
1937,Jan,1,8,8.3,-0.6,3.9,8.9,0
1937,Jan,1,9,7.2,-0.6,3.3,7.8,0
1937,Jan,1,10,7.8,1.7,4.8,6.1,0.3
1937,Jan,1,11,8.9,1.7,5.3,7.2,0
1937,Jan,1,12,10.6,3.9,7.3,6.7,5.6
1937,Jan,1,13,11.1,5.6,8.4,5.5,3.6
1937,Jan,1,14,5.6,3.9,4.8,1.7,0.3
1937,Jan,1,15,5.6,0.6,3.1,5,3.6
1937,Jan,1,16,7.2,1.1,4.2,6.1,0
1937,Jan,1,17,7.8,1.7,4.8,6.1,8.4
1937,Jan,1,18,10.6,5,7.8,5.6,9.1
1937,Jan,1,19,7.2,1.7,4.5,5.5,3
1937,Jan,1,20,8.3,-0.6,3.9,8.9,5.3
1937,Jan,1,21,11.7,0,5.9,11.7,4.1
1937,Jan,1,22,11.7,5.6,8.7,6.1,3.8
1937,Jan,1,23,11.1,6.1,8.6,5,6.3
1937,Jan,1,24,11.7,6.1,8.9,5.6,4.6
1937,Jan,1,25,10,5,7.5,5,2.5
1937,Jan,1,26,1.7,1.7,1.7,0,0
1937,Jan,1,27,6.1,0.6,3.4,5.5,0.8
1937,Jan,1,28,0.6,0.6,0.6,0,0
1937,Jan,1,29,-1.7,-2.8,-2.3,1.1,0.5
1937,Jan,1,30,6.7,-2.8,2,9.5,7.1
1937,Jan,1,31,10.6,-2.2,4.2,12.8,6.1
1937,Feb,2,1,10.6,4.4,7.5,6.2,0
1937,Feb,2,2,11.7,3.9,7.8,7.8,5.1
1937,Feb,2,3,11.7,6.7,9.2,5,11.9
1937,Feb,2,4,11.7,8.3,10,3.4,13.7
1937,Feb,2,5,8.3,7.8,8.1,0.5,0
1937,Feb,2,6,10,0.6,5.3,9.4,1
1937,Feb,2,7,8.9,2.2,5.6,6.7,18.3
1937,Feb,2,8,11.1,3.9,7.5,7.2,1.8
1937,Feb,2,9,7.8,1.7,4.8,6.1,0.3
1937,Feb,2,10,8.3,1.1,4.7,7.2,0.3
1937,Feb,2,11,7.2,2.2,4.7,5,0
1937,Feb,2,12,7.2,-0.6,3.3,7.8,5.8
1937,Feb,2,13,9.4,0.6,5,8.8,0.8
1937,Feb,2,14,13.3,6.7,10,6.6,0.3
1937,Feb,2,15,12.8,8.3,10.6,4.5,2
1937,Feb,2,16,9.4,8.9,9.2,0.5,3.6
1937,Feb,2,17,9.4,1.7,5.6,7.7,0.3
1937,Feb,2,18,10,1.1,5.6,8.9,2
1937,Feb,2,19,12.8,5,8.9,7.8,0.8
1937,Feb,2,20,8.9,4.4,6.7,4.5,0
1937,Feb,2,21,9.4,2.2,5.8,7.2,11.9
1937,Feb,2,22,7.2,3.9,5.6,3.3,0.3
1937,Feb,2,23,8.3,0,4.2,8.3,1
1937,Feb,2,24,6.7,2.2,4.5,4.5,13.2
1937,Feb,2,25,10.6,3.3,7,7.3,6.1
1937,Feb,2,26,11.1,3.9,7.5,7.2,16.5
1937,Feb,2,27,9.4,3.3,6.4,6.1,3
1937,Feb,2,28,2.2,-1.1,0.6,3.3,0.3
1937,Mar,3,1,5.6,-1.7,2,7.3,0
1937,Mar,3,2,6.1,-0.6,2.8,6.7,0
1937,Mar,3,3,8.3,1.1,4.7,7.2,0
1937,Mar,3,4,6.7,0.6,3.7,6.1,0
1937,Mar,3,5,4.4,0.6,2.5,3.8,4.3
1937,Mar,3,6,3.3,0.6,2,2.7,8.4
1937,Mar,3,7,2.8,0,1.4,2.8,0
1937,Mar,3,8,2.8,0,1.4,2.8,0
1937,Mar,3,9,4.4,-2.2,1.1,6.6,0
1937,Mar,3,10,3.9,-2.8,0.6,6.7,11.7
1937,Mar,3,11,11.7,-2.2,4.8,13.9,1
1937,Mar,3,12,9.4,3.3,6.4,6.1,1.8
1937,Mar,3,13,7.8,3.9,5.9,3.9,6.9
1937,Mar,3,14,3.9,1.7,2.8,2.2,9.4
1937,Mar,3,15,8.3,0,4.2,8.3,0
1937,Mar,3,16,8.9,-1.1,3.9,10,11.4
1937,Mar,3,17,12.8,4.4,8.6,8.4,10.9
1937,Mar,3,18,12.8,7.2,10,5.6,0.5
1937,Mar,3,19,10.6,6.7,8.7,3.9,2.8
1937,Mar,3,20,13.3,2.2,7.8,11.1,0
1937,Mar,3,21,7.8,3.9,5.9,3.9,2
1937,Mar,3,22,6.1,0.6,3.4,5.5,0.5
1937,Mar,3,23,6.1,-1.1,2.5,7.2,0
1937,Mar,3,24,9.4,-2.2,3.6,11.6,1.8
1937,Mar,3,25,9.4,1.7,5.6,7.7,3.8
1937,Mar,3,26,8.3,-1.1,3.6,9.4,0.3
1937,Mar,3,27,8.3,-1.1,3.6,9.4,0
1937,Mar,3,28,8.9,-1.7,3.6,10.6,0
1937,Mar,3,29,7.8,-1.1,3.4,8.9,0
1937,Mar,3,30,7.2,0.6,3.9,6.6,0
1937,Mar,3,31,11.7,3.3,7.5,8.4,0
1937,Apr,4,1,12.2,-1.7,5.3,13.9,0.5
1937,Apr,4,2,10,0.6,5.3,9.4,9.1
1937,Apr,4,3,14.4,6.1,10.3,8.3,0
1937,Apr,4,4,12.8,3.9,8.4,8.9,0
1937,Apr,4,5,14.4,4.4,9.4,10,0
1937,Apr,4,6,15,5.6,10.3,9.4,1.5
1937,Apr,4,7,16.7,10,13.4,6.7,7.1
1937,Apr,4,8,13.9,10,12,3.9,0
1937,Apr,4,9,15.6,9.4,12.5,6.2,4.6
1937,Apr,4,10,15.6,11.1,13.4,4.5,8.4
1937,Apr,4,11,15,6.1,10.6,8.9,0.3
1937,Apr,4,12,13.3,6.1,9.7,7.2,0
1937,Apr,4,13,13.9,3.9,8.9,10,0.8
1937,Apr,4,14,9.4,6.7,8.1,2.7,3.6
1937,Apr,4,15,10.6,6.1,8.4,4.5,2.3
1937,Apr,4,16,15,7.2,11.1,7.8,11.9
1937,Apr,4,17,10.6,6.1,8.4,4.5,0.8
1937,Apr,4,18,10.6,5.6,8.1,5,0.3
1937,Apr,4,19,13.9,5.6,9.8,8.3,2.3
1937,Apr,4,20,11.1,7.8,9.5,3.3,8.6
1937,Apr,4,21,13.9,3.9,8.9,10,1.5
1937,Apr,4,22,15.6,7.2,11.4,8.4,0
1937,Apr,4,23,17.2,8.3,12.8,8.9,0
1937,Apr,4,24,15.6,8.9,12.3,6.7,0
1937,Apr,4,25,14.4,4.4,9.4,10,0
1937,Apr,4,26,14.4,2.2,8.3,12.2,0
1937,Apr,4,27,16.1,2.2,9.2,13.9,3.3
1937,Apr,4,28,9.4,7.8,8.6,1.6,0
1937,Apr,4,29,10,5,7.5,5,0
1937,Apr,4,30,14.4,4.4,9.4,10,0
1937,May,5,1,17.2,2.2,9.7,15,0
1937,May,5,2,17.2,6.7,12,10.5,0
1937,May,5,3,19.4,5.6,12.5,13.8,4.6
1937,May,5,4,17.2,7.8,12.5,9.4,0
1937,May,5,5,16.1,5.6,10.9,10.5,0
1937,May,5,6,15,2.8,8.9,12.2,3.8
1937,May,5,7,19.4,10,14.7,9.4,0
1937,May,5,8,13.3,7.2,10.3,6.1,1.8
1937,May,5,9,12.8,5.6,9.2,7.2,4.6
1937,May,5,10,16.7,6.7,11.7,10,0
1937,May,5,11,11.1,7.8,9.5,3.3,4.3
1937,May,5,12,13.9,8.3,11.1,5.6,6.1
1937,May,5,13,10.6,7.8,9.2,2.8,0
1937,May,5,14,17.8,7.2,12.5,10.6,0
1937,May,5,15,11.7,8.3,10,3.4,0
1937,May,5,16,13.9,6.7,10.3,7.2,0
1937,May,5,17,17.2,2.8,10,14.4,0
1937,May,5,18,15.6,5,10.3,10.6,0
1937,May,5,19,19.4,8.3,13.9,11.1,1.5
1937,May,5,20,17.8,8.3,13.1,9.5,7.9
1937,May,5,21,16.7,10.6,13.7,6.1,0
1937,May,5,22,15.6,8.9,12.3,6.7,0.8
1937,May,5,23,19.4,11.1,15.3,8.3,4.6
1937,May,5,24,21.7,11.7,16.7,10,1
1937,May,5,25,24.4,12.8,18.6,11.6,23.9
1937,May,5,26,20,14.4,17.2,5.6,1.8
1937,May,5,27,20,8.3,14.2,11.7,0
1937,May,5,28,22.8,10.6,16.7,12.2,0
1937,May,5,29,26.1,13.3,19.7,12.8,0
1937,May,5,30,22.2,12.2,17.2,10,0
1937,May,5,31,20,8.9,14.5,11.1,0
1937,Jun,6,1,16.7,6.7,11.7,10,0
1937,Jun,6,2,17.8,5.6,11.7,12.2,0
1937,Jun,6,3,17.8,6.1,12,11.7,0
1937,Jun,6,4,22.2,12.8,17.5,9.4,0
1937,Jun,6,5,21.7,12.8,17.3,8.9,0
1937,Jun,6,6,24.4,10,17.2,14.4,0
1937,Jun,6,7,22.8,12.8,17.8,10,0
1937,Jun,6,8,17.8,8.3,13.1,9.5,0
1937,Jun,6,9,20.6,8.9,14.8,11.7,0.3
1937,Jun,6,10,23.3,9.4,16.4,13.9,5.6
1937,Jun,6,11,26.7,15,20.9,11.7,0.3
1937,Jun,6,12,21.1,15,18.1,6.1,10.2
1937,Jun,6,13,18.3,12.8,15.6,5.5,3.8
1937,Jun,6,14,22.8,10.6,16.7,12.2,0
1937,Jun,6,15,19.4,12.8,16.1,6.6,0
1937,Jun,6,16,17.8,9.4,13.6,8.4,0.5
1937,Jun,6,17,16.7,8.3,12.5,8.4,0
1937,Jun,6,18,16.7,8.9,12.8,7.8,5.1
1937,Jun,6,19,16.1,8.9,12.5,7.2,6.9
1937,Jun,6,20,17.2,8.9,13.1,8.3,0.5
1937,Jun,6,21,21.1,7.2,14.2,13.9,0
1937,Jun,6,22,21.7,8.3,15,13.4,5.8
1937,Jun,6,23,20,8.9,14.5,11.1,0
1937,Jun,6,24,19.4,8.9,14.2,10.5,0
1937,Jun,6,25,21.7,12.2,17,9.5,0
1937,Jun,6,26,18.9,12.2,15.6,6.7,0
1937,Jun,6,27,21.7,12.8,17.3,8.9,0
1937,Jun,6,28,21.7,10,15.9,11.7,0
1937,Jun,6,29,17.2,9.4,13.3,7.8,0.8
1937,Jun,6,30,18.3,6.7,12.5,11.6,0
1937,Jul,7,1,22.8,13.3,18.1,9.5,0
1937,Jul,7,2,25,16.1,20.6,8.9,0.5
1937,Jul,7,3,28.3,17.2,22.8,11.1,0
1937,Jul,7,4,16.7,13.9,15.3,2.8,0
1937,Jul,7,5,19.4,9.4,14.4,10,1.3
1937,Jul,7,6,16.7,12.8,14.8,3.9,4.3
1937,Jul,7,7,21.1,12.2,16.7,8.9,0
1937,Jul,7,8,20.6,7.8,14.2,12.8,0
1937,Jul,7,9,20,11.7,15.9,8.3,3
1937,Jul,7,10,18.9,11.1,15,7.8,0.5
1937,Jul,7,11,18.9,8.9,13.9,10,0.8
1937,Jul,7,12,21.1,14.4,17.8,6.7,0
1937,Jul,7,13,24.4,16.1,20.3,8.3,0
1937,Jul,7,14,26.7,16.7,21.7,10,0
1937,Jul,7,15,24.4,16.1,20.3,8.3,17.3
1937,Jul,7,16,23.3,13.3,18.3,10,0
1937,Jul,7,17,19.4,11.7,15.6,7.7,0
1937,Jul,7,18,23.3,15.6,19.5,7.7,0
1937,Jul,7,19,23.9,15,19.5,8.9,0
1937,Jul,7,20,23.3,10,16.7,13.3,0
1937,Jul,7,21,18.9,13.3,16.1,5.6,0.8
1937,Jul,7,22,18.9,11.1,15,7.8,4.1
1937,Jul,7,23,22.8,12.2,17.5,10.6,2.3
1937,Jul,7,24,20.6,8.9,14.8,11.7,0.3
1937,Jul,7,25,19.4,12.2,15.8,7.2,0
1937,Jul,7,26,18.9,12.8,15.9,6.1,0
1937,Jul,7,27,17.8,12.2,15,5.6,0
1937,Jul,7,28,20.6,11.1,15.9,9.5,0
1937,Jul,7,29,21.7,11.7,16.7,10,0
1937,Jul,7,30,18.3,8.3,13.3,10,0
1937,Jul,7,31,21.1,12.2,16.7,8.9,0
1937,Aug,8,1,24.4,10.6,17.5,13.8,0
1937,Aug,8,2,25,11.1,18.1,13.9,0
1937,Aug,8,3,28.3,12.8,20.6,15.5,0
1937,Aug,8,4,27.2,13.9,20.6,13.3,0
1937,Aug,8,5,24.4,15,19.7,9.4,0
1937,Aug,8,6,30.6,14.4,22.5,16.2,0
1937,Aug,8,7,25.6,15,20.3,10.6,0
1937,Aug,8,8,25,11.7,18.4,13.3,0
1937,Aug,8,9,26.7,14.4,20.6,12.3,0
1937,Aug,8,10,22.8,16.1,19.5,6.7,0
1937,Aug,8,11,25.6,15.6,20.6,10,0
1937,Aug,8,12,26.7,13.9,20.3,12.8,4.6
1937,Aug,8,13,22.2,15.6,18.9,6.6,0
1937,Aug,8,14,18.3,15.6,17,2.7,5.6
1937,Aug,8,15,21.1,8.3,14.7,12.8,0
1937,Aug,8,16,19.4,8.9,14.2,10.5,1
1937,Aug,8,17,22.8,15,18.9,7.8,0
1937,Aug,8,18,22.8,13.9,18.4,8.9,0
1937,Aug,8,19,21.1,10.6,15.9,10.5,0
1937,Aug,8,20,20.6,10,15.3,10.6,0
1937,Aug,8,21,19.4,12.2,15.8,7.2,0
1937,Aug,8,22,22.8,12.8,17.8,10,0
1937,Aug,8,23,25.6,9.4,17.5,16.2,0
1937,Aug,8,24,25.6,11.1,18.4,14.5,0
1937,Aug,8,25,26.1,11.1,18.6,15,0
1937,Aug,8,26,18.3,13.9,16.1,4.4,0
1937,Aug,8,27,21.7,12.8,17.3,8.9,0
1937,Aug,8,28,20.6,10.6,15.6,10,0
1937,Aug,8,29,22.2,8.9,15.6,13.3,0
1937,Aug,8,30,24.4,8.3,16.4,16.1,0
1937,Aug,8,31,25,13.3,19.2,11.7,0
1937,Sep,9,1,21.1,13.9,17.5,7.2,0.8
1937,Sep,9,2,24.4,12.8,18.6,11.6,0.5
1937,Sep,9,3,23.3,11.1,17.2,12.2,0
1937,Sep,9,4,22.2,8.3,15.3,13.9,0
1937,Sep,9,5,23.3,10.6,17,12.7,0
1937,Sep,9,6,25,10,17.5,15,0
1937,Sep,9,7,26.7,13.9,20.3,12.8,0.5
1937,Sep,9,8,21.7,13.3,17.5,8.4,0
1937,Sep,9,9,13.9,8.3,11.1,5.6,9.7
1937,Sep,9,10,16.1,5.6,10.9,10.5,0
1937,Sep,9,11,14.4,5.6,10,8.8,0
1937,Sep,9,12,17.2,5,11.1,12.2,2
1937,Sep,9,13,16.7,10,13.4,6.7,4.8
1937,Sep,9,14,17.8,8.3,13.1,9.5,0
1937,Sep,9,15,18.9,11.1,15,7.8,1.8
1937,Sep,9,16,16.7,6.1,11.4,10.6,10.2
1937,Sep,9,17,16.7,10,13.4,6.7,13
1937,Sep,9,18,18.3,8.9,13.6,9.4,2.8
1937,Sep,9,19,16.1,10,13.1,6.1,1
1937,Sep,9,20,16.1,6.1,11.1,10,0
1937,Sep,9,21,16.1,5,10.6,11.1,0
1937,Sep,9,22,18.9,8.3,13.6,10.6,0
1937,Sep,9,23,21.1,4.4,12.8,16.7,0
1937,Sep,9,24,17.2,7.2,12.2,10,2.8
1937,Sep,9,25,16.1,11.1,13.6,5,0.5
1937,Sep,9,26,22.2,12.8,17.5,9.4,0
1937,Sep,9,27,21.1,7.8,14.5,13.3,0
1937,Sep,9,28,19.4,11.7,15.6,7.7,0
1937,Sep,9,29,20,7.8,13.9,12.2,0
1937,Sep,9,30,20,8.9,14.5,11.1,0
1937,Oct,10,1,20,8.9,14.5,11.1,0.3
1937,Oct,10,2,20.6,8.9,14.8,11.7,0
1937,Oct,10,3,16.7,10,13.4,6.7,0
1937,Oct,10,4,16.7,5.6,11.2,11.1,0
1937,Oct,10,5,16.1,5.6,10.9,10.5,0
1937,Oct,10,6,13.9,7.8,10.9,6.1,0.5
1937,Oct,10,7,13.3,10.6,12,2.7,0
1937,Oct,10,8,15,10.6,12.8,4.4,0
1937,Oct,10,9,16.7,6.1,11.4,10.6,0
1937,Oct,10,10,15,4.4,9.7,10.6,0
1937,Oct,10,11,13.9,4.4,9.2,9.5,0
1937,Oct,10,12,12.2,9.4,10.8,2.8,0
1937,Oct,10,13,12.2,8.3,10.3,3.9,0
1937,Oct,10,14,15,6.1,10.6,8.9,0
1937,Oct,10,15,17.2,9.4,13.3,7.8,0
1937,Oct,10,16,16.1,2.2,9.2,13.9,0
1937,Oct,10,17,16.1,5.6,10.9,10.5,0
1937,Oct,10,18,11.1,1.7,6.4,9.4,0
1937,Oct,10,19,13.3,2.2,7.8,11.1,0
1937,Oct,10,20,13.9,3.3,8.6,10.6,0
1937,Oct,10,21,14.4,7.2,10.8,7.2,0
1937,Oct,10,22,15,7.8,11.4,7.2,19
1937,Oct,10,23,12.2,9.4,10.8,2.8,5.8
1937,Oct,10,24,12.8,6.7,9.8,6.1,7.4
1937,Oct,10,25,14.4,7.8,11.1,6.6,3.3
1937,Oct,10,26,15.6,8.3,12,7.3,2.8
1937,Oct,10,27,12.8,6.7,9.8,6.1,23.9
1937,Oct,10,28,16.7,7.8,12.3,8.9,1
1937,Oct,10,29,13.3,10,11.7,3.3,1.5
1937,Oct,10,30,13.9,11.1,12.5,2.8,1.8
1937,Oct,10,31,13.9,7.8,10.9,6.1,1.3
1937,Nov,11,1,11.7,6.7,9.2,5,5.3
1937,Nov,11,2,8.9,5.6,7.3,3.3,0
1937,Nov,11,3,10,5,7.5,5,0
1937,Nov,11,4,12.2,5,8.6,7.2,0
1937,Nov,11,5,10.6,3.3,7,7.3,0
1937,Nov,11,6,9.4,3.9,6.7,5.5,0.5
1937,Nov,11,7,10.6,7.8,9.2,2.8,0
1937,Nov,11,8,11.7,7.8,9.8,3.9,4.1
1937,Nov,11,9,10,8.3,9.2,1.7,0
1937,Nov,11,10,6.7,0,3.4,6.7,0
1937,Nov,11,11,9.4,2.2,5.8,7.2,0
1937,Nov,11,12,10.6,0,5.3,10.6,0
1937,Nov,11,13,6.1,-2.2,2,8.3,0
1937,Nov,11,14,6.7,-2.8,2,9.5,0
1937,Nov,11,15,8.3,-1.7,3.3,10,0
1937,Nov,11,16,7.2,-2.8,2.2,10,0
1937,Nov,11,17,6.1,0,3.1,6.1,0
1937,Nov,11,18,6.1,3.9,5,2.2,5.8
1937,Nov,11,19,9.4,4.4,6.9,5,1.5
1937,Nov,11,20,5,1.7,3.4,3.3,0
1937,Nov,11,21,4.4,-6.1,-0.9,10.5,0.5
1937,Nov,11,22,8.9,-5.6,1.7,14.5,7.1
1937,Nov,11,23,11.1,3.9,7.5,7.2,0.8
1937,Nov,11,24,8.3,6.1,7.2,2.2,0
1937,Nov,11,25,5.6,-3.3,1.2,8.9,0
1937,Nov,11,26,5.6,-2.8,1.4,8.4,0
1937,Nov,11,27,7.8,-1.7,3.1,9.5,0
1937,Nov,11,28,7.2,-1.7,2.8,8.9,0
1937,Nov,11,29,11.1,-1.7,4.7,12.8,0.8
1937,Nov,11,30,11.7,3.9,7.8,7.8,4.6
1937,Dec,12,1,10.6,8.3,9.5,2.3,8.6
1937,Dec,12,2,7.2,5.6,6.4,1.6,6.3
1937,Dec,12,3,7.2,2.8,5,4.4,0.3
1937,Dec,12,4,3.3,-1.1,1.1,4.4,11.4
1937,Dec,12,5,6.1,-0.6,2.8,6.7,0
1937,Dec,12,6,4.4,-2.8,0.8,7.2,0
1937,Dec,12,7,1.7,-2.2,-0.3,3.9,0
1937,Dec,12,8,2.2,-1.1,0.6,3.3,2
1937,Dec,12,9,1.7,0,0.9,1.7,2
1937,Dec,12,10,5,-1.7,1.7,6.7,3.8
1937,Dec,12,11,8.3,-1.7,3.3,10,0
1937,Dec,12,12,5,1.1,3.1,3.9,2.8
1937,Dec,12,13,7.8,0,3.9,7.8,1.8
1937,Dec,12,14,6.1,0,3.1,6.1,1
1937,Dec,12,15,5.6,-0.6,2.5,6.2,0
1937,Dec,12,16,5,-1.7,1.7,6.7,0
1937,Dec,12,17,4.4,0.6,2.5,3.8,0
1937,Dec,12,18,2.2,-3.3,-0.6,5.5,3.3
1937,Dec,12,19,2.8,-3.3,-0.3,6.1,0.3
1937,Dec,12,20,2.8,-2.8,0,5.6,0.3
1937,Dec,12,21,9.4,-2.8,3.3,12.2,1.5
1937,Dec,12,22,12.2,2.8,7.5,9.4,0.3
1937,Dec,12,23,11.7,8.9,10.3,2.8,0
1937,Dec,12,24,11.7,5.6,8.7,6.1,0.3
1937,Dec,12,25,8.3,4.4,6.4,3.9,0.3
1937,Dec,12,26,8.9,5,7,3.9,0
1937,Dec,12,27,2.8,1.1,2,1.7,0
1937,Dec,12,28,6.1,0.6,3.4,5.5,0.8
1937,Dec,12,29,5,1.7,3.4,3.3,0.3
1937,Dec,12,30,4.4,1.7,3.1,2.7,0.3
1937,Dec,12,31,5,-2.2,1.4,7.2,0.8
1938,Jan,1,1,5.6,1.7,3.7,3.9,0
1938,Jan,1,2,6.7,3.3,5,3.4,0
1938,Jan,1,3,2.8,0.6,1.7,2.2,0
1938,Jan,1,4,5.6,0.6,3.1,5,1.5
1938,Jan,1,5,5.6,2.2,3.9,3.4,0
1938,Jan,1,6,6.7,3.3,5,3.4,1
1938,Jan,1,7,7.8,3.9,5.9,3.9,0.3
1938,Jan,1,8,7.2,2.2,4.7,5,2
1938,Jan,1,9,6.1,3.3,4.7,2.8,0
1938,Jan,1,10,2.8,0.6,1.7,2.2,6.1
1938,Jan,1,11,10.6,0,5.3,10.6,7.9
1938,Jan,1,12,11.7,2.8,7.3,8.9,5.3
1938,Jan,1,13,10.6,6.7,8.7,3.9,0.3
1938,Jan,1,14,11.7,5.6,8.7,6.1,5.6
1938,Jan,1,15,9.4,7.2,8.3,2.2,2
1938,Jan,1,16,12.2,5,8.6,7.2,8.6
1938,Jan,1,17,8.9,3.9,6.4,5,0
1938,Jan,1,18,9.4,1.7,5.6,7.7,0.8
1938,Jan,1,19,8.9,3.3,6.1,5.6,0
1938,Jan,1,20,10.6,5,7.8,5.6,0
1938,Jan,1,21,10.6,7.8,9.2,2.8,0.5
1938,Jan,1,22,11.1,1.1,6.1,10,0
1938,Jan,1,23,10,5,7.5,5,0
1938,Jan,1,24,12.2,7.2,9.7,5,0
1938,Jan,1,25,10.6,6.7,8.7,3.9,2
1938,Jan,1,26,7.2,2.8,5,4.4,6.3
1938,Jan,1,27,8.3,0,4.2,8.3,1.3
1938,Jan,1,28,11.1,0.6,5.9,10.5,6.9
1938,Jan,1,29,8.9,5,7,3.9,5.8
1938,Jan,1,30,10,2.8,6.4,7.2,0.3
1938,Jan,1,31,11.1,3.3,7.2,7.8,2.8
1938,Feb,2,1,8.3,3.3,5.8,5,0.5
1938,Feb,2,2,9.4,2.2,5.8,7.2,0
1938,Feb,2,3,12.8,3.3,8.1,9.5,0
1938,Feb,2,4,10.6,6.7,8.7,3.9,0
1938,Feb,2,5,11.1,6.1,8.6,5,0
1938,Feb,2,6,9.4,2.2,5.8,7.2,0.3
1938,Feb,2,7,7.2,3.3,5.3,3.9,0
1938,Feb,2,8,7.8,3.3,5.6,4.5,0
1938,Feb,2,9,10,1.7,5.9,8.3,0.3
1938,Feb,2,10,12.8,3.9,8.4,8.9,0.3
1938,Feb,2,11,8.9,0.6,4.8,8.3,0
1938,Feb,2,12,9.4,1.1,5.3,8.3,1
1938,Feb,2,13,5,1.7,3.4,3.3,0.8
1938,Feb,2,14,3.3,-0.6,1.4,3.9,0
1938,Feb,2,15,3.3,-0.6,1.4,3.9,0
1938,Feb,2,16,2.8,0.6,1.7,2.2,0.8
1938,Feb,2,17,3.9,0.6,2.3,3.3,1.3
1938,Feb,2,18,8.9,-1.1,3.9,10,0
1938,Feb,2,19,5,2.2,3.6,2.8,0
1938,Feb,2,20,5.6,0,2.8,5.6,0
